Index,Audio Path,Transcript Path
001,Fidelity National Information Services_20170207/CEO/001-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/001.txt
002,Fidelity National Information Services_20170207/CEO/002-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/002.txt
003,Fidelity National Information Services_20170207/CEO/003-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/003.txt
004,Fidelity National Information Services_20170207/CEO/004-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/004.txt
005,Fidelity National Information Services_20170207/CEO/005-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/005.txt
006,Fidelity National Information Services_20170207/CEO/006-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/006.txt
007,Fidelity National Information Services_20170207/CEO/007-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/007.txt
008,Fidelity National Information Services_20170207/CEO/008-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/008.txt
009,Fidelity National Information Services_20170207/CEO/009-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/009.txt
010,Fidelity National Information Services_20170207/CEO/010-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/010.txt
011,Fidelity National Information Services_20170207/CEO/011-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/011.txt
012,Fidelity National Information Services_20170207/CEO/012-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/012.txt
013,Fidelity National Information Services_20170207/CEO/013-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/013.txt
014,Fidelity National Information Services_20170207/CEO/014-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/014.txt
015,Fidelity National Information Services_20170207/CEO/015-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/015.txt
016,Fidelity National Information Services_20170207/CEO/016-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/016.txt
017,Fidelity National Information Services_20170207/CEO/017-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/017.txt
018,Fidelity National Information Services_20170207/CEO/018-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/018.txt
019,Fidelity National Information Services_20170207/CEO/019-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/019.txt
020,Fidelity National Information Services_20170207/CEO/020-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/020.txt
021,Fidelity National Information Services_20170207/CEO/021-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/021.txt
022,Fidelity National Information Services_20170207/CEO/022-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/022.txt
023,Fidelity National Information Services_20170207/CEO/023-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/023.txt
024,Fidelity National Information Services_20170207/CEO/024-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/024.txt
025,Fidelity National Information Services_20170207/CEO/025-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/025.txt
026,Fidelity National Information Services_20170207/CEO/026-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/026.txt
027,Fidelity National Information Services_20170207/CEO/027-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/027.txt
028,Fidelity National Information Services_20170207/CEO/028-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/028.txt
029,Fidelity National Information Services_20170207/CEO/029-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/029.txt
030,Fidelity National Information Services_20170207/CEO/030-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/030.txt
031,Fidelity National Information Services_20170207/CEO/031-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/031.txt
032,Fidelity National Information Services_20170207/CEO/032-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/032.txt
033,Fidelity National Information Services_20170207/CEO/033-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/033.txt
034,Fidelity National Information Services_20170207/CEO/034-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/034.txt
035,Fidelity National Information Services_20170207/CEO/035-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/035.txt
036,Fidelity National Information Services_20170207/CEO/036-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/036.txt
037,Fidelity National Information Services_20170207/CEO/037-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/037.txt
038,Fidelity National Information Services_20170207/CEO/038-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/038.txt
039,Fidelity National Information Services_20170207/CEO/039-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/039.txt
040,Fidelity National Information Services_20170207/CEO/040-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/040.txt
041,Fidelity National Information Services_20170207/CEO/041-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/041.txt
042,Fidelity National Information Services_20170207/CEO/042-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/042.txt
043,Fidelity National Information Services_20170207/CEO/043-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/043.txt
044,Fidelity National Information Services_20170207/CEO/044-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/044.txt
045,Fidelity National Information Services_20170207/CEO/045-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/045.txt
046,Fidelity National Information Services_20170207/CEO/046-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/046.txt
047,Fidelity National Information Services_20170207/CEO/047-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/047.txt
048,Fidelity National Information Services_20170207/CEO/048-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/048.txt
049,Fidelity National Information Services_20170207/CEO/049-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/049.txt
050,Fidelity National Information Services_20170207/CEO/050-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/050.txt
051,Fidelity National Information Services_20170207/CEO/051-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/051.txt
052,Fidelity National Information Services_20170207/CEO/052-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/052.txt
053,Fidelity National Information Services_20170207/CEO/053-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/053.txt
054,Fidelity National Information Services_20170207/CEO/054-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/054.txt
055,Fidelity National Information Services_20170207/CEO/055-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/055.txt
056,Fidelity National Information Services_20170207/CEO/056-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/056.txt
057,Fidelity National Information Services_20170207/CEO/057-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/057.txt
058,Fidelity National Information Services_20170207/CEO/058-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/058.txt
059,Fidelity National Information Services_20170207/CEO/059-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/059.txt
060,Fidelity National Information Services_20170207/CEO/060-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/060.txt
061,Fidelity National Information Services_20170207/CEO/061-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/061.txt
062,Fidelity National Information Services_20170207/CEO/062-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/062.txt
063,Fidelity National Information Services_20170207/CEO/063-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/063.txt
064,Fidelity National Information Services_20170207/CEO/064-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/064.txt
065,Fidelity National Information Services_20170207/CEO/065-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/065.txt
066,Fidelity National Information Services_20170207/CEO/066-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/066.txt
067,Fidelity National Information Services_20170207/CEO/067-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/067.txt
068,Fidelity National Information Services_20170207/CEO/068-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/068.txt
069,Fidelity National Information Services_20170207/CEO/069-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/069.txt
070,Fidelity National Information Services_20170207/CEO/070-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/070.txt
071,Fidelity National Information Services_20170207/CEO/071-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/071.txt
072,Fidelity National Information Services_20170207/CEO/072-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/072.txt
073,Fidelity National Information Services_20170207/CEO/073-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/073.txt
074,Fidelity National Information Services_20170207/CEO/074-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/074.txt
075,Fidelity National Information Services_20170207/CEO/075-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/075.txt
076,Fidelity National Information Services_20170207/CEO/076-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/076.txt
077,Fidelity National Information Services_20170207/CEO/077-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/077.txt
078,Fidelity National Information Services_20170207/CEO/078-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/078.txt
079,Fidelity National Information Services_20170207/CEO/079-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/079.txt
080,Fidelity National Information Services_20170207/CEO/080-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/080.txt
081,Fidelity National Information Services_20170207/CEO/081-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/081.txt
082,Fidelity National Information Services_20170207/CEO/082-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/082.txt
083,Fidelity National Information Services_20170207/CEO/083-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/083.txt
084,Fidelity National Information Services_20170207/CEO/084-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/084.txt
085,Fidelity National Information Services_20170207/CEO/085-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/085.txt
086,Fidelity National Information Services_20170207/CEO/086-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/086.txt
087,Fidelity National Information Services_20170207/CEO/087-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/087.txt
088,Fidelity National Information Services_20170207/CEO/088-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/088.txt
089,Fidelity National Information Services_20170207/CEO/089-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/089.txt
090,Fidelity National Information Services_20170207/CEO/090-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/090.txt
091,Fidelity National Information Services_20170207/CEO/091-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/091.txt
092,Fidelity National Information Services_20170207/CEO/092-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/092.txt
093,Fidelity National Information Services_20170207/CEO/093-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/093.txt
094,Fidelity National Information Services_20170207/CEO/094-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/094.txt
095,Fidelity National Information Services_20170207/CEO/095-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/095.txt
096,Fidelity National Information Services_20170207/CEO/096-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/096.txt
097,Fidelity National Information Services_20170207/CEO/097-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/097.txt
098,Fidelity National Information Services_20170207/CEO/098-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/098.txt
099,Fidelity National Information Services_20170207/CEO/099-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/099.txt
100,Fidelity National Information Services_20170207/CEO/100-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/100.txt
101,Fidelity National Information Services_20170207/CEO/101-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/101.txt
102,Fidelity National Information Services_20170207/CEO/102-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/102.txt
103,Fidelity National Information Services_20170207/CEO/103-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/103.txt
104,Fidelity National Information Services_20170207/CEO/104-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/104.txt
105,Fidelity National Information Services_20170207/CEO/105-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/105.txt
106,Fidelity National Information Services_20170207/CEO/106-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/106.txt
107,Fidelity National Information Services_20170207/CEO/107-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/107.txt
108,Fidelity National Information Services_20170207/CEO/108-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/108.txt
109,Fidelity National Information Services_20170207/CEO/109-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/109.txt
110,Fidelity National Information Services_20170207/CEO/110-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/110.txt
111,Fidelity National Information Services_20170207/CEO/111-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/111.txt
112,Fidelity National Information Services_20170207/CEO/112-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/112.txt
113,Fidelity National Information Services_20170207/CEO/113-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/113.txt
114,Fidelity National Information Services_20170207/CEO/114-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/114.txt
115,Fidelity National Information Services_20170207/CEO/115-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/115.txt
116,Fidelity National Information Services_20170207/CEO/116-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/116.txt
117,Fidelity National Information Services_20170207/CEO/117-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/117.txt
118,Fidelity National Information Services_20170207/CEO/118-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/118.txt
119,Fidelity National Information Services_20170207/CEO/119-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/119.txt
120,Fidelity National Information Services_20170207/CEO/120-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/120.txt
121,Fidelity National Information Services_20170207/CEO/121-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/121.txt
122,Fidelity National Information Services_20170207/CEO/122-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/122.txt
123,Fidelity National Information Services_20170207/CEO/123-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/123.txt
124,Fidelity National Information Services_20170207/CEO/124-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/124.txt
125,Fidelity National Information Services_20170207/CEO/125-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/125.txt
126,Fidelity National Information Services_20170207/CEO/126-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/126.txt
127,Fidelity National Information Services_20170207/CEO/127-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/127.txt
128,Fidelity National Information Services_20170207/CEO/128-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/128.txt
129,Fidelity National Information Services_20170207/CEO/129-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/129.txt
130,Fidelity National Information Services_20170207/CEO/130-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/130.txt
131,Fidelity National Information Services_20170207/CEO/131-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/131.txt
132,Fidelity National Information Services_20170207/CEO/132-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/132.txt
133,Fidelity National Information Services_20170207/CEO/133-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/133.txt
134,Fidelity National Information Services_20170207/CEO/134-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/134.txt
135,Fidelity National Information Services_20170207/CEO/135-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/135.txt
136,Fidelity National Information Services_20170207/CEO/136-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/136.txt
137,Fidelity National Information Services_20170207/CEO/137-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/137.txt
138,Fidelity National Information Services_20170207/CEO/138-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/138.txt
139,Fidelity National Information Services_20170207/CEO/139-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/139.txt
140,Fidelity National Information Services_20170207/CEO/140-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/140.txt
141,Fidelity National Information Services_20170207/CEO/141-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/141.txt
142,Fidelity National Information Services_20170207/CEO/142-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/142.txt
143,Fidelity National Information Services_20170207/CEO/143-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/143.txt
144,Fidelity National Information Services_20170207/CEO/144-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/144.txt
145,Fidelity National Information Services_20170207/CEO/145-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/145.txt
146,Fidelity National Information Services_20170207/CEO/146-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/146.txt
147,Fidelity National Information Services_20170207/CEO/147-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/147.txt
148,Fidelity National Information Services_20170207/CEO/148-JamesWoodall.mp3,Fidelity National Information Services_20170207/sent_token/148.txt
