Index,Audio Path,Transcript Path
001,"Allergan, Plc_20170803/CEO/001-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/001.txt"
002,"Allergan, Plc_20170803/CEO/002-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/002.txt"
003,"Allergan, Plc_20170803/CEO/003-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/003.txt"
004,"Allergan, Plc_20170803/CEO/004-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/004.txt"
005,"Allergan, Plc_20170803/CEO/005-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/005.txt"
006,"Allergan, Plc_20170803/CEO/006-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/006.txt"
007,"Allergan, Plc_20170803/CEO/007-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/007.txt"
008,"Allergan, Plc_20170803/CEO/008-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/008.txt"
009,"Allergan, Plc_20170803/CEO/009-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/009.txt"
010,"Allergan, Plc_20170803/CEO/010-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/010.txt"
011,"Allergan, Plc_20170803/CEO/011-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/011.txt"
012,"Allergan, Plc_20170803/CEO/012-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/012.txt"
013,"Allergan, Plc_20170803/CEO/013-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/013.txt"
014,"Allergan, Plc_20170803/CEO/014-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/014.txt"
015,"Allergan, Plc_20170803/CEO/015-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/015.txt"
016,"Allergan, Plc_20170803/CEO/016-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/016.txt"
017,"Allergan, Plc_20170803/CEO/017-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/017.txt"
018,"Allergan, Plc_20170803/CEO/018-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/018.txt"
019,"Allergan, Plc_20170803/CEO/019-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/019.txt"
020,"Allergan, Plc_20170803/CEO/020-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/020.txt"
021,"Allergan, Plc_20170803/CEO/021-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/021.txt"
022,"Allergan, Plc_20170803/CEO/022-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/022.txt"
023,"Allergan, Plc_20170803/CEO/023-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/023.txt"
024,"Allergan, Plc_20170803/CEO/024-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/024.txt"
025,"Allergan, Plc_20170803/CEO/025-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/025.txt"
026,"Allergan, Plc_20170803/CEO/026-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/026.txt"
027,"Allergan, Plc_20170803/CEO/027-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/027.txt"
028,"Allergan, Plc_20170803/CEO/028-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/028.txt"
029,"Allergan, Plc_20170803/CEO/029-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/029.txt"
030,"Allergan, Plc_20170803/CEO/030-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/030.txt"
031,"Allergan, Plc_20170803/CEO/031-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/031.txt"
032,"Allergan, Plc_20170803/CEO/032-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/032.txt"
033,"Allergan, Plc_20170803/CEO/033-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/033.txt"
034,"Allergan, Plc_20170803/CEO/034-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/034.txt"
035,"Allergan, Plc_20170803/CEO/035-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/035.txt"
036,"Allergan, Plc_20170803/CEO/036-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/036.txt"
037,"Allergan, Plc_20170803/CEO/037-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/037.txt"
038,"Allergan, Plc_20170803/CEO/038-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/038.txt"
039,"Allergan, Plc_20170803/CEO/039-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/039.txt"
040,"Allergan, Plc_20170803/CEO/040-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/040.txt"
041,"Allergan, Plc_20170803/CEO/041-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/041.txt"
042,"Allergan, Plc_20170803/CEO/042-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/042.txt"
043,"Allergan, Plc_20170803/CEO/043-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/043.txt"
044,"Allergan, Plc_20170803/CEO/044-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/044.txt"
045,"Allergan, Plc_20170803/CEO/045-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/045.txt"
046,"Allergan, Plc_20170803/CEO/046-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/046.txt"
047,"Allergan, Plc_20170803/CEO/047-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/047.txt"
048,"Allergan, Plc_20170803/CEO/048-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/048.txt"
049,"Allergan, Plc_20170803/CEO/049-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/049.txt"
050,"Allergan, Plc_20170803/CEO/050-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/050.txt"
051,"Allergan, Plc_20170803/CEO/051-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/051.txt"
052,"Allergan, Plc_20170803/CEO/052-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/052.txt"
053,"Allergan, Plc_20170803/CEO/053-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/053.txt"
054,"Allergan, Plc_20170803/CEO/054-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/054.txt"
055,"Allergan, Plc_20170803/CEO/055-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/055.txt"
056,"Allergan, Plc_20170803/CEO/056-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/056.txt"
057,"Allergan, Plc_20170803/CEO/057-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/057.txt"
058,"Allergan, Plc_20170803/CEO/058-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/058.txt"
059,"Allergan, Plc_20170803/CEO/059-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/059.txt"
060,"Allergan, Plc_20170803/CEO/060-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/060.txt"
061,"Allergan, Plc_20170803/CEO/061-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/061.txt"
062,"Allergan, Plc_20170803/CEO/062-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/062.txt"
063,"Allergan, Plc_20170803/CEO/063-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/063.txt"
064,"Allergan, Plc_20170803/CEO/064-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/064.txt"
065,"Allergan, Plc_20170803/CEO/065-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/065.txt"
066,"Allergan, Plc_20170803/CEO/066-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/066.txt"
067,"Allergan, Plc_20170803/CEO/067-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/067.txt"
068,"Allergan, Plc_20170803/CEO/068-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/068.txt"
069,"Allergan, Plc_20170803/CEO/069-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/069.txt"
070,"Allergan, Plc_20170803/CEO/070-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/070.txt"
071,"Allergan, Plc_20170803/CEO/071-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/071.txt"
072,"Allergan, Plc_20170803/CEO/072-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/072.txt"
073,"Allergan, Plc_20170803/CEO/073-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/073.txt"
074,"Allergan, Plc_20170803/CEO/074-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/074.txt"
075,"Allergan, Plc_20170803/CEO/075-WilliamJ.Meury.mp3","Allergan, Plc_20170803/sent_token/075.txt"
