filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.3262,-0.1398,1.7779,4.3469,0.7259,2.1035
002.wav,-0.2659,-0.114,0.5971,3.5816,0.1656,1.7338
003.wav,-0.2935,-0.1258,1.8337,4.3864,0.7701,2.1303
004.wav,-0.1316,-0.0564,0.8049,3.8636,0.3367,1.9036
005.wav,-0.3047,-0.1306,1.611,4.2399,0.6532,2.0547
006.wav,-0.3845,-0.1648,0.4216,3.4481,0.0185,1.6416
007.wav,-0.1488,-0.0638,0.2264,3.3363,0.0388,1.6362
008.wav,-0.3273,-0.1403,0.199,3.3525,-0.0642,1.6061
009.wav,-0.4867,-0.2086,1.0041,3.6851,0.2587,1.7383
010.wav,-0.3169,-0.1358,1.28,4.0112,0.4815,1.9377
011.wav,-0.0602,-0.0258,0.2757,3.3559,0.1077,1.6651
012.wav,-0.4081,-0.1749,-0.1344,3.4546,-0.2712,1.6399
013.wav,-0.3589,-0.1538,0.1968,3.4157,-0.081,1.6309
014.wav,-0.5017,-0.215,0.544,3.5026,0.0211,1.6438
015.wav,-0.5383,-0.2307,0.4008,3.4637,-0.0688,1.6165
016.wav,-0.3292,-0.1411,0.4414,3.6012,0.0561,1.7301
017.wav,-0.3594,-0.154,-0.0536,3.4522,-0.2065,1.6491
018.wav,-0.4268,-0.1829,0.5565,3.5374,0.0649,1.6773
019.wav,-0.453,-0.1941,0.1844,3.516,-0.1343,1.6609
020.wav,-0.5139,-0.2203,0.7113,3.614,0.0987,1.6969
021.wav,-0.4302,-0.1844,0.9012,3.7829,0.2355,1.7993
022.wav,-0.2674,-0.1146,0.7255,3.6275,0.2291,1.7565
023.wav,-0.1527,-0.0654,1.3836,3.9497,0.6155,1.9421
024.wav,-0.4434,-0.19,0.3776,3.447,-0.0329,1.6285
025.wav,-0.4207,-0.1803,0.4914,3.557,0.0353,1.6883
026.wav,-0.2888,-0.1238,0.7112,3.5108,0.2112,1.6935
027.wav,-0.3908,-0.1675,0.6943,3.6343,0.1518,1.7334
028.wav,-0.5035,-0.2158,0.5682,3.5783,0.0324,1.6812
029.wav,-0.5263,-0.2255,1.491,4.0981,0.4823,1.9363
030.wav,-0.2498,-0.107,0.879,3.7255,0.3146,1.8092
031.wav,-0.3716,-0.1593,-0.0829,3.3529,-0.2273,1.5968
032.wav,-0.3301,-0.1415,0.3438,3.4138,0.0068,1.6362
033.wav,-0.2522,-0.1081,0.3721,3.4863,0.0599,1.6891
034.wav,-0.3712,-0.1591,0.7806,3.6762,0.2047,1.7586
035.wav,-0.1781,-0.0763,1.2064,3.9507,0.5142,1.9372
036.wav,-0.5097,-0.2184,0.2757,3.3653,-0.117,1.5734
037.wav,-0.4628,-0.1983,0.3418,3.3881,-0.0605,1.5949
038.wav,-0.4421,-0.1895,0.61,3.5891,0.084,1.6998
039.wav,-0.3622,-0.1552,0.7047,3.6041,0.1713,1.7245
040.wav,-0.2915,-0.1249,0.5951,3.6732,0.1518,1.7742
041.wav,-0.2601,-0.1115,0.1306,3.4543,-0.0648,1.6714
042.wav,-0.4224,-0.181,0.5766,3.5737,0.0771,1.6964
043.wav,-0.4084,-0.175,0.5312,3.5228,0.0614,1.6739
044.wav,-0.3407,-0.146,0.1271,3.3753,-0.1068,1.6147
045.wav,-0.2987,-0.128,0.7276,3.661,0.2145,1.7665
046.wav,-0.3541,-0.1518,0.6977,3.6364,0.1718,1.7423
047.wav,-0.4277,-0.1833,0.2506,3.3552,-0.0886,1.5859
048.wav,-0.3375,-0.1446,0.2843,3.3573,-0.0266,1.6063
049.wav,-0.1101,-0.0472,0.9017,3.7879,0.3958,1.8704
050.wav,-0.2927,-0.1254,0.8047,3.694,0.256,1.7843
051.wav,-0.3475,-0.1489,0.257,3.2791,-0.0452,1.5651
052.wav,-0.2976,-0.1275,0.3752,3.4478,0.0388,1.6602
053.wav,-0.396,-0.1697,0.6465,3.5776,0.1252,1.7039
054.wav,-0.3575,-0.1532,0.6266,3.5642,0.1345,1.7055
055.wav,-0.3972,-0.1702,0.8453,3.7393,0.2241,1.7846
056.wav,-0.2853,-0.1223,0.3366,3.4057,0.0256,1.6417
057.wav,-0.4806,-0.206,0.7165,3.6456,0.118,1.7198
058.wav,-0.1977,-0.0847,0.5196,3.4942,0.1609,1.7047
059.wav,-0.3179,-0.1363,0.456,3.4971,0.069,1.6804
060.wav,-0.2756,-0.1181,1.4625,3.9769,0.5935,1.9294
061.wav,-0.3713,-0.1591,0.5981,3.5079,0.1134,1.6744
062.wav,-0.3544,-0.1519,1.0977,3.896,0.3717,1.872
063.wav,-0.2041,-0.0875,0.6929,3.6764,0.2444,1.7945
064.wav,-0.0893,-0.0383,0.8058,3.6335,0.3582,1.7976
065.wav,-0.5036,-0.2158,0.4409,3.4538,-0.0314,1.619
066.wav,-0.3513,-0.1506,0.6173,3.5634,0.133,1.7064
067.wav,-0.308,-0.132,0.6762,3.6456,0.1841,1.7568
068.wav,-0.2295,-0.0984,0.2193,3.3733,-0.0051,1.6374
069.wav,-0.3642,-0.1561,0.8458,3.6955,0.2408,1.7697
