filename,topic_id,topic_keywords
001.txt,-1,Outlier
002.txt,-1,Outlier
003.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
004.txt,-1,Outlier
005.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
006.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
007.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
008.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
009.txt,2,"potential impact, good position, , , , , , , , "
010.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
011.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
012.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
013.txt,-1,Outlier
014.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
015.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
016.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
017.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
018.txt,-1,Outlier
019.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
020.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
021.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
022.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
023.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
024.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
025.txt,-1,Outlier
026.txt,-1,Outlier
027.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
028.txt,-1,Outlier
029.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
030.txt,-1,Outlier
031.txt,-1,Outlier
032.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
033.txt,-1,Outlier
034.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
035.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
036.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
037.txt,-1,Outlier
038.txt,-1,Outlier
039.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
040.txt,-1,Outlier
041.txt,-1,Outlier
042.txt,-1,Outlier
043.txt,-1,Outlier
044.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
045.txt,-1,Outlier
046.txt,2,"potential impact, good position, , , , , , , , "
047.txt,-1,Outlier
048.txt,-1,Outlier
049.txt,-1,Outlier
050.txt,-1,Outlier
051.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
052.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
053.txt,2,"potential impact, good position, , , , , , , , "
054.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
055.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
056.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
057.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
058.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
059.txt,-1,Outlier
060.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
061.txt,-1,Outlier
062.txt,-1,Outlier
063.txt,2,"potential impact, good position, , , , , , , , "
064.txt,2,"potential impact, good position, , , , , , , , "
065.txt,-1,Outlier
066.txt,-1,Outlier
067.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
068.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
069.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
070.txt,2,"potential impact, good position, , , , , , , , "
071.txt,2,"potential impact, good position, , , , , , , , "
072.txt,2,"potential impact, good position, , , , , , , , "
073.txt,-1,Outlier
074.txt,-1,Outlier
075.txt,-1,Outlier
076.txt,2,"potential impact, good position, , , , , , , , "
077.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
078.txt,-1,Outlier
079.txt,2,"potential impact, good position, , , , , , , , "
080.txt,-1,Outlier
081.txt,-1,Outlier
082.txt,-1,Outlier
083.txt,-1,Outlier
084.txt,-1,Outlier
085.txt,-1,Outlier
086.txt,1,"next month, human practice, greater focus, global regulators, complex generics, clinical endpoints, , , , "
087.txt,-1,Outlier
088.txt,-1,Outlier
089.txt,-1,Outlier
090.txt,-1,Outlier
091.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
092.txt,2,"potential impact, good position, , , , , , , , "
093.txt,-1,Outlier
094.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
095.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
096.txt,0,"net sales, total business, new products, net impact, lower pricing, high volumes, , , , "
097.txt,2,"potential impact, good position, , , , , , , , "
098.txt,-1,Outlier
099.txt,-1,Outlier
