Index,Audio Path,Transcript Path
001,Church & Dwight_20171102/CEO/001-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/001.txt
002,Church & Dwight_20171102/CEO/002-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/002.txt
003,Church & Dwight_20171102/CEO/003-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/003.txt
004,Church & Dwight_20171102/CEO/004-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/004.txt
005,Church & Dwight_20171102/CEO/005-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/005.txt
006,Church & Dwight_20171102/CEO/006-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/006.txt
007,Church & Dwight_20171102/CEO/007-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/007.txt
008,Church & Dwight_20171102/CEO/008-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/008.txt
009,Church & Dwight_20171102/CEO/009-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/009.txt
010,Church & Dwight_20171102/CEO/010-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/010.txt
011,Church & Dwight_20171102/CEO/011-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/011.txt
012,Church & Dwight_20171102/CEO/012-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/012.txt
013,Church & Dwight_20171102/CEO/013-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/013.txt
014,Church & Dwight_20171102/CEO/014-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/014.txt
015,Church & Dwight_20171102/CEO/015-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/015.txt
016,Church & Dwight_20171102/CEO/016-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/016.txt
017,Church & Dwight_20171102/CEO/017-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/017.txt
018,Church & Dwight_20171102/CEO/018-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/018.txt
019,Church & Dwight_20171102/CEO/019-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/019.txt
020,Church & Dwight_20171102/CEO/020-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/020.txt
021,Church & Dwight_20171102/CEO/021-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/021.txt
022,Church & Dwight_20171102/CEO/022-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/022.txt
023,Church & Dwight_20171102/CEO/023-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/023.txt
024,Church & Dwight_20171102/CEO/024-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/024.txt
025,Church & Dwight_20171102/CEO/025-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/025.txt
026,Church & Dwight_20171102/CEO/026-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/026.txt
027,Church & Dwight_20171102/CEO/027-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/027.txt
028,Church & Dwight_20171102/CEO/028-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/028.txt
029,Church & Dwight_20171102/CEO/029-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/029.txt
030,Church & Dwight_20171102/CEO/030-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/030.txt
031,Church & Dwight_20171102/CEO/031-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/031.txt
032,Church & Dwight_20171102/CEO/032-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/032.txt
033,Church & Dwight_20171102/CEO/033-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/033.txt
034,Church & Dwight_20171102/CEO/034-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/034.txt
035,Church & Dwight_20171102/CEO/035-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/035.txt
036,Church & Dwight_20171102/CEO/036-MatthewT.Farrell.mp3,Church & Dwight_20171102/sent_token/036.txt
