filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0639,-0.0274,1.9111,4.4439,0.9236,2.2082
002.wav,-0.1526,-0.0654,0.4947,3.4826,0.171,1.7086
003.wav,-0.0319,-0.0137,0.4685,3.4711,0.2183,1.7287
004.wav,-0.1146,-0.0491,0.1924,3.3697,0.0389,1.6603
005.wav,-0.0537,-0.023,0.3155,3.446,0.1309,1.7115
006.wav,-0.1144,-0.049,0.1767,3.3133,0.0311,1.6322
007.wav,-0.089,-0.0381,0.2868,3.3854,0.0989,1.6736
008.wav,-0.0502,-0.0215,0.6291,3.5806,0.2895,1.7795
009.wav,-0.1988,-0.0852,0.2447,3.3489,0.0229,1.6319
010.wav,-0.0183,-0.0078,0.407,3.4371,0.1943,1.7146
011.wav,-0.0495,-0.0212,0.3487,3.3895,0.1496,1.6842
012.wav,-0.2184,-0.0936,0.1704,3.3058,-0.024,1.6061
013.wav,-0.0201,-0.0086,0.7275,3.648,0.3537,1.8197
014.wav,-0.2221,-0.0952,0.2012,3.3189,-0.0105,1.6119
015.wav,-0.0309,-0.0132,0.391,3.4614,0.1801,1.7241
016.wav,-0.032,-0.0137,1.0407,3.8656,0.5043,1.9259
017.wav,-0.0872,-0.0374,1.0932,3.8819,0.503,1.9222
018.wav,-0.0561,-0.0241,0.9454,3.8158,0.4446,1.8958
019.wav,-0.019,-0.0081,0.5084,3.6593,0.2447,1.8256
020.wav,-0.1485,-0.0636,0.2605,3.3464,0.056,1.6414
021.wav,-0.1264,-0.0542,0.7779,3.6389,0.3257,1.7924
022.wav,-0.0853,-0.0366,0.3634,3.4504,0.139,1.7069
023.wav,-0.0209,-0.0089,0.2075,3.2882,0.0933,1.6396
024.wav,-0.1433,-0.0614,0.8672,3.77,0.362,1.8543
025.wav,-0.1501,-0.0643,0.1705,3.3077,0.0102,1.6217
026.wav,-0.4395,-0.1883,0.1203,3.2727,-0.1596,1.5422
027.wav,-0.0218,-0.0093,0.3054,3.3608,0.1418,1.6757
028.wav,-0.0037,-0.0016,0.6177,3.5798,0.307,1.7891
029.wav,-0.0116,-0.005,0.432,3.4964,0.2102,1.7457
030.wav,-0.0444,-0.019,0.2514,3.3933,0.1035,1.6872
031.wav,-0.0015,-0.0006,0.6981,3.613,0.3483,1.8062
032.wav,-0.0043,-0.0018,0.0811,3.3845,0.0384,1.6913
033.wav,-0.0031,-0.0013,0.3668,3.4395,0.1819,1.7191
034.wav,-0.0001,-0.0001,0.8852,3.8098,0.4426,1.9049
035.wav,-0.0167,-0.0071,0.1757,3.3229,0.0795,1.6579
036.wav,-0.0229,-0.0098,1.885,4.4295,0.931,2.2098
037.wav,-0.0021,-0.0009,0.2352,3.4093,0.1166,1.7042
038.wav,-0.0104,-0.0044,0.5882,3.5594,0.2889,1.7775
039.wav,-0.0051,-0.0022,0.6526,3.6026,0.3238,1.8002
040.wav,-0.0027,-0.0011,0.2139,3.4353,0.1056,1.7171
041.wav,-0.0014,-0.0006,0.0369,3.1786,0.0177,1.589
042.wav,-0.0002,-0.0001,-0.2522,3.3314,-0.1262,1.6657
043.wav,-0.0012,-0.0005,1.4919,4.1612,0.7453,2.0803
044.wav,-0.0048,-0.0021,0.3093,3.3872,0.1522,1.6925
045.wav,-0.0585,-0.0251,0.3765,3.4437,0.159,1.7093
046.wav,-0.0035,-0.0015,0.7207,3.653,0.3586,1.8258
