Index,Audio Path,Transcript Path
001,Booking Holdings Inc_20170509/CEO/001-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/001.txt
002,Booking Holdings Inc_20170509/CEO/002-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/002.txt
003,Booking Holdings Inc_20170509/CEO/003-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/003.txt
004,Booking Holdings Inc_20170509/CEO/004-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/004.txt
005,Booking Holdings Inc_20170509/CEO/005-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/005.txt
006,Booking Holdings Inc_20170509/CEO/006-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/006.txt
007,Booking Holdings Inc_20170509/CEO/007-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/007.txt
008,Booking Holdings Inc_20170509/CEO/008-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/008.txt
009,Booking Holdings Inc_20170509/CEO/009-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/009.txt
010,Booking Holdings Inc_20170509/CEO/010-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/010.txt
011,Booking Holdings Inc_20170509/CEO/011-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/011.txt
012,Booking Holdings Inc_20170509/CEO/012-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/012.txt
013,Booking Holdings Inc_20170509/CEO/013-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/013.txt
014,Booking Holdings Inc_20170509/CEO/014-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/014.txt
015,Booking Holdings Inc_20170509/CEO/015-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/015.txt
016,Booking Holdings Inc_20170509/CEO/016-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/016.txt
017,Booking Holdings Inc_20170509/CEO/017-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/017.txt
018,Booking Holdings Inc_20170509/CEO/018-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/018.txt
019,Booking Holdings Inc_20170509/CEO/019-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/019.txt
020,Booking Holdings Inc_20170509/CEO/020-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/020.txt
021,Booking Holdings Inc_20170509/CEO/021-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/021.txt
022,Booking Holdings Inc_20170509/CEO/022-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/022.txt
023,Booking Holdings Inc_20170509/CEO/023-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/023.txt
024,Booking Holdings Inc_20170509/CEO/024-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/024.txt
025,Booking Holdings Inc_20170509/CEO/025-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/025.txt
026,Booking Holdings Inc_20170509/CEO/026-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/026.txt
027,Booking Holdings Inc_20170509/CEO/027-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/027.txt
028,Booking Holdings Inc_20170509/CEO/028-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/028.txt
029,Booking Holdings Inc_20170509/CEO/029-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/029.txt
030,Booking Holdings Inc_20170509/CEO/030-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/030.txt
031,Booking Holdings Inc_20170509/CEO/031-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/031.txt
032,Booking Holdings Inc_20170509/CEO/032-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/032.txt
033,Booking Holdings Inc_20170509/CEO/033-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/033.txt
034,Booking Holdings Inc_20170509/CEO/034-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/034.txt
035,Booking Holdings Inc_20170509/CEO/035-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/035.txt
036,Booking Holdings Inc_20170509/CEO/036-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/036.txt
037,Booking Holdings Inc_20170509/CEO/037-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/037.txt
038,Booking Holdings Inc_20170509/CEO/038-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/038.txt
039,Booking Holdings Inc_20170509/CEO/039-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/039.txt
040,Booking Holdings Inc_20170509/CEO/040-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/040.txt
041,Booking Holdings Inc_20170509/CEO/041-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/041.txt
042,Booking Holdings Inc_20170509/CEO/042-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/042.txt
043,Booking Holdings Inc_20170509/CEO/043-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/043.txt
044,Booking Holdings Inc_20170509/CEO/044-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/044.txt
045,Booking Holdings Inc_20170509/CEO/045-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/045.txt
046,Booking Holdings Inc_20170509/CEO/046-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/046.txt
047,Booking Holdings Inc_20170509/CEO/047-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/047.txt
048,Booking Holdings Inc_20170509/CEO/048-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/048.txt
049,Booking Holdings Inc_20170509/CEO/049-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/049.txt
050,Booking Holdings Inc_20170509/CEO/050-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/050.txt
051,Booking Holdings Inc_20170509/CEO/051-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/051.txt
052,Booking Holdings Inc_20170509/CEO/052-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/052.txt
053,Booking Holdings Inc_20170509/CEO/053-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/053.txt
054,Booking Holdings Inc_20170509/CEO/054-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/054.txt
055,Booking Holdings Inc_20170509/CEO/055-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/055.txt
056,Booking Holdings Inc_20170509/CEO/056-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/056.txt
057,Booking Holdings Inc_20170509/CEO/057-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/057.txt
058,Booking Holdings Inc_20170509/CEO/058-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/058.txt
059,Booking Holdings Inc_20170509/CEO/059-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/059.txt
060,Booking Holdings Inc_20170509/CEO/060-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/060.txt
061,Booking Holdings Inc_20170509/CEO/061-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/061.txt
062,Booking Holdings Inc_20170509/CEO/062-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/062.txt
063,Booking Holdings Inc_20170509/CEO/063-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/063.txt
064,Booking Holdings Inc_20170509/CEO/064-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/064.txt
065,Booking Holdings Inc_20170509/CEO/065-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/065.txt
066,Booking Holdings Inc_20170509/CEO/066-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/066.txt
067,Booking Holdings Inc_20170509/CEO/067-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/067.txt
068,Booking Holdings Inc_20170509/CEO/068-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/068.txt
069,Booking Holdings Inc_20170509/CEO/069-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/069.txt
070,Booking Holdings Inc_20170509/CEO/070-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/070.txt
071,Booking Holdings Inc_20170509/CEO/071-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/071.txt
072,Booking Holdings Inc_20170509/CEO/072-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/072.txt
073,Booking Holdings Inc_20170509/CEO/073-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/073.txt
074,Booking Holdings Inc_20170509/CEO/074-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/074.txt
075,Booking Holdings Inc_20170509/CEO/075-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/075.txt
076,Booking Holdings Inc_20170509/CEO/076-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/076.txt
077,Booking Holdings Inc_20170509/CEO/077-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/077.txt
078,Booking Holdings Inc_20170509/CEO/078-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/078.txt
079,Booking Holdings Inc_20170509/CEO/079-DanielJ.Finnegan.mp3,Booking Holdings Inc_20170509/sent_token/079.txt
