Index,Audio Path,Transcript Path
001,Pentair plc_20170725/CEO/001-RandyHogan.mp3,Pentair plc_20170725/sent_token/001.txt
002,Pentair plc_20170725/CEO/002-RandyHogan.mp3,Pentair plc_20170725/sent_token/002.txt
003,Pentair plc_20170725/CEO/003-RandyHogan.mp3,Pentair plc_20170725/sent_token/003.txt
004,Pentair plc_20170725/CEO/004-RandyHogan.mp3,Pentair plc_20170725/sent_token/004.txt
005,Pentair plc_20170725/CEO/005-RandyHogan.mp3,Pentair plc_20170725/sent_token/005.txt
006,Pentair plc_20170725/CEO/006-RandyHogan.mp3,Pentair plc_20170725/sent_token/006.txt
007,Pentair plc_20170725/CEO/007-RandyHogan.mp3,Pentair plc_20170725/sent_token/007.txt
008,Pentair plc_20170725/CEO/008-RandyHogan.mp3,Pentair plc_20170725/sent_token/008.txt
009,Pentair plc_20170725/CEO/009-RandyHogan.mp3,Pentair plc_20170725/sent_token/009.txt
010,Pentair plc_20170725/CEO/010-RandyHogan.mp3,Pentair plc_20170725/sent_token/010.txt
011,Pentair plc_20170725/CEO/011-RandyHogan.mp3,Pentair plc_20170725/sent_token/011.txt
012,Pentair plc_20170725/CEO/012-RandyHogan.mp3,Pentair plc_20170725/sent_token/012.txt
013,Pentair plc_20170725/CEO/013-RandyHogan.mp3,Pentair plc_20170725/sent_token/013.txt
014,Pentair plc_20170725/CEO/014-RandyHogan.mp3,Pentair plc_20170725/sent_token/014.txt
015,Pentair plc_20170725/CEO/015-RandyHogan.mp3,Pentair plc_20170725/sent_token/015.txt
016,Pentair plc_20170725/CEO/016-RandyHogan.mp3,Pentair plc_20170725/sent_token/016.txt
017,Pentair plc_20170725/CEO/017-RandyHogan.mp3,Pentair plc_20170725/sent_token/017.txt
018,Pentair plc_20170725/CEO/018-RandyHogan.mp3,Pentair plc_20170725/sent_token/018.txt
019,Pentair plc_20170725/CEO/019-RandyHogan.mp3,Pentair plc_20170725/sent_token/019.txt
020,Pentair plc_20170725/CEO/020-RandyHogan.mp3,Pentair plc_20170725/sent_token/020.txt
021,Pentair plc_20170725/CEO/021-RandyHogan.mp3,Pentair plc_20170725/sent_token/021.txt
022,Pentair plc_20170725/CEO/022-RandyHogan.mp3,Pentair plc_20170725/sent_token/022.txt
023,Pentair plc_20170725/CEO/023-RandyHogan.mp3,Pentair plc_20170725/sent_token/023.txt
024,Pentair plc_20170725/CEO/024-RandyHogan.mp3,Pentair plc_20170725/sent_token/024.txt
025,Pentair plc_20170725/CEO/025-RandyHogan.mp3,Pentair plc_20170725/sent_token/025.txt
026,Pentair plc_20170725/CEO/026-RandyHogan.mp3,Pentair plc_20170725/sent_token/026.txt
027,Pentair plc_20170725/CEO/027-RandyHogan.mp3,Pentair plc_20170725/sent_token/027.txt
028,Pentair plc_20170725/CEO/028-RandyHogan.mp3,Pentair plc_20170725/sent_token/028.txt
029,Pentair plc_20170725/CEO/029-RandyHogan.mp3,Pentair plc_20170725/sent_token/029.txt
030,Pentair plc_20170725/CEO/030-RandyHogan.mp3,Pentair plc_20170725/sent_token/030.txt
031,Pentair plc_20170725/CEO/031-RandyHogan.mp3,Pentair plc_20170725/sent_token/031.txt
032,Pentair plc_20170725/CEO/032-RandyHogan.mp3,Pentair plc_20170725/sent_token/032.txt
033,Pentair plc_20170725/CEO/033-RandyHogan.mp3,Pentair plc_20170725/sent_token/033.txt
034,Pentair plc_20170725/CEO/034-RandyHogan.mp3,Pentair plc_20170725/sent_token/034.txt
035,Pentair plc_20170725/CEO/035-RandyHogan.mp3,Pentair plc_20170725/sent_token/035.txt
