filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0322,-0.0138,1.9145,4.446,0.9412,2.2161
002.wav,-0.3752,-0.1608,1.7593,4.2916,0.692,2.0654
003.wav,-0.2115,-0.0907,0.9654,3.7194,0.3769,1.8143
004.wav,-0.3231,-0.1385,0.6661,3.6879,0.1715,1.7747
005.wav,-0.2344,-0.1005,0.0805,3.2691,-0.077,1.5843
006.wav,-0.1389,-0.0595,0.3109,3.4756,0.086,1.708
007.wav,-0.235,-0.1007,0.0986,3.2942,-0.0682,1.5967
008.wav,-0.3404,-0.1459,0.825,3.7117,0.2423,1.7829
009.wav,-0.1564,-0.067,0.9951,3.8254,0.4193,1.8792
010.wav,-0.2343,-0.1004,0.5028,3.4867,0.1343,1.6932
011.wav,-0.2371,-0.1016,-0.178,3.3848,-0.2076,1.6416
012.wav,-0.437,-0.1873,0.1493,3.2541,-0.1439,1.5334
013.wav,-0.3724,-0.1596,0.6962,3.629,0.1619,1.7347
014.wav,-0.2029,-0.087,1.1747,3.9193,0.4859,1.9162
015.wav,-0.3706,-0.1588,1.0928,3.795,0.3611,1.8181
016.wav,-0.5609,-0.2404,0.4773,3.4962,-0.0418,1.6279
017.wav,-0.4197,-0.1799,0.3965,3.4543,-0.0116,1.6372
018.wav,-0.1546,-0.0663,1.059,3.881,0.4522,1.9073
019.wav,-0.2742,-0.1175,1.057,3.8556,0.3914,1.8691
020.wav,-0.2234,-0.0958,0.9019,3.8115,0.3392,1.8579
021.wav,-0.2376,-0.1018,1.2578,3.9951,0.5101,1.9466
022.wav,-0.0807,-0.0346,0.56,3.5233,0.2396,1.7443
023.wav,-0.3732,-0.1599,0.6629,3.594,0.1448,1.717
024.wav,-0.5704,-0.2445,0.6699,3.6168,0.0497,1.6861
025.wav,-0.0744,-0.0319,0.4506,3.476,0.1881,1.7221
026.wav,-0.3848,-0.1649,1.5295,4.1813,0.5723,2.0082
027.wav,-0.399,-0.171,0.8507,3.7149,0.2259,1.7719
028.wav,-0.1032,-0.0442,0.6586,3.6751,0.2777,1.8154
029.wav,-0.2032,-0.0871,0.3759,3.4299,0.0863,1.6714
030.wav,-0.1804,-0.0773,0.4224,3.4556,0.121,1.6891
031.wav,-0.0393,-0.0168,1.1148,3.857,0.5377,1.9201
032.wav,-0.419,-0.1796,0.2902,3.3791,-0.0644,1.5998
033.wav,-0.2475,-0.1061,0.6426,3.5013,0.1976,1.6976
034.wav,-0.3714,-0.1592,0.4834,3.4978,0.056,1.6693
035.wav,-0.2357,-0.101,0.9129,3.7477,0.3386,1.8233
036.wav,-0.3923,-0.1681,1.5152,4.1875,0.5614,2.0097
037.wav,-0.2699,-0.1157,0.6314,3.5869,0.1808,1.7356
038.wav,-0.3413,-0.1463,0.4482,3.4753,0.0534,1.6645
039.wav,-0.2833,-0.1214,0.4891,3.4893,0.1029,1.684
040.wav,-0.2525,-0.1082,0.5946,3.5718,0.171,1.7318
041.wav,-0.3329,-0.1427,0.365,3.4229,0.016,1.6401
042.wav,-0.3834,-0.1643,0.577,3.534,0.0968,1.6848
043.wav,-0.2758,-0.1182,0.3585,3.4153,0.0413,1.6485
044.wav,-0.4356,-0.1867,0.2758,3.343,-0.0799,1.5782
045.wav,-0.4663,-0.1998,0.4704,3.4624,0.0021,1.6313
046.wav,-0.4004,-0.1716,1.4893,4.0961,0.5444,1.9622
047.wav,-0.1629,-0.0698,0.547,3.5323,0.192,1.7312
048.wav,-0.2615,-0.1121,0.6753,3.6605,0.2069,1.7742
049.wav,-0.4629,-0.1984,0.687,3.6247,0.112,1.7132
050.wav,-0.244,-0.1046,0.6854,3.6019,0.2207,1.7487
051.wav,-0.4138,-0.1773,0.6611,3.6079,0.1236,1.7153
052.wav,-0.0787,-0.0337,0.3465,3.436,0.1339,1.7011
053.wav,-0.2474,-0.106,0.6051,3.6122,0.1788,1.7531
054.wav,-0.1004,-0.043,0.7594,3.5969,0.3295,1.7769
055.wav,-0.2269,-0.0972,0.2512,3.3448,0.0121,1.6238
056.wav,-0.2774,-0.1189,0.699,3.5051,0.2108,1.6931
057.wav,-0.0711,-0.0305,0.2753,3.3642,0.1021,1.6669
058.wav,-0.0827,-0.0354,0.998,3.8277,0.4576,1.8962
059.wav,-0.2987,-0.128,1.3888,4.0643,0.5451,1.9682
060.wav,-0.231,-0.099,0.2635,3.3578,0.0162,1.6294
061.wav,-0.086,-0.0369,0.2483,3.3626,0.0812,1.6629
062.wav,-0.2685,-0.1151,0.536,3.5421,0.1338,1.7135
063.wav,-0.4563,-0.1956,0.2664,3.3595,-0.095,1.582
064.wav,-0.2327,-0.0997,1.2245,3.978,0.4959,1.9392
065.wav,-0.3969,-0.1701,1.3075,4.0067,0.4553,1.9183
066.wav,-0.2331,-0.0999,0.4273,3.4652,0.0971,1.6827
067.wav,-0.0758,-0.0325,1.3355,4.0102,0.6298,1.9889
068.wav,-0.1571,-0.0673,1.6621,4.2149,0.7525,2.0738
069.wav,-0.4441,-0.1903,0.512,3.5135,0.0339,1.6616
070.wav,-0.2271,-0.0973,0.3615,3.3743,0.0672,1.6385
071.wav,-0.0088,-0.0038,1.4064,4.1031,0.6988,2.0497
072.wav,-0.1832,-0.0785,1.0487,3.8638,0.4327,1.8926
073.wav,-0.1475,-0.0632,0.1188,3.0574,-0.0144,1.4971
074.wav,-0.2856,-0.1224,0.772,3.6568,0.2432,1.7672
075.wav,-0.385,-0.165,0.3449,3.4173,-0.0201,1.6262
076.wav,-0.0673,-0.0289,1.0857,3.7842,0.5092,1.8777
077.wav,-0.3626,-0.1554,0.8342,3.7242,0.2358,1.7844
078.wav,-0.3161,-0.1355,0.5326,3.4992,0.1082,1.6819
079.wav,-0.091,-0.039,0.8954,3.7579,0.4022,1.8594
080.wav,-0.3313,-0.142,0.327,3.4003,-0.0022,1.6291
081.wav,-0.1264,-0.0542,0.2739,3.3669,0.0737,1.6564
082.wav,-0.6141,-0.2632,0.8237,3.6821,0.1048,1.7094
083.wav,-0.2108,-0.0903,0.4042,3.4411,0.0967,1.6754
084.wav,-0.2366,-0.1014,0.2777,3.3896,0.0206,1.6441
085.wav,-0.1543,-0.0661,0.5328,3.5261,0.1893,1.73
086.wav,-0.1653,-0.0708,0.4122,3.4844,0.1235,1.7068
087.wav,-0.1659,-0.0711,-0.2234,3.4191,-0.1946,1.674
088.wav,-0.188,-0.0806,1.3776,4.0973,0.5948,2.0084
089.wav,-0.4849,-0.2078,0.597,3.5698,0.056,1.681
090.wav,-0.3397,-0.1456,0.866,3.6264,0.2631,1.7404
091.wav,-0.338,-0.1449,0.2698,3.3526,-0.0341,1.6039
092.wav,-0.2363,-0.1013,1.9017,4.4372,0.8327,2.1679
093.wav,-0.5205,-0.2231,0.8209,3.7039,0.1502,1.7404
094.wav,-0.4587,-0.1966,0.7242,3.7286,0.1327,1.766
095.wav,-0.2953,-0.1266,0.375,3.4209,0.0398,1.6472
096.wav,-0.581,-0.249,0.3736,3.4106,-0.1037,1.5808
097.wav,-0.3541,-0.1518,0.3681,3.4127,0.007,1.6305
098.wav,-0.5193,-0.2226,0.9325,3.7729,0.2066,1.7752
099.wav,-0.2828,-0.1212,0.887,3.7417,0.3021,1.8103
100.wav,-0.3322,-0.1424,0.8235,3.7197,0.2456,1.7887
101.wav,-0.0209,-0.0089,1.9093,4.4427,0.9442,2.2169
102.wav,-0.0042,-0.0018,0.7595,3.6746,0.3777,1.8364
103.wav,-0.0052,-0.0022,0.0873,3.3177,0.0411,1.6578
104.wav,-0.2407,-0.1032,0.3596,3.4164,0.0594,1.6566
105.wav,-0.1737,-0.0744,0.3122,3.3658,0.0692,1.6457
106.wav,-0.1844,-0.079,0.1827,3.2782,-0.0008,1.5996
107.wav,-0.2722,-0.1166,-0.0968,3.1329,-0.1845,1.5081
108.wav,-0.1601,-0.0686,0.3254,3.6362,0.0826,1.7838
109.wav,-0.2065,-0.0885,0.3736,3.4274,0.0836,1.6695
110.wav,-0.5196,-0.2227,0.4472,3.4681,-0.0362,1.6227
111.wav,-0.1037,-0.0445,1.3496,3.9419,0.6229,1.9487
112.wav,-0.4289,-0.1838,0.5383,3.5284,0.0547,1.6723
113.wav,-0.4557,-0.1953,0.305,3.3812,-0.0753,1.593
114.wav,-0.3949,-0.1693,1.1094,3.9454,0.3573,1.8881
115.wav,-0.2648,-0.1135,0.793,3.6975,0.2641,1.792
116.wav,-0.3219,-0.138,0.0068,2.2605,-0.1575,1.0612
117.wav,-0.2366,-0.1014,1.0502,3.8176,0.4068,1.8581
118.wav,-0.5355,-0.2295,-0.3792,3.3594,-0.4574,1.5649
119.wav,-0.1677,-0.0719,0.6426,3.6021,0.2374,1.7651
120.wav,-0.0233,-0.01,1.3285,4.0413,0.6526,2.0157
121.wav,-0.4382,-0.1878,0.7689,3.6749,0.1653,1.7435
122.wav,-0.0103,-0.0044,0.0311,3.2789,0.0104,1.6373
123.wav,-0.057,-0.0244,1.427,4.1376,0.685,2.0566
124.wav,-0.0215,-0.0092,1.4215,4.1116,0.7,2.0512
125.wav,-0.0134,-0.0057,-0.2885,3.2964,-0.151,1.6454
126.wav,-0.2571,-0.1102,0.5595,3.6281,0.1512,1.7589
127.wav,-0.2869,-0.1229,0.1914,3.2915,-0.0477,1.5843
128.wav,-0.1748,-0.0749,0.7019,3.6459,0.2635,1.7855
129.wav,-0.11,-0.0471,0.589,3.5503,0.2395,1.7516
130.wav,-0.3168,-0.1358,0.5853,3.4769,0.1342,1.6706
131.wav,-0.4194,-0.1797,0.4527,3.5794,0.0167,1.6998
132.wav,-0.2773,-0.1189,0.7342,3.6098,0.2284,1.7455
133.wav,-0.1123,-0.0481,1.301,4.0081,0.5943,1.98
134.wav,-0.4269,-0.1829,0.6858,3.6347,0.1295,1.7259
135.wav,-0.0044,-0.0019,0.6343,3.5817,0.315,1.7899
136.wav,-0.2281,-0.0978,0.6495,3.5904,0.2107,1.7463
137.wav,-0.2087,-0.0894,1.5445,4.1933,0.6679,2.0519
138.wav,-0.0544,-0.0233,0.631,3.4893,0.2883,1.733
139.wav,-0.0919,-0.0394,0.0258,3.4162,-0.033,1.6884
140.wav,-0.0644,-0.0276,0.3653,3.3704,0.1504,1.6714
141.wav,-0.2964,-0.127,1.3753,4.1076,0.5395,1.9903
142.wav,-0.4049,-0.1735,1.4909,3.974,0.543,1.9003
143.wav,-0.0615,-0.0264,-0.3662,3.3439,-0.2139,1.6588
144.wav,-0.1771,-0.0759,1.5071,4.1636,0.665,2.0439
145.wav,-0.1378,-0.0591,0.126,3.3286,-0.0059,1.6348
146.wav,-0.3964,-0.1699,0.5624,3.5653,0.083,1.6977
147.wav,-0.3735,-0.1601,1.1665,3.9321,0.3965,1.886
148.wav,-0.0204,-0.0087,1.8695,4.4068,0.9246,2.199
149.wav,-0.0235,-0.0101,0.425,3.4588,0.2008,1.7244
150.wav,-0.0215,-0.0092,1.8976,4.4346,0.9381,2.2127
151.wav,-0.0079,-0.0034,0.3699,3.4191,0.181,1.7078
152.wav,-0.0088,-0.0038,1.6457,4.2644,0.8185,2.1303
153.wav,-0.3076,-0.1318,0.9435,3.7989,0.318,1.8335
154.wav,-0.467,-0.2001,0.0066,3.1883,-0.2302,1.4941
155.wav,-0.4012,-0.172,1.2043,4.0051,0.4015,1.9166
156.wav,-0.526,-0.2254,0.3756,3.3925,-0.0752,1.5835
157.wav,-0.3537,-0.1516,0.6217,3.6065,0.134,1.7275
158.wav,-0.5831,-0.2499,0.0202,3.2869,-0.2815,1.5185
159.wav,-0.2846,-0.122,0.1521,3.7858,-0.0662,1.8319
160.wav,-0.4619,-0.198,0.0763,3.228,-0.1928,1.515
161.wav,-0.0112,-0.0048,1.5367,4.1879,0.7627,2.0916
162.wav,-0.3945,-0.1691,0.5418,3.5225,0.0736,1.6767
163.wav,-0.0085,-0.0036,1.1618,3.9493,0.5766,1.9728
164.wav,-0.0552,-0.0237,-0.0045,3.0159,-0.0299,1.4961
165.wav,-0.1138,-0.0488,0.8978,3.6761,0.392,1.8137
166.wav,-0.2227,-0.0954,0.1595,3.3752,-0.0316,1.6399
167.wav,-0.2432,-0.1042,-0.5588,3.142,-0.401,1.5189
168.wav,-0.1322,-0.0567,0.6066,3.6292,0.2372,1.7863
169.wav,-0.3798,-0.1628,0.7389,3.6711,0.1795,1.7542
170.wav,-0.2014,-0.0863,-0.1982,3.3395,-0.1998,1.6266
171.wav,-0.1797,-0.077,-0.0423,3.4401,-0.111,1.6815
172.wav,-0.4056,-0.1738,0.2027,3.2402,-0.1014,1.5332
173.wav,-0.2457,-0.1053,1.2018,3.9468,0.478,1.9207
174.wav,-0.3458,-0.1482,0.8703,3.8147,0.2622,1.8333
175.wav,-0.5473,-0.2346,1.2665,3.9745,0.3596,1.87
176.wav,-0.2102,-0.0901,0.9214,3.7822,0.3556,1.846
177.wav,-0.3076,-0.1318,0.8508,3.7275,0.2716,1.7978
178.wav,-0.0645,-0.0277,0.9395,3.8145,0.4375,1.8934
179.wav,-0.1464,-0.0628,0.6993,3.6291,0.2764,1.7832
180.wav,-0.2946,-0.1263,0.345,3.4068,0.0252,1.6403
181.wav,-0.5887,-0.2523,0.851,3.6983,0.1311,1.723
182.wav,-0.0526,-0.0225,0.133,3.282,0.0402,1.6297
183.wav,-0.1465,-0.0628,0.6745,3.7054,0.264,1.8213
184.wav,-0.2652,-0.1137,0.3221,3.4025,0.0284,1.6444
185.wav,-0.3111,-0.1333,0.5897,3.5837,0.1393,1.7252
186.wav,-0.4868,-0.2086,0.6068,3.5737,0.06,1.6825
187.wav,-0.3743,-0.1604,0.8407,3.7336,0.2332,1.7866
188.wav,-0.3672,-0.1574,0.5538,3.5187,0.0933,1.6807
189.wav,-0.4304,-0.1845,0.7219,3.644,0.1457,1.7297
190.wav,-0.0118,-0.0051,1.9063,4.4409,0.9472,2.2179
191.wav,-0.2057,-0.0882,0.7176,3.5564,0.2559,1.7341
192.wav,-0.3585,-0.1536,0.3378,3.3885,-0.0103,1.6174
193.wav,-0.265,-0.1136,0.8427,3.7319,0.2889,1.8092
194.wav,-0.2677,-0.1147,0.3143,3.3974,0.0233,1.6413
195.wav,-0.3184,-0.1365,1.7063,4.3011,0.694,2.0823
196.wav,-0.3569,-0.153,0.3103,3.3559,-0.0233,1.6015
197.wav,-0.4523,-0.1938,0.2749,3.3443,-0.0887,1.5752
198.wav,-0.0153,-0.0065,-0.3341,3.3723,-0.1747,1.6829
199.wav,-0.401,-0.1719,-0.1777,3.6158,-0.2894,1.722
200.wav,-0.1331,-0.057,1.4495,4.149,0.6582,2.046
201.wav,-0.005,-0.0021,-0.2826,3.3578,-0.1438,1.6778
202.wav,-0.0986,-0.0423,0.0872,3.5203,-0.0057,1.739
203.wav,-0.1211,-0.0519,0.0717,3.435,-0.0247,1.6916
204.wav,-0.2681,-0.1149,0.0962,3.3498,-0.0859,1.6175
205.wav,-0.4576,-0.1961,0.5133,3.5727,0.0278,1.6883
206.wav,-0.0065,-0.0028,1.7285,4.3207,0.861,2.159
207.wav,-0.0266,-0.0114,0.7595,3.6746,0.3665,1.8316
208.wav,-0.4738,-0.203,0.6135,3.5232,0.0699,1.6601
209.wav,-0.311,-0.1333,0.333,3.3929,0.011,1.6298
210.wav,-0.3296,-0.1413,1.7588,4.3195,0.7146,2.0891
211.wav,-0.3821,-0.1638,0.619,3.6995,0.1185,1.7679
212.wav,-0.4766,-0.2043,0.6115,3.5734,0.0675,1.6846
213.wav,-0.28,-0.12,-0.3021,3.3282,-0.291,1.6041
214.wav,-0.4797,-0.2056,1.0061,3.832,0.2632,1.8132
215.wav,-0.1274,-0.0546,1.6912,4.27,0.7819,2.1077
216.wav,-0.0077,-0.0033,1.1179,3.6066,0.5551,1.8017
217.wav,-0.0022,-0.0009,-0.8374,3.8625,-0.4198,1.9308
218.wav,-0.0033,-0.0014,1.8966,4.4337,0.9466,2.2162
219.wav,-0.1557,-0.0667,0.2905,3.3955,0.0674,1.6644
220.wav,-0.0981,-0.042,0.3161,3.3752,0.109,1.6666
221.wav,-0.1908,-0.0818,1.0222,3.8988,0.4157,1.9085
222.wav,-0.3556,-0.1524,0.2523,3.3923,-0.0517,1.6199
223.wav,-0.3991,-0.1711,0.4894,3.4911,0.0451,1.66
224.wav,-0.1496,-0.0641,0.2946,3.4213,0.0725,1.6786
225.wav,-0.0768,-0.0329,0.2546,3.3377,0.0889,1.6524
226.wav,-0.0027,-0.0012,1.8632,4.4134,0.9303,2.2061
