Index,Audio Path,Transcript Path
001,FleetCor Technologies Inc_20170803/CEO/001-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/001.txt
002,FleetCor Technologies Inc_20170803/CEO/002-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/002.txt
003,FleetCor Technologies Inc_20170803/CEO/003-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/003.txt
004,FleetCor Technologies Inc_20170803/CEO/004-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/004.txt
005,FleetCor Technologies Inc_20170803/CEO/005-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/005.txt
006,FleetCor Technologies Inc_20170803/CEO/006-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/006.txt
007,FleetCor Technologies Inc_20170803/CEO/007-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/007.txt
008,FleetCor Technologies Inc_20170803/CEO/008-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/008.txt
009,FleetCor Technologies Inc_20170803/CEO/009-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/009.txt
010,FleetCor Technologies Inc_20170803/CEO/010-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/010.txt
011,FleetCor Technologies Inc_20170803/CEO/011-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/011.txt
012,FleetCor Technologies Inc_20170803/CEO/012-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/012.txt
013,FleetCor Technologies Inc_20170803/CEO/013-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/013.txt
014,FleetCor Technologies Inc_20170803/CEO/014-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/014.txt
015,FleetCor Technologies Inc_20170803/CEO/015-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/015.txt
016,FleetCor Technologies Inc_20170803/CEO/016-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/016.txt
017,FleetCor Technologies Inc_20170803/CEO/017-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/017.txt
018,FleetCor Technologies Inc_20170803/CEO/018-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/018.txt
019,FleetCor Technologies Inc_20170803/CEO/019-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/019.txt
020,FleetCor Technologies Inc_20170803/CEO/020-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/020.txt
021,FleetCor Technologies Inc_20170803/CEO/021-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/021.txt
022,FleetCor Technologies Inc_20170803/CEO/022-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/022.txt
023,FleetCor Technologies Inc_20170803/CEO/023-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/023.txt
024,FleetCor Technologies Inc_20170803/CEO/024-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/024.txt
025,FleetCor Technologies Inc_20170803/CEO/025-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/025.txt
026,FleetCor Technologies Inc_20170803/CEO/026-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/026.txt
027,FleetCor Technologies Inc_20170803/CEO/027-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/027.txt
028,FleetCor Technologies Inc_20170803/CEO/028-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/028.txt
029,FleetCor Technologies Inc_20170803/CEO/029-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/029.txt
030,FleetCor Technologies Inc_20170803/CEO/030-RonaldF.Clarke.mp3,FleetCor Technologies Inc_20170803/sent_token/030.txt
