filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.003,-0.0013,1.9128,4.4448,0.9549,2.2218
002.wav,-0.0686,-0.0294,1.5906,4.2324,0.761,2.1015
003.wav,-0.2649,-0.1135,1.2842,3.9822,0.5096,1.9343
004.wav,-0.1395,-0.0598,0.6906,3.6215,0.2756,1.7809
005.wav,-0.0878,-0.0376,0.7273,3.661,0.3197,1.8117
006.wav,-0.028,-0.012,-0.6684,3.5332,-0.3482,1.7606
007.wav,-0.1263,-0.0541,0.2683,3.3828,0.071,1.6643
008.wav,-0.0383,-0.0164,0.6974,3.5957,0.3296,1.7896
009.wav,-0.1894,-0.0812,0.6415,3.6232,0.2261,1.771
010.wav,-0.1936,-0.083,0.7375,3.6442,0.2719,1.7806
011.wav,-0.0544,-0.0233,0.3077,3.3811,0.1267,1.6789
012.wav,-0.0385,-0.0165,0.2481,3.3534,0.1048,1.6684
013.wav,-0.0765,-0.0328,0.2922,3.3695,0.1078,1.6684
014.wav,-0.0549,-0.0235,0.9832,3.8048,0.4641,1.8906
015.wav,-0.0532,-0.0228,0.2028,3.4141,0.0748,1.6956
016.wav,-0.0842,-0.0361,0.9378,3.7858,0.4268,1.8748
017.wav,-0.0741,-0.0318,0.6417,3.5701,0.2838,1.7692
018.wav,-0.4032,-0.1728,0.0608,3.3334,-0.1712,1.5803
019.wav,-0.0738,-0.0316,1.3241,4.0625,0.6252,2.0154
020.wav,-0.1136,-0.0487,0.492,3.6139,0.1892,1.7826
021.wav,-0.0898,-0.0385,0.5562,3.5516,0.2332,1.7565
022.wav,-0.0505,-0.0216,0.517,3.6631,0.2333,1.8207
023.wav,-0.1028,-0.044,0.8405,3.5521,0.3689,1.754
024.wav,-0.1482,-0.0635,0.5892,3.628,0.2205,1.7822
025.wav,-0.1282,-0.0549,0.3524,3.4396,0.1121,1.6923
026.wav,-0.074,-0.0317,0.7441,3.6974,0.335,1.8328
027.wav,-0.2093,-0.0897,0.5382,3.5355,0.1644,1.7229
028.wav,-0.0345,-0.0148,1.0101,3.7348,0.4878,1.86
029.wav,-0.1205,-0.0516,0.5877,3.5576,0.2336,1.753
030.wav,-0.1023,-0.0438,0.8679,3.7505,0.3828,1.8533
031.wav,-0.0271,-0.0116,1.6386,4.278,0.8057,2.1332
032.wav,-0.037,-0.0158,0.2452,3.2175,0.1041,1.6008
033.wav,-0.0891,-0.0382,0.2357,3.3422,0.0733,1.652
034.wav,-0.3366,-0.1443,1.262,3.9968,0.4627,1.9263
035.wav,-0.2831,-0.1213,-0.0379,3.3278,-0.1605,1.6032
036.wav,-0.0297,-0.0127,0.021,3.6434,-0.0044,1.8153
037.wav,-0.1857,-0.0796,0.5724,3.5647,0.1934,1.7426
038.wav,-0.1093,-0.0468,0.277,3.3691,0.0839,1.6611
039.wav,-0.014,-0.006,0.4725,3.463,0.2292,1.7285
040.wav,-0.1487,-0.0637,0.8247,3.7518,0.338,1.8441
041.wav,-0.0807,-0.0346,0.3309,3.4707,0.1251,1.7181
042.wav,-0.0758,-0.0325,0.0792,3.245,0.0017,1.6063
043.wav,-0.0261,-0.0112,0.5145,3.5186,0.2442,1.7537
044.wav,-0.1579,-0.0677,0.4637,3.4008,0.1529,1.6666
045.wav,-0.1158,-0.0496,0.0769,3.2565,-0.0194,1.6034
046.wav,-0.1316,-0.0564,0.2481,3.3534,0.0583,1.6485
047.wav,-0.1314,-0.0563,0.6062,3.5745,0.2374,1.7591
048.wav,-0.2496,-0.107,0.7977,3.7008,0.2741,1.7969
049.wav,-0.03,-0.0129,0.8548,3.7575,0.4124,1.8723
050.wav,-0.0623,-0.0267,0.6631,3.5707,0.3004,1.772
051.wav,-0.0284,-0.0122,1.7799,4.3403,0.8757,2.1641
052.wav,-0.0589,-0.0253,1.3067,4.047,0.6239,2.0108
053.wav,-0.045,-0.0193,0.0659,3.2636,0.0105,1.6222
054.wav,-0.0822,-0.0352,1.043,3.8779,0.4804,1.9213
055.wav,-0.3039,-0.1302,0.2218,3.3318,-0.0411,1.6008
056.wav,-0.0296,-0.0127,0.0717,3.8471,0.021,1.9172
057.wav,-0.1885,-0.0808,0.003,3.2714,-0.0927,1.5953
058.wav,-0.049,-0.021,0.4653,3.4905,0.2081,1.7347
059.wav,-0.1132,-0.0485,0.2876,3.3953,0.0872,1.6734
060.wav,-0.0441,-0.0189,0.8834,3.8333,0.4197,1.9072
061.wav,-0.0397,-0.017,0.4815,3.4621,0.2209,1.7226
062.wav,-0.0954,-0.0409,0.5582,3.615,0.2314,1.7871
063.wav,-0.0468,-0.0201,0.4173,3.6027,0.1852,1.7913
064.wav,-0.0634,-0.0272,0.1098,3.756,0.0232,1.8644
065.wav,-0.1574,-0.0675,0.7754,3.6711,0.309,1.8018
066.wav,-0.0714,-0.0306,0.7614,3.687,0.345,1.8282
067.wav,-0.0074,-0.0032,0.6521,3.6113,0.3224,1.8041
068.wav,-0.025,-0.0107,0.8582,3.7281,0.4166,1.8587
069.wav,-0.0558,-0.0239,-0.506,3.2354,-0.2809,1.6057
070.wav,-0.1724,-0.0739,1.559,4.126,0.6933,2.026
