Index,Audio Path,Transcript Path
001,American Express Co_20170719/CEO/001-JeffCampbell.mp3,American Express Co_20170719/sent_token/001.txt
002,American Express Co_20170719/CEO/002-JeffCampbell.mp3,American Express Co_20170719/sent_token/002.txt
003,American Express Co_20170719/CEO/003-JeffCampbell.mp3,American Express Co_20170719/sent_token/003.txt
004,American Express Co_20170719/CEO/004-JeffCampbell.mp3,American Express Co_20170719/sent_token/004.txt
005,American Express Co_20170719/CEO/005-JeffCampbell.mp3,American Express Co_20170719/sent_token/005.txt
006,American Express Co_20170719/CEO/006-JeffCampbell.mp3,American Express Co_20170719/sent_token/006.txt
007,American Express Co_20170719/CEO/007-JeffCampbell.mp3,American Express Co_20170719/sent_token/007.txt
008,American Express Co_20170719/CEO/008-JeffCampbell.mp3,American Express Co_20170719/sent_token/008.txt
009,American Express Co_20170719/CEO/009-JeffCampbell.mp3,American Express Co_20170719/sent_token/009.txt
010,American Express Co_20170719/CEO/010-JeffCampbell.mp3,American Express Co_20170719/sent_token/010.txt
011,American Express Co_20170719/CEO/011-JeffCampbell.mp3,American Express Co_20170719/sent_token/011.txt
012,American Express Co_20170719/CEO/012-JeffCampbell.mp3,American Express Co_20170719/sent_token/012.txt
013,American Express Co_20170719/CEO/013-JeffCampbell.mp3,American Express Co_20170719/sent_token/013.txt
014,American Express Co_20170719/CEO/014-JeffCampbell.mp3,American Express Co_20170719/sent_token/014.txt
015,American Express Co_20170719/CEO/015-JeffCampbell.mp3,American Express Co_20170719/sent_token/015.txt
016,American Express Co_20170719/CEO/016-JeffCampbell.mp3,American Express Co_20170719/sent_token/016.txt
017,American Express Co_20170719/CEO/017-JeffCampbell.mp3,American Express Co_20170719/sent_token/017.txt
018,American Express Co_20170719/CEO/018-JeffCampbell.mp3,American Express Co_20170719/sent_token/018.txt
019,American Express Co_20170719/CEO/019-JeffCampbell.mp3,American Express Co_20170719/sent_token/019.txt
020,American Express Co_20170719/CEO/020-JeffCampbell.mp3,American Express Co_20170719/sent_token/020.txt
021,American Express Co_20170719/CEO/021-JeffCampbell.mp3,American Express Co_20170719/sent_token/021.txt
022,American Express Co_20170719/CEO/022-JeffCampbell.mp3,American Express Co_20170719/sent_token/022.txt
023,American Express Co_20170719/CEO/023-JeffCampbell.mp3,American Express Co_20170719/sent_token/023.txt
024,American Express Co_20170719/CEO/024-JeffCampbell.mp3,American Express Co_20170719/sent_token/024.txt
025,American Express Co_20170719/CEO/025-JeffCampbell.mp3,American Express Co_20170719/sent_token/025.txt
026,American Express Co_20170719/CEO/026-JeffCampbell.mp3,American Express Co_20170719/sent_token/026.txt
027,American Express Co_20170719/CEO/027-JeffCampbell.mp3,American Express Co_20170719/sent_token/027.txt
028,American Express Co_20170719/CEO/028-JeffCampbell.mp3,American Express Co_20170719/sent_token/028.txt
029,American Express Co_20170719/CEO/029-JeffCampbell.mp3,American Express Co_20170719/sent_token/029.txt
030,American Express Co_20170719/CEO/030-JeffCampbell.mp3,American Express Co_20170719/sent_token/030.txt
031,American Express Co_20170719/CEO/031-JeffCampbell.mp3,American Express Co_20170719/sent_token/031.txt
032,American Express Co_20170719/CEO/032-JeffCampbell.mp3,American Express Co_20170719/sent_token/032.txt
033,American Express Co_20170719/CEO/033-JeffCampbell.mp3,American Express Co_20170719/sent_token/033.txt
034,American Express Co_20170719/CEO/034-JeffCampbell.mp3,American Express Co_20170719/sent_token/034.txt
035,American Express Co_20170719/CEO/035-JeffCampbell.mp3,American Express Co_20170719/sent_token/035.txt
036,American Express Co_20170719/CEO/036-JeffCampbell.mp3,American Express Co_20170719/sent_token/036.txt
037,American Express Co_20170719/CEO/037-JeffCampbell.mp3,American Express Co_20170719/sent_token/037.txt
038,American Express Co_20170719/CEO/038-JeffCampbell.mp3,American Express Co_20170719/sent_token/038.txt
039,American Express Co_20170719/CEO/039-JeffCampbell.mp3,American Express Co_20170719/sent_token/039.txt
040,American Express Co_20170719/CEO/040-JeffCampbell.mp3,American Express Co_20170719/sent_token/040.txt
041,American Express Co_20170719/CEO/041-JeffCampbell.mp3,American Express Co_20170719/sent_token/041.txt
