filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0175,-0.0075,1.9146,4.4457,0.9486,2.2191
002.wav,-0.1085,-0.0465,0.386,3.5048,0.1388,1.7291
003.wav,-0.1232,-0.0528,0.1829,3.3026,0.0299,1.6249
004.wav,-0.3555,-0.1524,1.0429,3.8404,0.3437,1.844
005.wav,-0.115,-0.0493,1.7045,4.2922,0.7948,2.1215
006.wav,-0.233,-0.0999,0.345,3.4126,0.056,1.6564
007.wav,-0.1906,-0.0817,1.2181,3.9688,0.5137,1.9435
008.wav,-0.0607,-0.026,0.35,3.3672,0.1447,1.6706
009.wav,-0.1209,-0.0518,0.3179,3.3855,0.0985,1.6669
010.wav,-0.1739,-0.0745,0.9764,3.766,0.4012,1.8457
011.wav,-0.3423,-0.1467,0.8484,3.7102,0.2531,1.7817
012.wav,-0.1022,-0.0438,0.0415,3.3939,-0.0303,1.6751
013.wav,-0.0819,-0.0351,0.4012,3.2677,0.1597,1.6163
014.wav,-0.2026,-0.0868,1.7373,4.3269,0.7673,2.12
015.wav,-0.1959,-0.084,1.5685,4.1994,0.6863,2.0577
016.wav,-0.2098,-0.0899,0.647,3.5804,0.2186,1.7452
017.wav,-0.2886,-0.1237,0.5333,3.4067,0.1224,1.6415
018.wav,-0.0288,-0.0123,0.4619,3.4649,0.2165,1.7263
019.wav,-0.1232,-0.0528,1.1058,3.9096,0.4913,1.9284
020.wav,-0.0735,-0.0315,0.3196,3.3744,0.123,1.6714
021.wav,-0.0617,-0.0264,0.588,3.5316,0.2631,1.7526
022.wav,-0.0534,-0.0229,1.3294,3.9584,0.638,1.9677
023.wav,-0.1103,-0.0473,1.0577,3.8543,0.4737,1.9035
024.wav,-0.1288,-0.0552,0.5199,3.4993,0.1955,1.7221
025.wav,-0.1833,-0.0785,0.2803,3.3895,0.0485,1.6555
026.wav,-0.1512,-0.0648,0.4036,3.4365,0.1262,1.6859
027.wav,-0.0539,-0.0231,0.6908,3.5922,0.3184,1.7845
028.wav,-0.2732,-0.1171,0.4853,3.5055,0.1061,1.6942
029.wav,-0.1876,-0.0804,0.6761,3.5481,0.2442,1.7339
030.wav,-0.2128,-0.0912,-0.1844,2.8446,-0.1986,1.3767
031.wav,-0.2214,-0.0949,0.5806,3.5712,0.1796,1.7382
032.wav,-0.276,-0.1183,1.4447,4.0889,0.5844,1.9853
033.wav,-0.2744,-0.1176,1.0456,3.8472,0.3856,1.8648
034.wav,-0.5168,-0.2215,0.2637,3.3565,-0.1266,1.5675
035.wav,-0.0949,-0.0407,1.1979,4.0006,0.5515,1.98
036.wav,-0.0945,-0.0405,0.2194,3.3431,0.0625,1.6513
037.wav,-0.2184,-0.0936,1.1083,3.954,0.4449,1.9302
038.wav,-0.0215,-0.0092,1.162,3.9278,0.5703,1.9593
039.wav,-0.1418,-0.0608,0.1902,3.2089,0.0242,1.574
040.wav,-0.0848,-0.0363,0.2093,3.3475,0.0622,1.6556
041.wav,-0.0601,-0.0258,1.5581,4.1901,0.749,2.0822
042.wav,-0.0729,-0.0313,1.6003,4.2164,0.7637,2.0926
043.wav,-0.1583,-0.0678,1.3433,4.0435,0.5925,1.9878
044.wav,-0.0738,-0.0316,0.7423,3.638,0.3342,1.8032
045.wav,-0.0488,-0.0209,0.2566,3.3642,0.1039,1.6716
046.wav,-0.3475,-0.1489,0.2773,3.3589,-0.0351,1.605
047.wav,-0.2718,-0.1165,1.3717,4.0707,0.5499,1.9771
048.wav,-0.1843,-0.079,0.3269,3.4021,0.0713,1.6615
049.wav,-0.2359,-0.1011,0.7084,3.7156,0.2363,1.8072
050.wav,-0.087,-0.0373,0.7744,3.6096,0.3437,1.7862
051.wav,-0.4311,-0.1847,0.351,3.4262,-0.0401,1.6207
052.wav,-0.1171,-0.0502,1.2821,3.9826,0.5825,1.9662
053.wav,-0.0043,-0.0018,0.601,3.5937,0.2984,1.7959
054.wav,-0.0647,-0.0277,1.5499,4.2017,0.7426,2.087
055.wav,-0.2541,-0.1089,0.2685,3.3606,0.0072,1.6259
056.wav,-0.0333,-0.0143,0.8166,3.6939,0.3917,1.8398
057.wav,-0.0605,-0.0259,0.1991,3.3429,0.0693,1.6585
058.wav,-0.2331,-0.0999,0.2789,3.3746,0.0229,1.6373
059.wav,-0.1272,-0.0545,0.5543,3.5212,0.2136,1.7333
060.wav,-0.3197,-0.137,0.3035,3.3882,-0.0081,1.6256
061.wav,-0.3813,-0.1634,1.57,4.2067,0.5944,2.0216
062.wav,-0.0927,-0.0397,0.987,3.8125,0.4472,1.8864
063.wav,-0.0754,-0.0323,0.327,3.3957,0.1258,1.6817
064.wav,-0.1925,-0.0825,0.3499,3.3987,0.0787,1.6581
065.wav,-0.1437,-0.0616,0.2826,3.3523,0.0695,1.6454
066.wav,-0.0634,-0.0272,0.1975,3.2754,0.0671,1.6241
067.wav,-0.1236,-0.053,0.395,3.4496,0.1357,1.6983
068.wav,-0.0964,-0.0413,0.3402,3.4502,0.1219,1.7044
069.wav,-0.2978,-0.1276,1.0813,3.8866,0.3918,1.8795
070.wav,-0.1651,-0.0708,0.6281,3.311,0.2315,1.6201
071.wav,-0.0623,-0.0267,1.1466,3.816,0.5421,1.8947
072.wav,-0.2148,-0.092,0.5261,3.6745,0.1557,1.7912
073.wav,-0.0571,-0.0245,0.8987,3.6015,0.4208,1.7885
074.wav,-0.1202,-0.0515,0.2588,3.3698,0.0693,1.6592
075.wav,-0.2616,-0.1121,1.3955,4.0427,0.5669,1.9653
076.wav,-0.02,-0.0086,0.5438,3.5452,0.2619,1.7683
077.wav,-0.0048,-0.0021,0.357,3.464,0.1761,1.731
078.wav,-0.1152,-0.0494,1.0528,3.7455,0.4688,1.848
079.wav,-0.1615,-0.0692,0.3844,3.5433,0.1115,1.737
080.wav,-0.0058,-0.0025,0.8096,3.7092,0.4019,1.8534
081.wav,-0.2395,-0.1026,0.3105,3.4005,0.0355,1.6489
082.wav,-0.1368,-0.0586,0.1719,3.5424,0.0176,1.7419
083.wav,-0.0498,-0.0214,1.2929,4.0289,0.6216,2.0038
084.wav,-0.0417,-0.0179,0.1863,3.4235,0.0723,1.7028
