Index,Audio Path,Transcript Path
001,AES Corp_20171102/CEO/001-AndrВsGluski.mp3,AES Corp_20171102/sent_token/001.txt
002,AES Corp_20171102/CEO/002-AndrВsGluski.mp3,AES Corp_20171102/sent_token/002.txt
003,AES Corp_20171102/CEO/003-AndrВsGluski.mp3,AES Corp_20171102/sent_token/003.txt
004,AES Corp_20171102/CEO/004-AndrВsGluski.mp3,AES Corp_20171102/sent_token/004.txt
005,AES Corp_20171102/CEO/005-AndrВsGluski.mp3,AES Corp_20171102/sent_token/005.txt
006,AES Corp_20171102/CEO/006-AndrВsGluski.mp3,AES Corp_20171102/sent_token/006.txt
007,AES Corp_20171102/CEO/007-AndrВsGluski.mp3,AES Corp_20171102/sent_token/007.txt
008,AES Corp_20171102/CEO/008-AndrВsGluski.mp3,AES Corp_20171102/sent_token/008.txt
009,AES Corp_20171102/CEO/009-AndrВsGluski.mp3,AES Corp_20171102/sent_token/009.txt
010,AES Corp_20171102/CEO/010-AndrВsGluski.mp3,AES Corp_20171102/sent_token/010.txt
011,AES Corp_20171102/CEO/011-AndrВsGluski.mp3,AES Corp_20171102/sent_token/011.txt
012,AES Corp_20171102/CEO/012-AndrВsGluski.mp3,AES Corp_20171102/sent_token/012.txt
013,AES Corp_20171102/CEO/013-AndrВsGluski.mp3,AES Corp_20171102/sent_token/013.txt
014,AES Corp_20171102/CEO/014-AndrВsGluski.mp3,AES Corp_20171102/sent_token/014.txt
015,AES Corp_20171102/CEO/015-AndrВsGluski.mp3,AES Corp_20171102/sent_token/015.txt
016,AES Corp_20171102/CEO/016-AndrВsGluski.mp3,AES Corp_20171102/sent_token/016.txt
017,AES Corp_20171102/CEO/017-AndrВsGluski.mp3,AES Corp_20171102/sent_token/017.txt
018,AES Corp_20171102/CEO/018-AndrВsGluski.mp3,AES Corp_20171102/sent_token/018.txt
019,AES Corp_20171102/CEO/019-AndrВsGluski.mp3,AES Corp_20171102/sent_token/019.txt
020,AES Corp_20171102/CEO/020-AndrВsGluski.mp3,AES Corp_20171102/sent_token/020.txt
021,AES Corp_20171102/CEO/021-AndrВsGluski.mp3,AES Corp_20171102/sent_token/021.txt
022,AES Corp_20171102/CEO/022-AndrВsGluski.mp3,AES Corp_20171102/sent_token/022.txt
