topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",8
-1,Outlier,Negative (Low/Med arousal),21
-1,Outlier,Neutral,46
-1,Outlier,Positive (Low/Mid arousal),4
0,"national basis, right level, clinical health, good results, good benefits, fair way, best decision, charitable contribution, appropriate thing, right time","Excited (Positive, High arousal)",13
0,"national basis, right level, clinical health, good results, good benefits, fair way, best decision, charitable contribution, appropriate thing, right time",Negative (Low/Med arousal),3
0,"national basis, right level, clinical health, good results, good benefits, fair way, best decision, charitable contribution, appropriate thing, right time",Neutral,10
0,"national basis, right level, clinical health, good results, good benefits, fair way, best decision, charitable contribution, appropriate thing, right time",Positive (Low/Mid arousal),1
1,"enhanced productivity, , , , , , , , , ","Excited (Positive, High arousal)",4
1,"enhanced productivity, , , , , , , , , ",Negative (Low/Med arousal),2
1,"enhanced productivity, , , , , , , , , ",Neutral,10
1,"enhanced productivity, , , , , , , , , ",Positive (Low/Mid arousal),4
2,"prior period, successful plan, medical claims, medical cost, medical utilization, faster pace, incremental dollars, higher compensation, meaningful portion, lower mail","Excited (Positive, High arousal)",1
2,"prior period, successful plan, medical claims, medical cost, medical utilization, faster pace, incremental dollars, higher compensation, meaningful portion, lower mail",Negative (Low/Med arousal),9
2,"prior period, successful plan, medical claims, medical cost, medical utilization, faster pace, incremental dollars, higher compensation, meaningful portion, lower mail",Neutral,4
3,"usual cost, tax target, tax guidance, tax earnings, previous guidance, previous expectation, consolidated operating, open enrollment, tax income, financial performance",Negative (Low/Med arousal),1
3,"usual cost, tax target, tax guidance, tax earnings, previous guidance, previous expectation, consolidated operating, open enrollment, tax income, financial performance",Neutral,7
3,"usual cost, tax target, tax guidance, tax earnings, previous guidance, previous expectation, consolidated operating, open enrollment, tax income, financial performance",Positive (Low/Mid arousal),3
4,", , , , , , , , , ","Excited (Positive, High arousal)",2
4,", , , , , , , , , ",Negative (Low/Med arousal),2
4,", , , , , , , , , ",Neutral,6
4,", , , , , , , , , ",Positive (Low/Mid arousal),1
