filename_x,topic_id,topic_keywords,file_id,filename_y,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.txt,-1,Outlier,001,001.wav,-0.0278,-0.0119,1.9146,4.4457,0.8311647251369877,0.9875502008032128,0.6624266653800295,0.9751004016064256,0.999902784893946,1.0,"Excited (Positive, High arousal)"
002.txt,-1,Outlier,002,002.wav,-0.0155,-0.0066,0.5107,3.6061,0.3745087498483978,0.6940119146246606,0.720189075787317,0.9963855421686748,0.0288284239094786,0.3916382870806463,Positive (Low/Mid arousal)
003.txt,-1,Outlier,003,003.wav,-0.182,-0.078,0.8099,3.7068,0.1306422557825565,0.5871212842093683,-0.5322902603970373,0.7096385542168674,0.7935747719621503,0.4646040142018692,Neutral
004.txt,-1,Outlier,004,004.wav,-0.3252,-0.1394,0.2438,3.3475,-0.8379570301251955,0.3336563848321334,-0.9549000438165316,0.4630522088353414,-0.7210140164338597,0.2042605608289255,Negative (Low/Med arousal)
005.txt,-1,Outlier,005,005.wav,-0.2309,-0.099,0.4809,3.2605,-0.4257162589474008,0.3832614277121529,-0.77561893734217,0.6253012048192771,-0.0758135805526316,0.1412216506050286,Negative (Low/Med arousal)
006.txt,-1,Outlier,006,006.wav,-0.0871,-0.0373,0.3564,3.4503,-0.1081722856657378,0.5759201431477667,0.2565409722204876,0.8730923694779117,-0.4728855435519634,0.2787479168176218,Neutral
007.txt,-1,Outlier,007,007.wav,-0.2243,-0.0961,0.5025,3.5129,-0.3753954689229572,0.4805273699682434,-0.7507909378459144,0.6369477911646586,0.0,0.3241069487718281,Negative (Low/Med arousal)
008.txt,-1,Outlier,008,008.wav,-0.2613,-0.112,0.5943,3.6579,-0.2759049821365386,0.5011320843114506,-0.8638709887545336,0.5730923694779116,0.3120610244814565,0.4291717991449895,Neutral
009.txt,-1,Outlier,009,009.wav,-0.0685,-0.0294,0.4883,3.5566,0.1777647159172821,0.6302952990136038,0.4054241950763931,0.9048192771084336,-0.0498947632418288,0.3557713209187739,Neutral
010.txt,-1,Outlier,010,010.wav,-0.0861,-0.0369,0.5611,3.5268,0.2340757821921163,0.6044387389424375,0.264945104222816,0.874698795180723,0.2032064601614166,0.3341786827041519,Neutral
011.txt,-1,Outlier,011,011.wav,-0.0479,-0.0205,1.1244,3.9111,0.7616819394369632,0.7765995072238814,0.5482519509477127,0.940562248995984,0.9751119279262136,0.6126367654517786,"Excited (Positive, High arousal)"
012.txt,-1,Outlier,012,012.wav,-0.5784,-0.2479,0.1996,3.3053,-0.8935811092721682,0.1004961516961257,-0.9995204412779164,0.027309236947791,-0.7876417772664197,0.1736830664444605,Negative (Low/Med arousal)
013.txt,-1,Outlier,013,013.wav,-0.366,-0.1569,0.3539,3.4076,-0.7289088436169842,0.3202896070915063,-0.9781349695757854,0.3927710843373493,-0.479682717658183,0.2478081298456633,Negative (Low/Med arousal)
014.txt,-1,Outlier,014,014.wav,-0.2085,-0.0894,0.5503,3.498,-0.2575877626978258,0.4885830256756321,-0.6817051795741199,0.663855421686747,0.1665296541784683,0.3133106296645171,Neutral
015.txt,-1,Outlier,015,015.wav,-0.2544,-0.109,0.6024,3.3984,-0.2548359104662642,0.413141254242388,-0.8472103324434068,0.585140562248996,0.3375385115108784,0.24114194623578,Neutral
016.txt,-1,Outlier,016,016.wav,-0.3652,-0.1565,0.2646,3.3549,-0.8309144128096622,0.3020000005819962,-0.9778207464895672,0.3943775100401606,-0.6840080791297569,0.2096224911238317,Negative (Low/Med arousal)
017.txt,-1,Outlier,017,017.wav,-0.0862,-0.0369,0.2286,3.3567,-0.2407986376974498,0.5428127698097659,0.2641064759294994,0.874698795180723,-0.745703751324399,0.2109267444388088,Neutral
