topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",4
-1,Outlier,Negative (Low/Med arousal),6
-1,Outlier,Neutral,4
-1,Outlier,Positive (Low/Mid arousal),2
0,"new content, strong start, robust content, strategic pillar, remastered collection, next game, new opportunity, new growth, loyal audience, live ops","Excited (Positive, High arousal)",5
0,"new content, strong start, robust content, strategic pillar, remastered collection, next game, new opportunity, new growth, loyal audience, live ops",Negative (Low/Med arousal),5
0,"new content, strong start, robust content, strategic pillar, remastered collection, next game, new opportunity, new growth, loyal audience, live ops",Neutral,13
0,"new content, strong start, robust content, strategic pillar, remastered collection, next game, new opportunity, new growth, loyal audience, live ops",Positive (Low/Mid arousal),2
1,"active users, strong engagement, new content, virtuous cycle, terrific performance, seasonal events, powerful progression, overall performance, seasonal event, prior expansion","Excited (Positive, High arousal)",1
1,"active users, strong engagement, new content, virtuous cycle, terrific performance, seasonal events, powerful progression, overall performance, seasonal event, prior expansion",Negative (Low/Med arousal),4
1,"active users, strong engagement, new content, virtuous cycle, terrific performance, seasonal events, powerful progression, overall performance, seasonal event, prior expansion",Neutral,9
1,"active users, strong engagement, new content, virtuous cycle, terrific performance, seasonal events, powerful progression, overall performance, seasonal event, prior expansion",Positive (Low/Mid arousal),4
