topic_id,topic_keywords,emotion_label,count
-1,Outlier,Neutral,1
-1,Outlier,Positive (Low/Mid arousal),1
0,"organic growth, single digit, single digits, adjusted earnings, electric vehicles, organic basis, organic revenue, industrial equipment, global auto, strong growth","Excited (Positive, High arousal)",16
0,"organic growth, single digit, single digits, adjusted earnings, electric vehicles, organic basis, organic revenue, industrial equipment, global auto, strong growth",Negative (Low/Med arousal),52
0,"organic growth, single digit, single digits, adjusted earnings, electric vehicles, organic basis, organic revenue, industrial equipment, global auto, strong growth",Neutral,105
0,"organic growth, single digit, single digits, adjusted earnings, electric vehicles, organic basis, organic revenue, industrial equipment, global auto, strong growth",Positive (Low/Mid arousal),15
1,"great question, full guidance, formal guidance, , , , , , , ","Excited (Positive, High arousal)",18
1,"great question, full guidance, formal guidance, , , , , , , ",Negative (Low/Med arousal),2
1,"great question, full guidance, formal guidance, , , , , , , ",Neutral,15
1,"great question, full guidance, formal guidance, , , , , , , ",Positive (Low/Mid arousal),1
