topic_id,topic_keywords,emotion_label,count
-1,Outlier,Negative (Low/Med arousal),2
-1,Outlier,Neutral,7
-1,Outlier,Positive (Low/Mid arousal),3
0,"total revenues, gross margin, total revenue, total cloud, high end, stable software, high growth, higher tax, quarterly dividend, new revenue","Excited (Positive, High arousal)",2
0,"total revenues, gross margin, total revenue, total cloud, high end, stable software, high growth, higher tax, quarterly dividend, new revenue",Negative (Low/Med arousal),17
0,"total revenues, gross margin, total revenue, total cloud, high end, stable software, high growth, higher tax, quarterly dividend, new revenue",Neutral,25
0,"total revenues, gross margin, total revenue, total cloud, high end, stable software, high growth, higher tax, quarterly dividend, new revenue",Positive (Low/Mid arousal),12
1,"autonomous database, unlimited agreements, additional licenses, upfront licenses, unlimited amount, unlimited license, strong increase, new licenses, , ",Negative (Low/Med arousal),8
1,"autonomous database, unlimited agreements, additional licenses, upfront licenses, unlimited amount, unlimited license, strong increase, new licenses, , ",Neutral,16
1,"autonomous database, unlimited agreements, additional licenses, upfront licenses, unlimited amount, unlimited license, strong increase, new licenses, , ",Positive (Low/Mid arousal),4
2,", , , , , , , , , ","Excited (Positive, High arousal)",6
2,", , , , , , , , , ",Negative (Low/Med arousal),3
2,", , , , , , , , , ",Neutral,9
2,", , , , , , , , , ",Positive (Low/Mid arousal),4
