topic_id,topic_keywords,emotion_label,count
-1,Outlier,Neutral,1
0,"heavy industries, organic growth, double digits, macro outlook, continued growth, significant contributor, sized chunks, strong performance, tangible bite, unusual surge","Excited (Positive, High arousal)",26
0,"heavy industries, organic growth, double digits, macro outlook, continued growth, significant contributor, sized chunks, strong performance, tangible bite, unusual surge",Negative (Low/Med arousal),34
0,"heavy industries, organic growth, double digits, macro outlook, continued growth, significant contributor, sized chunks, strong performance, tangible bite, unusual surge",Neutral,54
1,"overall business, additional comments, additional accomplishments, , , , , , , ","Excited (Positive, High arousal)",22
1,"overall business, additional comments, additional accomplishments, , , , , , , ",Negative (Low/Med arousal),3
1,"overall business, additional comments, additional accomplishments, , , , , , , ",Neutral,16
2,"primary process, wet end, single control, intelligent motor, dry end, deliberate way, continuous process, common platform, basic process, available areas","Excited (Positive, High arousal)",1
2,"primary process, wet end, single control, intelligent motor, dry end, deliberate way, continuous process, common platform, basic process, available areas",Negative (Low/Med arousal),7
2,"primary process, wet end, single control, intelligent motor, dry end, deliberate way, continuous process, common platform, basic process, available areas",Neutral,4
