topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",10
-1,Outlier,Negative (Low/Med arousal),14
-1,Outlier,Neutral,41
-1,Outlier,Positive (Low/Mid arousal),1
0,"good progress, multiple quarters, incremental capacity, full portfolio, financial results, , , , , ","Excited (Positive, High arousal)",3
0,"good progress, multiple quarters, incremental capacity, full portfolio, financial results, , , , , ",Negative (Low/Med arousal),9
0,"good progress, multiple quarters, incremental capacity, full portfolio, financial results, , , , , ",Neutral,17
1,"white space, stronger peak, solid vol, solid share, solid performance, solid operating, solid growth, new product, healthy velocity, difficult price","Excited (Positive, High arousal)",3
1,"white space, stronger peak, solid vol, solid share, solid performance, solid operating, solid growth, new product, healthy velocity, difficult price",Negative (Low/Med arousal),6
1,"white space, stronger peak, solid vol, solid share, solid performance, solid operating, solid growth, new product, healthy velocity, difficult price",Neutral,14
2,"net revenue, negative impact, unprecedented malware, annual basis, , , , , , ","Excited (Positive, High arousal)",2
2,"net revenue, negative impact, unprecedented malware, annual basis, , , , , , ",Negative (Low/Med arousal),6
2,"net revenue, negative impact, unprecedented malware, annual basis, , , , , , ",Neutral,7
2,"net revenue, negative impact, unprecedented malware, annual basis, , , , , , ",Positive (Low/Mid arousal),4
3,"solid results, strong results, solid trends, soft category, small decline, significant change, overall category, economic weakness, economic conditions, ","Excited (Positive, High arousal)",5
3,"solid results, strong results, solid trends, soft category, small decline, significant change, overall category, economic weakness, economic conditions, ",Negative (Low/Med arousal),1
3,"solid results, strong results, solid trends, soft category, small decline, significant change, overall category, economic weakness, economic conditions, ",Neutral,11
3,"solid results, strong results, solid trends, soft category, small decline, significant change, overall category, economic weakness, economic conditions, ",Positive (Low/Mid arousal),1
4,"real drivers, easier compares, , , , , , , , ","Excited (Positive, High arousal)",6
4,"real drivers, easier compares, , , , , , , , ",Neutral,8
5,"gross margins, gross margin, overhead management, unfavorable mix, overhead costs, key enabler, higher input, key element, better pricing, net productivity","Excited (Positive, High arousal)",2
5,"gross margins, gross margin, overhead management, unfavorable mix, overhead costs, key enabler, higher input, key element, better pricing, net productivity",Negative (Low/Med arousal),6
5,"gross margins, gross margin, overhead management, unfavorable mix, overhead costs, key enabler, higher input, key element, better pricing, net productivity",Neutral,6
