filename_x,topic_id,topic_keywords,file_id,filename_y,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.txt,-1,Outlier,001,001.wav,-0.0088,-0.0038,0.7015,3.6537,0.6666608450338489,0.753484160440228,0.6316688707885014,0.9836218998596162,0.7016528192791964,0.5233464210208397,"Excited (Positive, High arousal)"
002.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",002,002.wav,-0.041,-0.0176,0.0843,3.236,-0.3919020582987682,0.5950406657690287,0.0202319615745344,0.9190453907346748,-0.8040360781720708,0.2710359408033827,Negative (Low/Med arousal)
003.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",003,003.wav,-0.0184,-0.0079,1.0788,3.7626,0.7267293220182236,0.776781638663651,0.4841196505486391,0.9644361254094526,0.969338993487808,0.5891271519178495,"Excited (Positive, High arousal)"
004.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",004,004.wav,-0.2022,-0.0867,0.2879,3.3458,-0.71291976820811,0.4665276067480853,-0.9985199080365408,0.5956948993916705,-0.4273196283796791,0.3373603141045002,Negative (Low/Med arousal)
005.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",005,005.wav,-0.0229,-0.0098,0.3651,3.4052,0.0985264677706501,0.664392934768706,0.4029597928833027,0.9555451567618156,-0.2059068573420024,0.3732407127755963,Neutral
006.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",006,006.wav,-0.0249,-0.0107,0.5385,3.5491,0.3493975113285242,0.7057483690091889,0.3646264271207389,0.9513336452971456,0.3341685955363096,0.4601630927212323,Positive (Low/Mid arousal)
007.txt,-1,Outlier,007,007.wav,-0.033,-0.0141,0.3163,3.4109,-0.0762819631750139,0.6560536361050012,0.197470389844669,0.9354234908750584,-0.350034316194697,0.3766837813349439,Neutral
008.txt,-1,Outlier,008,008.wav,-0.0007,-0.0003,0.22,3.3465,0.070469165439276,0.6688915735427362,0.7288644691411793,1.0,-0.5879261382626272,0.3377831470854724,Neutral
009.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",009,009.wav,-0.0543,-0.0233,0.4827,3.459,-0.0524489350634501,0.6490554661953384,-0.271784378399528,0.892372484791764,0.1668865082726277,0.4057384475989127,Neutral
010.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",010,010.wav,-0.0651,-0.0279,0.4381,3.5916,-0.2267972956518653,0.6783410384437688,-0.4789387203868354,0.8708469817501169,0.0253441290831048,0.4858350951374207,Neutral
011.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",011,011.wav,-0.4994,-0.214,0.2022,3.3245,-0.8120239022084937,0.162247055270311,-0.9999999976733142,0.0,-0.6240478067436733,0.3244941105406221,Negative (Low/Med arousal)
012.txt,-1,Outlier,012,012.wav,-0.0836,-0.0358,0.2767,3.373,-0.5951650799168852,0.5938348328277702,-0.7340909586276029,0.8338792700046794,-0.4562392012061674,0.3537903956508608,Negative (Low/Med arousal)
013.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",013,013.wav,-0.0932,-0.0399,0.2522,2.8671,-0.6675432187574075,0.4314482276926912,-0.8188704439013971,0.8146934955545156,-0.516215993613418,0.0482029598308668,Negative (Low/Med arousal)
014.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",014,014.wav,-0.237,-0.1016,0.3485,3.3964,-0.628002212858175,0.4469480427615608,-0.9996902930911846,0.5259709873654655,-0.2563141326251655,0.3679250981576561,Negative (Low/Med arousal)
015.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",015,015.wav,-0.1848,-0.0792,0.2411,3.3587,-0.7693131384250156,0.4879716750803145,-0.9967662719984552,0.6307908282639213,-0.541860004851576,0.3451525218967077,Negative (Low/Med arousal)
016.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",016,016.wav,-0.0679,-0.0291,0.2206,3.3284,-0.5563178880312278,0.5960407637111558,-0.5259708589286006,0.8652316331305568,-0.5866649171338549,0.3268498942917546,Negative (Low/Med arousal)
017.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",017,017.wav,-0.0329,-0.0141,0.4858,3.4993,0.1880852368129899,0.6827525186178373,0.1996300583460065,0.9354234908750584,0.1765404152799732,0.4300815463606159,Neutral
018.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",018,018.wav,-0.0191,-0.0082,0.3951,3.319,0.1799116979661394,0.6421020698294859,0.4719786025076442,0.9630322882545624,-0.1121552065753652,0.3211718514044094,Neutral
019.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",019,019.wav,-0.0258,-0.011,0.2302,3.3367,-0.1095716944139673,0.6408966467470565,0.3469539824984424,0.9499298081422556,-0.5660973713263772,0.3318634853518574,Neutral
020.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",020,020.wav,-0.0323,-0.0138,0.4302,3.5134,0.1062733537919027,0.6877129693607912,0.2125467075838054,0.9368273280299484,0.0,0.4385986106916338,Neutral
021.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",021,021.wav,-0.0306,-0.0131,0.7143,3.6177,0.4853195943575157,0.720851836457282,0.2487296088507641,0.9401029480580252,0.7219095798642673,0.5016007248565388,Positive (Low/Mid arousal)
022.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",022,022.wav,-0.1316,-0.0564,0.2188,3.3226,-0.7778152729632123,0.5304144365282017,-0.9651905209850408,0.7374824520355638,-0.5904400249413837,0.3233464210208395,Negative (Low/Med arousal)
023.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",023,023.wav,-0.1222,-0.0524,0.206,3.3296,-0.7819536223057659,0.5418875157989979,-0.947361038643416,0.756200280767431,-0.6165462059681158,0.3275747508305648,Negative (Low/Med arousal)
024.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",024,024.wav,-0.0822,-0.0352,0.1538,3.287,-0.7145523129913582,0.5692646440086341,-0.719238658260393,0.8366869443144594,-0.7098659677223235,0.3018423437028087,Negative (Low/Med arousal)
025.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",025,025.wav,-0.1508,-0.0646,0.2064,3.3109,-0.8004599442414733,0.507694986451339,-0.9851699299056516,0.6991109031352362,-0.6157499585772949,0.3162790697674419,Negative (Low/Med arousal)
026.txt,-1,Outlier,026,026.wav,-0.0228,-0.0098,1.0242,3.8454,0.6807960191034426,0.7973437049287786,0.4048413159219023,0.9555451567618156,0.9567507222849828,0.6391422530957415,"Excited (Positive, High arousal)"
027.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",027,027.wav,-0.0572,-0.0245,0.2575,3.3347,-0.4173335368094353,0.6087062636463557,-0.3310350901401253,0.886757136172204,-0.5036319834787453,0.3306553911205074,Negative (Low/Med arousal)
028.txt,-1,Outlier,028,028.wav,-0.0287,-0.0123,1.2195,3.9426,0.6379080110815514,0.8208510732718761,0.2883593871736641,0.9438465138043988,0.9874566349894386,0.6978556327393537,"Excited (Positive, High arousal)"
029.txt,0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",029,029.wav,-0.0919,-0.0394,0.4361,3.4348,-0.3950391710959763,0.6040768657727882,-0.8090080287155308,0.8170332241459991,0.0189296865235781,0.3911205073995771,Negative (Low/Med arousal)
030.txt,-1,Outlier,030,030.wav,-0.0099,-0.0042,0.2065,3.3138,0.0005110129631105,0.6498904616946645,0.6165727258591239,0.9817501169864296,-0.6155506999329029,0.3180308064028994,Neutral
031.txt,1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",031,031.wav,-0.0641,-0.0275,0.4276,3.4585,-0.2348849947282646,0.6390775943321894,-0.4614272906542598,0.8727187646233037,-0.0083426988022695,0.4054364240410751,Neutral
032.txt,-1,Outlier,032,032.wav,-0.0961,-0.0412,0.7684,3.6863,-0.0220543791441575,0.6758242791042521,-0.8392347948424703,0.8086102012166589,0.7951260365541551,0.5430383569918454,Neutral
