topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",16
-1,Outlier,Negative (Low/Med arousal),7
-1,Outlier,"Nervous (Negative, High arousal)",12
-1,Outlier,Neutral,43
0,"wet gas, dry gas, longer laterals, whole hydro, middle part, many landing, material ramp, larger fracs, vast resource, customized zone","Excited (Positive, High arousal)",15
0,"wet gas, dry gas, longer laterals, whole hydro, middle part, many landing, material ramp, larger fracs, vast resource, customized zone",Negative (Low/Med arousal),2
0,"wet gas, dry gas, longer laterals, whole hydro, middle part, many landing, material ramp, larger fracs, vast resource, customized zone","Nervous (Negative, High arousal)",8
0,"wet gas, dry gas, longer laterals, whole hydro, middle part, many landing, material ramp, larger fracs, vast resource, customized zone",Neutral,35
1,"big thing, , , , , , , , , ","Excited (Positive, High arousal)",23
1,"big thing, , , , , , , , , ","Nervous (Negative, High arousal)",4
1,"big thing, , , , , , , , , ",Neutral,20
2,"lower commodity, structural efficiencies, prolonged production, strategic response, significant cost, quarterly growth, operational improvements, overhead structure, operational capabilities, strict capital","Excited (Positive, High arousal)",6
2,"lower commodity, structural efficiencies, prolonged production, strategic response, significant cost, quarterly growth, operational improvements, overhead structure, operational capabilities, strict capital",Negative (Low/Med arousal),12
2,"lower commodity, structural efficiencies, prolonged production, strategic response, significant cost, quarterly growth, operational improvements, overhead structure, operational capabilities, strict capital","Nervous (Negative, High arousal)",10
2,"lower commodity, structural efficiencies, prolonged production, strategic response, significant cost, quarterly growth, operational improvements, overhead structure, operational capabilities, strict capital",Neutral,17
3,"wet gas, well pad, thick hydrocarbon, residue gas, next steps, major line, necessary compression, multiple pipeline, major transportation, centralized processing",Negative (Low/Med arousal),2
3,"wet gas, well pad, thick hydrocarbon, residue gas, next steps, major line, necessary compression, multiple pipeline, major transportation, centralized processing","Nervous (Negative, High arousal)",4
3,"wet gas, well pad, thick hydrocarbon, residue gas, next steps, major line, necessary compression, multiple pipeline, major transportation, centralized processing",Neutral,10
4,"annual growth, , , , , , , , , ","Excited (Positive, High arousal)",2
4,"annual growth, , , , , , , , , ","Nervous (Negative, High arousal)",5
4,"annual growth, , , , , , , , , ",Neutral,7
