topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",9
-1,Outlier,Negative (Low/Med arousal),12
-1,Outlier,Neutral,20
-1,Outlier,Positive (Low/Mid arousal),6
0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ","Excited (Positive, High arousal)",3
0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",Negative (Low/Med arousal),13
0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",Neutral,7
0,"53rd week, strong merchandise, strong growth, retail environment, lower distribution, , , , , ",Positive (Low/Mid arousal),2
1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ","Excited (Positive, High arousal)",1
1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",Negative (Low/Med arousal),5
1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",Neutral,5
1,"new share, net interest, lower tax, diluted shares, 53rd week, total purchase, aggregate price, aforementioned adoption, , ",Positive (Low/Mid arousal),2
