topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",13
-1,Outlier,Negative (Low/Med arousal),17
-1,Outlier,Neutral,31
-1,Outlier,Positive (Low/Mid arousal),5
0,"regional highlights, single digits, huge opportunity, strong share, financial results, long term, whole industry, new mask, new news, overall category","Excited (Positive, High arousal)",12
0,"regional highlights, single digits, huge opportunity, strong share, financial results, long term, whole industry, new mask, new news, overall category",Negative (Low/Med arousal),9
0,"regional highlights, single digits, huge opportunity, strong share, financial results, long term, whole industry, new mask, new news, overall category",Neutral,42
0,"regional highlights, single digits, huge opportunity, strong share, financial results, long term, whole industry, new mask, new news, overall category",Positive (Low/Mid arousal),4
1,"sleep apnea, connected care, digital health, central sleep, chronic disease, sick care, patient engagement, patient adherence, ongoing upgrades, regular basis","Excited (Positive, High arousal)",8
1,"sleep apnea, connected care, digital health, central sleep, chronic disease, sick care, patient engagement, patient adherence, ongoing upgrades, regular basis",Negative (Low/Med arousal),22
1,"sleep apnea, connected care, digital health, central sleep, chronic disease, sick care, patient engagement, patient adherence, ongoing upgrades, regular basis",Neutral,26
1,"sleep apnea, connected care, digital health, central sleep, chronic disease, sick care, patient engagement, patient adherence, ongoing upgrades, regular basis",Positive (Low/Mid arousal),4
2,"smallest travel, long time, best masks, amazing innovation, small niche, , , , , ","Excited (Positive, High arousal)",2
2,"smallest travel, long time, best masks, amazing innovation, small niche, , , , , ",Negative (Low/Med arousal),9
2,"smallest travel, long time, best masks, amazing innovation, small niche, , , , , ",Neutral,6
2,"smallest travel, long time, best masks, amazing innovation, small niche, , , , , ",Positive (Low/Mid arousal),1
3,", , , , , , , , , ","Excited (Positive, High arousal)",8
3,", , , , , , , , , ",Negative (Low/Med arousal),1
3,", , , , , , , , , ",Neutral,6
4,"fit range, best device, strong demand, positive feedback, new range, full face, nasal category, solid growth, invasive ventilators, ","Excited (Positive, High arousal)",2
4,"fit range, best device, strong demand, positive feedback, new range, full face, nasal category, solid growth, invasive ventilators, ",Negative (Low/Med arousal),5
4,"fit range, best device, strong demand, positive feedback, new range, full face, nasal category, solid growth, invasive ventilators, ",Neutral,7
5,"significant improvement, specified subgroup, primary investigators, primary endpoint, cardiovascular outcomes, , , , , ","Excited (Positive, High arousal)",3
5,"significant improvement, specified subgroup, primary investigators, primary endpoint, cardiovascular outcomes, , , , , ",Negative (Low/Med arousal),4
5,"significant improvement, specified subgroup, primary investigators, primary endpoint, cardiovascular outcomes, , , , , ",Neutral,4
5,"significant improvement, specified subgroup, primary investigators, primary endpoint, cardiovascular outcomes, , , , , ",Positive (Low/Mid arousal),1
