topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",1
-1,Outlier,Negative (Low/Med arousal),2
-1,Outlier,Neutral,9
-1,Outlier,Positive (Low/Mid arousal),5
0,"convertible notes, total system, record shipment, dilutive impact, foundry segment, average price, certain tax, accelerated share, gross margin, ",Negative (Low/Med arousal),14
0,"convertible notes, total system, record shipment, dilutive impact, foundry segment, average price, certain tax, accelerated share, gross margin, ",Neutral,26
0,"convertible notes, total system, record shipment, dilutive impact, foundry segment, average price, certain tax, accelerated share, gross margin, ",Positive (Low/Mid arousal),8
1,"strong revenue, solid cash, right time, right products, right place, quarterly earnings, healthy cash, encouraged today, , ","Excited (Positive, High arousal)",5
1,"strong revenue, solid cash, right time, right products, right place, quarterly earnings, healthy cash, encouraged today, , ",Negative (Low/Med arousal),5
1,"strong revenue, solid cash, right time, right products, right place, quarterly earnings, healthy cash, encouraged today, , ",Neutral,19
1,"strong revenue, solid cash, right time, right products, right place, quarterly earnings, healthy cash, encouraged today, , ",Positive (Low/Mid arousal),6
