topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",4
-1,Outlier,Negative (Low/Med arousal),5
-1,Outlier,Neutral,6
0,"technological investments, moderate yield, financial metrics, bottom line, strong results, large yield, less change, financial targets, digital system, digital investments","Excited (Positive, High arousal)",18
0,"technological investments, moderate yield, financial metrics, bottom line, strong results, large yield, less change, financial targets, digital system, digital investments",Negative (Low/Med arousal),14
0,"technological investments, moderate yield, financial metrics, bottom line, strong results, large yield, less change, financial targets, digital system, digital investments",Neutral,40
0,"technological investments, moderate yield, financial metrics, bottom line, strong results, large yield, less change, financial targets, digital system, digital investments",Positive (Low/Mid arousal),5
1,"residential areas, new ships, sweet spot, quiet spaces, original state, less damage, important tourism, higher yields, economic recovery, broader choice","Excited (Positive, High arousal)",11
1,"residential areas, new ships, sweet spot, quiet spaces, original state, less damage, important tourism, higher yields, economic recovery, broader choice",Negative (Low/Med arousal),19
1,"residential areas, new ships, sweet spot, quiet spaces, original state, less damage, important tourism, higher yields, economic recovery, broader choice",Neutral,30
1,"residential areas, new ships, sweet spot, quiet spaces, original state, less damage, important tourism, higher yields, economic recovery, broader choice",Positive (Low/Mid arousal),5
2,"rapid recovery, several weeks, major hurricanes, direct cost, detailed rollouts, corresponding delay, , , , ","Excited (Positive, High arousal)",1
2,"rapid recovery, several weeks, major hurricanes, direct cost, detailed rollouts, corresponding delay, , , , ",Negative (Low/Med arousal),12
2,"rapid recovery, several weeks, major hurricanes, direct cost, detailed rollouts, corresponding delay, , , , ",Neutral,10
3,"important part, real changes, higher supply, , , , , , , ","Excited (Positive, High arousal)",14
3,"important part, real changes, higher supply, , , , , , , ",Negative (Low/Med arousal),1
3,"important part, real changes, higher supply, , , , , , , ",Neutral,6
3,"important part, real changes, higher supply, , , , , , , ",Positive (Low/Mid arousal),1
4,"strong economy, primary concern, nice way, new consumer, new appliances, interested today, important consumer, high level, high demand, good economy","Excited (Positive, High arousal)",1
4,"strong economy, primary concern, nice way, new consumer, new appliances, interested today, important consumer, high level, high demand, good economy",Negative (Low/Med arousal),3
4,"strong economy, primary concern, nice way, new consumer, new appliances, interested today, important consumer, high level, high demand, good economy",Neutral,6
4,"strong economy, primary concern, nice way, new consumer, new appliances, interested today, important consumer, high level, high demand, good economy",Positive (Low/Mid arousal),1
