topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",4
-1,Outlier,Negative (Low/Med arousal),7
-1,Outlier,Neutral,6
0,"personal care, organic growth, laundry detergent, private label, dry shampoo, international business, deep value, long time, good growth, middle class","Excited (Positive, High arousal)",23
0,"personal care, organic growth, laundry detergent, private label, dry shampoo, international business, deep value, long time, good growth, middle class",Negative (Low/Med arousal),32
0,"personal care, organic growth, laundry detergent, private label, dry shampoo, international business, deep value, long time, good growth, middle class",Neutral,68
0,"personal care, organic growth, laundry detergent, private label, dry shampoo, international business, deep value, long time, good growth, middle class",Positive (Low/Mid arousal),4
1,"good question, , , , , , , , , ","Excited (Positive, High arousal)",7
1,"good question, , , , , , , , , ",Negative (Low/Med arousal),2
1,"good question, , , , , , , , , ",Neutral,18
