topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",9
-1,Outlier,Negative (Low/Med arousal),21
-1,Outlier,Neutral,30
-1,Outlier,Positive (Low/Mid arousal),13
0,"excess cash, average coupon, upfront cash, tender offering, total interest, outstanding debt, ongoing minority, net investment, net dilution, new sources","Excited (Positive, High arousal)",2
0,"excess cash, average coupon, upfront cash, tender offering, total interest, outstanding debt, ongoing minority, net investment, net dilution, new sources",Negative (Low/Med arousal),10
0,"excess cash, average coupon, upfront cash, tender offering, total interest, outstanding debt, ongoing minority, net investment, net dilution, new sources",Neutral,17
0,"excess cash, average coupon, upfront cash, tender offering, total interest, outstanding debt, ongoing minority, net investment, net dilution, new sources",Positive (Low/Mid arousal),7
1,"organic revenue, organic growth, organic base, original expectations, net impact, net earnings, good estimate, detailed bridge, back half, effective tax","Excited (Positive, High arousal)",3
1,"organic revenue, organic growth, organic base, original expectations, net impact, net earnings, good estimate, detailed bridge, back half, effective tax",Negative (Low/Med arousal),6
1,"organic revenue, organic growth, organic base, original expectations, net impact, net earnings, good estimate, detailed bridge, back half, effective tax",Neutral,10
1,"organic revenue, organic growth, organic base, original expectations, net impact, net earnings, good estimate, detailed bridge, back half, effective tax",Positive (Low/Mid arousal),4
2,"structural improvement, pro forma, significant improvement, favorable revenue, incremental margins, biggest delta, small consulting, , , ","Excited (Positive, High arousal)",3
2,"structural improvement, pro forma, significant improvement, favorable revenue, incremental margins, biggest delta, small consulting, , , ",Negative (Low/Med arousal),4
2,"structural improvement, pro forma, significant improvement, favorable revenue, incremental margins, biggest delta, small consulting, , , ",Neutral,13
2,"structural improvement, pro forma, significant improvement, favorable revenue, incremental margins, biggest delta, small consulting, , , ",Positive (Low/Mid arousal),1
