topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",7
-1,Outlier,Negative (Low/Med arousal),9
-1,Outlier,Neutral,10
-1,Outlier,Positive (Low/Mid arousal),3
0,"free cash, long term, gaming revenue, gaming side, near term, tremendous amount, best way, continuous improvement, professional sports, lower revenue","Excited (Positive, High arousal)",20
0,"free cash, long term, gaming revenue, gaming side, near term, tremendous amount, best way, continuous improvement, professional sports, lower revenue",Negative (Low/Med arousal),47
0,"free cash, long term, gaming revenue, gaming side, near term, tremendous amount, best way, continuous improvement, professional sports, lower revenue",Neutral,65
0,"free cash, long term, gaming revenue, gaming side, near term, tremendous amount, best way, continuous improvement, professional sports, lower revenue",Positive (Low/Mid arousal),13
1,"good question, good point, , , , , , , , ","Excited (Positive, High arousal)",11
1,"good question, good point, , , , , , , , ",Negative (Low/Med arousal),5
1,"good question, good point, , , , , , , , ",Neutral,14
1,"good question, good point, , , , , , , , ",Positive (Low/Mid arousal),4
2,"stronger foundation, good outcome, bigger spikes, big companies, strong convention, , , , , ",Negative (Low/Med arousal),5
2,"stronger foundation, good outcome, bigger spikes, big companies, strong convention, , , , , ",Neutral,8
2,"stronger foundation, good outcome, bigger spikes, big companies, strong convention, , , , , ",Positive (Low/Mid arousal),1
