topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",16
-1,Outlier,Negative (Low/Med arousal),8
-1,Outlier,Neutral,22
0,"basic healthcare, patient service, introductory remarks, diagnostic information, advanced diagnostics, current schedule, better health, largest laboratory, different strategy, tentative rates","Excited (Positive, High arousal)",22
0,"basic healthcare, patient service, introductory remarks, diagnostic information, advanced diagnostics, current schedule, better health, largest laboratory, different strategy, tentative rates",Negative (Low/Med arousal),48
0,"basic healthcare, patient service, introductory remarks, diagnostic information, advanced diagnostics, current schedule, better health, largest laboratory, different strategy, tentative rates",Neutral,58
1,"operational excellence, joint venture, right integration, significant progress, operational efficiency, key part, excess tax, equivalent basis, additional savings, accretive acquisitions","Excited (Positive, High arousal)",15
1,"operational excellence, joint venture, right integration, significant progress, operational efficiency, key part, excess tax, equivalent basis, additional savings, accretive acquisitions",Negative (Low/Med arousal),4
1,"operational excellence, joint venture, right integration, significant progress, operational efficiency, key part, excess tax, equivalent basis, additional savings, accretive acquisitions",Neutral,24
2,"great day, , , , , , , , , ","Excited (Positive, High arousal)",10
2,"great day, , , , , , , , , ",Negative (Low/Med arousal),1
2,"great day, , , , , , , , , ",Neutral,7
3,"stronger presence, specific question, increased levels, good provider, broader presence, , , , , ","Excited (Positive, High arousal)",2
3,"stronger presence, specific question, increased levels, good provider, broader presence, , , , , ",Negative (Low/Med arousal),3
3,"stronger presence, specific question, increased levels, good provider, broader presence, , , , , ",Neutral,9
