filename_x,topic_id,topic_keywords,file_id,filename_y,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.txt,2,"great question, complicated answer, , , , , , , , ",001,001.wav,-0.0427,-0.0183,1.9119,4.4442,0.8616611441731918,0.9627306509537128,0.7238824484829122,0.9262597296190084,0.9994398398634714,0.9992015722884168,"Excited (Positive, High arousal)"
002.txt,2,"great question, complicated answer, , , , , , , , ",002,002.wav,-0.0098,-0.0042,1.9125,4.4444,0.9104846378044272,0.9916736743692098,0.8215276270784119,0.9840229414174518,0.9994416485304426,0.9993244073209678,"Excited (Positive, High arousal)"
003.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",003,003.wav,-0.0517,-0.0222,1.122,3.8712,0.8257201288363429,0.7787809375327248,0.6903000973612989,0.9102826710364604,0.9611401603113868,0.6472792040289891,"Excited (Positive, High arousal)"
004.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",004,004.wav,-0.1772,-0.0759,0.3554,3.4174,-0.0971017994169436,0.5294286897849814,-0.0886530257739374,0.6902908643998361,-0.1055505730599499,0.3685665151701267,Neutral
005.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",005,005.wav,-0.1984,-0.085,0.8448,3.7341,0.2976850543645314,0.6080434251278206,-0.2423211402363733,0.6530110610405571,0.8376912489654363,0.5630757892150843,Neutral
006.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",006,006.wav,-0.1956,-0.0838,0.3046,3.3841,-0.2303815246927171,0.5030207806581473,-0.2225374046776587,0.6579270790659566,-0.2382256447077756,0.3481144822503379,Neutral
007.txt,1,"catastrophic coverage, therapeutic class, therapeutic drug, significant growth, real savings, overall reimbursement, small percentage, numerous evaluations, overall plan, overall healthcare",007,007.wav,-0.2492,-0.1068,0.47,3.5046,-0.1777575416063535,0.4929129948041435,-0.5557662706917029,0.5637034002458009,0.2002511874789958,0.4221225893624861,Neutral
008.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",008,008.wav,-0.0859,-0.0368,0.5125,3.5131,0.4197035782310012,0.6389070983200082,0.5321027325024298,0.8504711183941007,0.3073044239595726,0.4273430782459158,Positive (Low/Mid arousal)
009.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",009,009.wav,-0.2697,-0.1156,1.5175,4.116,0.1713575640035157,0.6626409426323159,-0.6525975883622754,0.5276526013928718,0.9953127163693068,0.79762928387176,Neutral
010.txt,0,"front store, new business, great example, unexpected network, strategic acquisitions, substantial cash, strong results, strong cash, retail business, significant cash",010,010.wav,-0.419,-0.1796,0.3974,3.4632,-0.4742643104856369,0.3310803554979697,-0.9558071696951762,0.265464973371569,0.0072785487239023,0.3966957376243705,Negative (Low/Med arousal)
