topic_id,topic_keywords,emotion_label,count
-1,Outlier,"Excited (Positive, High arousal)",18
-1,Outlier,Negative (Low/Med arousal),2
-1,Outlier,Neutral,14
0,"significant change, certain quarters, bottom line, top line, strong growth, macro trends, important tool, new properties, macroeconomic conditions, healthy mix","Excited (Positive, High arousal)",18
0,"significant change, certain quarters, bottom line, top line, strong growth, macro trends, important tool, new properties, macroeconomic conditions, healthy mix",Negative (Low/Med arousal),16
0,"significant change, certain quarters, bottom line, top line, strong growth, macro trends, important tool, new properties, macroeconomic conditions, healthy mix","Nervous (Negative, High arousal)",3
0,"significant change, certain quarters, bottom line, top line, strong growth, macro trends, important tool, new properties, macroeconomic conditions, healthy mix",Neutral,38
1,"gross bookings, gross profit, strong occupancy, related occupancy, seasonal impact, key drivers, negative impact, flexible model, free option, beneficial impact","Excited (Positive, High arousal)",3
1,"gross bookings, gross profit, strong occupancy, related occupancy, seasonal impact, key drivers, negative impact, flexible model, free option, beneficial impact",Negative (Low/Med arousal),13
1,"gross bookings, gross profit, strong occupancy, related occupancy, seasonal impact, key drivers, negative impact, flexible model, free option, beneficial impact","Nervous (Negative, High arousal)",3
1,"gross bookings, gross profit, strong occupancy, related occupancy, seasonal impact, key drivers, negative impact, flexible model, free option, beneficial impact",Neutral,13
2,"gross profit, strong euro, foreign exchange, international operations, , , , , , ","Excited (Positive, High arousal)",2
2,"gross profit, strong euro, foreign exchange, international operations, , , , , , ",Negative (Low/Med arousal),3
2,"gross profit, strong euro, foreign exchange, international operations, , , , , , ","Nervous (Negative, High arousal)",1
2,"gross profit, strong euro, foreign exchange, international operations, , , , , , ",Neutral,16
3,"net income, subsequent quarters, several quarters, recent bond, top end, payment discount, equivalent shares, discrete tax, diluted share, common stock","Excited (Positive, High arousal)",2
3,"net income, subsequent quarters, several quarters, recent bond, top end, payment discount, equivalent shares, discrete tax, diluted share, common stock",Negative (Low/Med arousal),7
3,"net income, subsequent quarters, several quarters, recent bond, top end, payment discount, equivalent shares, discrete tax, diluted share, common stock","Nervous (Negative, High arousal)",1
3,"net income, subsequent quarters, several quarters, recent bond, top end, payment discount, equivalent shares, discrete tax, diluted share, common stock",Neutral,8
