filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0535,-0.0229,1.9094,4.4428,0.9279,2.2099
002.wav,-0.0397,-0.017,1.1921,3.9062,0.5762,1.9446
003.wav,-0.01,-0.0043,0.9665,3.8398,0.4783,1.9178
004.wav,-0.0059,-0.0025,1.0712,3.861,0.5327,1.9293
005.wav,-0.0132,-0.0057,0.3026,3.389,0.1447,1.6917
006.wav,-0.0102,-0.0044,0.3181,3.5416,0.1539,1.7686
007.wav,-0.0052,-0.0022,0.2248,3.3313,0.1098,1.6646
008.wav,-0.0301,-0.0129,0.0929,3.29,0.0314,1.6386
009.wav,-0.0203,-0.0087,0.4844,3.486,0.232,1.7386
010.wav,-0.042,-0.018,0.3901,3.4355,0.174,1.7088
011.wav,-0.0076,-0.0033,0.3135,3.396,0.1529,1.6963
012.wav,-0.038,-0.0163,0.9262,3.8043,0.4441,1.894
013.wav,-0.1824,-0.0782,0.3247,3.3871,0.0712,1.6545
014.wav,-0.0184,-0.0079,0.1793,3.2904,0.0804,1.6413
015.wav,-0.007,-0.003,0.448,3.4783,0.2205,1.7377
016.wav,-0.0116,-0.005,0.3207,3.3955,0.1546,1.6952
017.wav,-0.0131,-0.0056,0.5943,3.5758,0.2906,1.7851
018.wav,-0.0228,-0.0098,0.3864,3.3876,0.1818,1.6889
019.wav,-0.0177,-0.0076,-0.0233,3.0521,-0.0205,1.5223
020.wav,-0.0285,-0.0122,0.3334,3.4028,0.1525,1.6953
021.wav,-0.0228,-0.0098,0.5254,3.5225,0.2513,1.7563
022.wav,-0.0491,-0.0211,0.3246,3.3514,0.1377,1.6652
023.wav,-0.0285,-0.0122,0.5272,3.5469,0.2493,1.7674
024.wav,-0.0891,-0.0382,1.3608,4.0255,0.6358,1.9936
025.wav,-0.0222,-0.0095,0.3014,3.3821,0.1396,1.6863
026.wav,-0.0243,-0.0104,0.3569,3.4115,0.1663,1.7005
027.wav,-0.0409,-0.0175,0.0402,3.3503,-0.0003,1.6664
028.wav,-0.0688,-0.0295,0.4462,3.4856,0.1887,1.7281
029.wav,-0.0271,-0.0116,1.2542,3.9733,0.6136,1.9809
030.wav,-0.0004,-0.0002,0.7138,3.6216,0.3567,1.8107
031.wav,-0.0012,-0.0005,-0.1445,3.6633,-0.0729,1.8314
032.wav,-0.0499,-0.0214,0.2223,3.3207,0.0862,1.6497
033.wav,-0.0402,-0.0172,1.9091,4.4427,0.9344,2.2127
034.wav,-0.0015,-0.0006,0.8292,3.6811,0.4139,1.8402
035.wav,-0.0034,-0.0015,0.6119,3.5374,0.3042,1.768
036.wav,-0.0125,-0.0053,1.9128,4.4439,0.9502,2.2193
