Index,Audio Path,Transcript Path
001,Comcast Corp._20170427/CEO/001-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/001.txt
002,Comcast Corp._20170427/CEO/002-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/002.txt
003,Comcast Corp._20170427/CEO/003-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/003.txt
004,Comcast Corp._20170427/CEO/004-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/004.txt
005,Comcast Corp._20170427/CEO/005-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/005.txt
006,Comcast Corp._20170427/CEO/006-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/006.txt
007,Comcast Corp._20170427/CEO/007-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/007.txt
008,Comcast Corp._20170427/CEO/008-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/008.txt
009,Comcast Corp._20170427/CEO/009-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/009.txt
010,Comcast Corp._20170427/CEO/010-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/010.txt
011,Comcast Corp._20170427/CEO/011-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/011.txt
012,Comcast Corp._20170427/CEO/012-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/012.txt
013,Comcast Corp._20170427/CEO/013-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/013.txt
014,Comcast Corp._20170427/CEO/014-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/014.txt
015,Comcast Corp._20170427/CEO/015-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/015.txt
016,Comcast Corp._20170427/CEO/016-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/016.txt
017,Comcast Corp._20170427/CEO/017-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/017.txt
018,Comcast Corp._20170427/CEO/018-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/018.txt
019,Comcast Corp._20170427/CEO/019-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/019.txt
020,Comcast Corp._20170427/CEO/020-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/020.txt
021,Comcast Corp._20170427/CEO/021-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/021.txt
022,Comcast Corp._20170427/CEO/022-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/022.txt
023,Comcast Corp._20170427/CEO/023-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/023.txt
024,Comcast Corp._20170427/CEO/024-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/024.txt
025,Comcast Corp._20170427/CEO/025-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/025.txt
026,Comcast Corp._20170427/CEO/026-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/026.txt
027,Comcast Corp._20170427/CEO/027-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/027.txt
028,Comcast Corp._20170427/CEO/028-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/028.txt
029,Comcast Corp._20170427/CEO/029-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/029.txt
030,Comcast Corp._20170427/CEO/030-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/030.txt
031,Comcast Corp._20170427/CEO/031-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/031.txt
032,Comcast Corp._20170427/CEO/032-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/032.txt
033,Comcast Corp._20170427/CEO/033-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/033.txt
034,Comcast Corp._20170427/CEO/034-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/034.txt
035,Comcast Corp._20170427/CEO/035-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/035.txt
036,Comcast Corp._20170427/CEO/036-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/036.txt
037,Comcast Corp._20170427/CEO/037-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/037.txt
038,Comcast Corp._20170427/CEO/038-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/038.txt
039,Comcast Corp._20170427/CEO/039-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/039.txt
040,Comcast Corp._20170427/CEO/040-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/040.txt
041,Comcast Corp._20170427/CEO/041-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/041.txt
042,Comcast Corp._20170427/CEO/042-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/042.txt
043,Comcast Corp._20170427/CEO/043-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/043.txt
044,Comcast Corp._20170427/CEO/044-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/044.txt
045,Comcast Corp._20170427/CEO/045-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/045.txt
046,Comcast Corp._20170427/CEO/046-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/046.txt
047,Comcast Corp._20170427/CEO/047-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/047.txt
048,Comcast Corp._20170427/CEO/048-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/048.txt
049,Comcast Corp._20170427/CEO/049-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/049.txt
050,Comcast Corp._20170427/CEO/050-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/050.txt
051,Comcast Corp._20170427/CEO/051-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/051.txt
052,Comcast Corp._20170427/CEO/052-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/052.txt
053,Comcast Corp._20170427/CEO/053-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/053.txt
054,Comcast Corp._20170427/CEO/054-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/054.txt
055,Comcast Corp._20170427/CEO/055-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/055.txt
056,Comcast Corp._20170427/CEO/056-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/056.txt
057,Comcast Corp._20170427/CEO/057-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/057.txt
058,Comcast Corp._20170427/CEO/058-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/058.txt
059,Comcast Corp._20170427/CEO/059-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/059.txt
060,Comcast Corp._20170427/CEO/060-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/060.txt
061,Comcast Corp._20170427/CEO/061-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/061.txt
062,Comcast Corp._20170427/CEO/062-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/062.txt
063,Comcast Corp._20170427/CEO/063-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/063.txt
064,Comcast Corp._20170427/CEO/064-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/064.txt
065,Comcast Corp._20170427/CEO/065-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/065.txt
066,Comcast Corp._20170427/CEO/066-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/066.txt
067,Comcast Corp._20170427/CEO/067-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/067.txt
068,Comcast Corp._20170427/CEO/068-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/068.txt
069,Comcast Corp._20170427/CEO/069-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/069.txt
070,Comcast Corp._20170427/CEO/070-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/070.txt
071,Comcast Corp._20170427/CEO/071-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/071.txt
072,Comcast Corp._20170427/CEO/072-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/072.txt
073,Comcast Corp._20170427/CEO/073-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/073.txt
074,Comcast Corp._20170427/CEO/074-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/074.txt
075,Comcast Corp._20170427/CEO/075-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/075.txt
076,Comcast Corp._20170427/CEO/076-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/076.txt
077,Comcast Corp._20170427/CEO/077-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/077.txt
078,Comcast Corp._20170427/CEO/078-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/078.txt
079,Comcast Corp._20170427/CEO/079-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/079.txt
080,Comcast Corp._20170427/CEO/080-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/080.txt
081,Comcast Corp._20170427/CEO/081-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/081.txt
082,Comcast Corp._20170427/CEO/082-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/082.txt
083,Comcast Corp._20170427/CEO/083-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/083.txt
084,Comcast Corp._20170427/CEO/084-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/084.txt
085,Comcast Corp._20170427/CEO/085-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/085.txt
086,Comcast Corp._20170427/CEO/086-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/086.txt
087,Comcast Corp._20170427/CEO/087-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/087.txt
088,Comcast Corp._20170427/CEO/088-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/088.txt
089,Comcast Corp._20170427/CEO/089-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/089.txt
090,Comcast Corp._20170427/CEO/090-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/090.txt
091,Comcast Corp._20170427/CEO/091-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/091.txt
092,Comcast Corp._20170427/CEO/092-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/092.txt
093,Comcast Corp._20170427/CEO/093-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/093.txt
094,Comcast Corp._20170427/CEO/094-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/094.txt
095,Comcast Corp._20170427/CEO/095-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/095.txt
096,Comcast Corp._20170427/CEO/096-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/096.txt
097,Comcast Corp._20170427/CEO/097-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/097.txt
098,Comcast Corp._20170427/CEO/098-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/098.txt
099,Comcast Corp._20170427/CEO/099-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/099.txt
100,Comcast Corp._20170427/CEO/100-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/100.txt
101,Comcast Corp._20170427/CEO/101-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/101.txt
102,Comcast Corp._20170427/CEO/102-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/102.txt
103,Comcast Corp._20170427/CEO/103-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/103.txt
104,Comcast Corp._20170427/CEO/104-MichaelJ.Cavanagh.mp3,Comcast Corp._20170427/sent_token/104.txt
