Index,Audio Path,Transcript Path
001,Cognizant Technology Solutions_20171101/CEO/001-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/001.txt
002,Cognizant Technology Solutions_20171101/CEO/002-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/002.txt
003,Cognizant Technology Solutions_20171101/CEO/003-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/003.txt
004,Cognizant Technology Solutions_20171101/CEO/004-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/004.txt
005,Cognizant Technology Solutions_20171101/CEO/005-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/005.txt
006,Cognizant Technology Solutions_20171101/CEO/006-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/006.txt
007,Cognizant Technology Solutions_20171101/CEO/007-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/007.txt
008,Cognizant Technology Solutions_20171101/CEO/008-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/008.txt
009,Cognizant Technology Solutions_20171101/CEO/009-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/009.txt
010,Cognizant Technology Solutions_20171101/CEO/010-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/010.txt
011,Cognizant Technology Solutions_20171101/CEO/011-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/011.txt
012,Cognizant Technology Solutions_20171101/CEO/012-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/012.txt
013,Cognizant Technology Solutions_20171101/CEO/013-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/013.txt
014,Cognizant Technology Solutions_20171101/CEO/014-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/014.txt
015,Cognizant Technology Solutions_20171101/CEO/015-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/015.txt
016,Cognizant Technology Solutions_20171101/CEO/016-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/016.txt
017,Cognizant Technology Solutions_20171101/CEO/017-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/017.txt
018,Cognizant Technology Solutions_20171101/CEO/018-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/018.txt
019,Cognizant Technology Solutions_20171101/CEO/019-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/019.txt
020,Cognizant Technology Solutions_20171101/CEO/020-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/020.txt
021,Cognizant Technology Solutions_20171101/CEO/021-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/021.txt
022,Cognizant Technology Solutions_20171101/CEO/022-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/022.txt
023,Cognizant Technology Solutions_20171101/CEO/023-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/023.txt
024,Cognizant Technology Solutions_20171101/CEO/024-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/024.txt
025,Cognizant Technology Solutions_20171101/CEO/025-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/025.txt
026,Cognizant Technology Solutions_20171101/CEO/026-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/026.txt
027,Cognizant Technology Solutions_20171101/CEO/027-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/027.txt
028,Cognizant Technology Solutions_20171101/CEO/028-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/028.txt
029,Cognizant Technology Solutions_20171101/CEO/029-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/029.txt
030,Cognizant Technology Solutions_20171101/CEO/030-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/030.txt
031,Cognizant Technology Solutions_20171101/CEO/031-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/031.txt
032,Cognizant Technology Solutions_20171101/CEO/032-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/032.txt
033,Cognizant Technology Solutions_20171101/CEO/033-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/033.txt
034,Cognizant Technology Solutions_20171101/CEO/034-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/034.txt
035,Cognizant Technology Solutions_20171101/CEO/035-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/035.txt
036,Cognizant Technology Solutions_20171101/CEO/036-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/036.txt
037,Cognizant Technology Solutions_20171101/CEO/037-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/037.txt
038,Cognizant Technology Solutions_20171101/CEO/038-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/038.txt
039,Cognizant Technology Solutions_20171101/CEO/039-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/039.txt
040,Cognizant Technology Solutions_20171101/CEO/040-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/040.txt
041,Cognizant Technology Solutions_20171101/CEO/041-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/041.txt
042,Cognizant Technology Solutions_20171101/CEO/042-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/042.txt
043,Cognizant Technology Solutions_20171101/CEO/043-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/043.txt
044,Cognizant Technology Solutions_20171101/CEO/044-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/044.txt
045,Cognizant Technology Solutions_20171101/CEO/045-FranciscoD'Souza.mp3,Cognizant Technology Solutions_20171101/sent_token/045.txt
