filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0183,-0.0078,1.7811,4.3246,0.8814,2.1584
002.wav,-0.0135,-0.0058,1.9081,4.4401,0.9473,2.2172
003.wav,-0.237,-0.1016,0.1624,3.3413,-0.0373,1.6199
004.wav,-0.0469,-0.0201,0.7278,3.6279,0.3404,1.8039
005.wav,-0.1183,-0.0507,0.76,3.7309,0.3209,1.8401
006.wav,-0.0331,-0.0142,1.2592,3.9883,0.613,1.9871
007.wav,-0.04,-0.0172,0.2518,3.3537,0.1059,1.6683
008.wav,-0.0094,-0.004,0.2934,3.3604,0.142,1.6782
009.wav,-0.0259,-0.0111,0.5237,3.4903,0.2489,1.7396
010.wav,-0.0812,-0.0348,0.3185,3.3966,0.1187,1.6809
011.wav,-0.0333,-0.0143,-0.3995,3.0724,-0.2164,1.5291
012.wav,-0.0276,-0.0118,0.1407,3.1419,0.0566,1.5651
013.wav,-0.0853,-0.0366,0.2554,3.3401,0.0851,1.6518
014.wav,-0.0401,-0.0172,0.384,3.3986,0.1719,1.6907
015.wav,-0.0139,-0.0059,0.3155,3.3978,0.1508,1.6959
016.wav,-0.0635,-0.0272,0.5352,3.5288,0.2358,1.7508
017.wav,-0.0341,-0.0146,0.175,3.3267,0.0704,1.656
018.wav,-0.094,-0.0403,-0.0479,3.3997,-0.0709,1.6797
019.wav,-0.011,-0.0047,0.4566,3.4153,0.2228,1.7053
020.wav,-0.0922,-0.0395,0.2799,3.3992,0.0939,1.6798
021.wav,-0.0588,-0.0252,0.4667,3.4722,0.2039,1.7235
022.wav,-0.0431,-0.0185,0.3692,3.3878,0.163,1.6847
023.wav,-0.0325,-0.0139,0.2027,3.4083,0.0851,1.6972
024.wav,-0.0764,-0.0327,0.913,3.7817,0.4183,1.8745
025.wav,-0.0823,-0.0353,0.2416,3.3507,0.0796,1.6577
026.wav,-0.0142,-0.0061,0.2378,3.3315,0.1118,1.6627
027.wav,-0.0773,-0.0331,0.4558,3.5218,0.1892,1.7444
028.wav,-0.0194,-0.0083,0.8335,3.6316,0.4071,1.8116
029.wav,-0.0696,-0.0298,0.1738,3.3138,0.0521,1.642
030.wav,-0.0999,-0.0428,0.1192,3.3971,0.0097,1.6771
031.wav,-0.042,-0.018,0.5775,3.5725,0.2677,1.7772
032.wav,-0.0258,-0.0111,0.3199,3.4276,0.147,1.7083
033.wav,-0.0222,-0.0095,1.6362,4.2337,0.807,2.1121
034.wav,-0.0452,-0.0194,0.6367,3.6444,0.2958,1.8125
035.wav,-0.0564,-0.0242,0.5703,3.5469,0.2569,1.7614
036.wav,-0.0868,-0.0372,1.3577,4.0942,0.6354,2.0285
037.wav,-0.067,-0.0287,1.0652,3.8191,0.4991,1.8952
038.wav,-0.049,-0.021,1.0059,3.6313,0.4785,1.8051
039.wav,-0.1586,-0.068,0.3771,3.4006,0.1093,1.6663
040.wav,-0.0538,-0.023,0.0962,3.2773,0.0212,1.6271
041.wav,-0.0149,-0.0064,0.7109,3.671,0.348,1.8323
042.wav,-0.0382,-0.0164,0.3118,3.4052,0.1368,1.6944
043.wav,-0.0489,-0.021,0.3863,3.3995,0.1687,1.6893
044.wav,-0.1353,-0.058,0.2463,3.351,0.0555,1.6465
045.wav,-0.0129,-0.0055,0.4693,3.5088,0.2282,1.7516
046.wav,-0.1329,-0.057,0.4377,3.4131,0.1524,1.678
047.wav,-0.0445,-0.0191,0.1847,3.3232,0.0701,1.6521
048.wav,-0.075,-0.0321,0.6784,3.5867,0.3017,1.7773
049.wav,-0.0247,-0.0106,-0.2057,3.2825,-0.1152,1.636
050.wav,-0.063,-0.027,1.0968,3.869,0.5169,1.921
051.wav,-0.0165,-0.0071,1.344,4.0532,0.6637,2.0231
052.wav,-0.0402,-0.0172,0.4494,3.445,0.2046,1.7139
053.wav,-0.0465,-0.0199,1.911,4.4438,0.9323,2.212
054.wav,-0.0064,-0.0027,0.2525,3.3523,0.123,1.6748
055.wav,-0.0411,-0.0176,0.2068,3.2882,0.0828,1.6353
056.wav,-0.1276,-0.0547,0.2686,3.3778,0.0705,1.6615
