filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0071,-0.003,1.7456,4.2933,0.8692,2.1451
002.wav,-0.0158,-0.0068,0.3251,3.3077,0.1547,1.6504
003.wav,-0.0033,-0.0014,1.4237,4.1113,0.7102,2.055
004.wav,-0.007,-0.003,0.6508,3.5785,0.3219,1.7878
005.wav,-0.008,-0.0034,0.2843,3.3274,0.1382,1.662
006.wav,-0.0181,-0.0078,0.9976,3.8321,0.4897,1.9122
007.wav,-0.004,-0.0017,1.2842,3.9661,0.6401,1.9822
008.wav,-0.0298,-0.0128,0.2795,3.3568,0.1249,1.672
009.wav,-0.0044,-0.0019,0.1786,3.3145,0.0871,1.6563
010.wav,-0.0072,-0.0031,0.2081,3.3606,0.1005,1.6788
011.wav,-0.0296,-0.0127,0.5507,3.5724,0.2605,1.7799
012.wav,-0.0244,-0.0105,0.1769,3.3355,0.0762,1.6625
013.wav,-0.0427,-0.0183,0.7762,3.7163,0.3668,1.849
014.wav,-0.0138,-0.0059,0.427,3.4678,0.2066,1.7309
015.wav,-0.0094,-0.004,0.7603,3.6618,0.3754,1.8289
016.wav,-0.0217,-0.0093,0.3845,3.4731,0.1814,1.7319
017.wav,-0.0025,-0.0011,1.1928,3.9468,0.5951,1.9728
018.wav,-0.0156,-0.0067,0.5843,3.3618,0.2843,1.6776
019.wav,-0.0912,-0.0391,0.4143,3.4196,0.1615,1.6903
020.wav,-0.0301,-0.0129,-0.0325,3.2289,-0.0313,1.608
021.wav,-0.0075,-0.0032,0.7172,3.481,0.3548,1.7389
022.wav,-0.0051,-0.0022,0.4772,3.502,0.2361,1.7499
023.wav,-0.0095,-0.0041,0.1608,3.4444,0.0756,1.7202
024.wav,-0.0088,-0.0038,0.268,3.3036,0.1296,1.6499
025.wav,-0.0073,-0.0031,0.1435,1.6176,0.0681,0.8072
026.wav,-0.004,-0.0017,0.4597,3.4461,0.2279,1.7222
027.wav,-0.0108,-0.0046,0.4533,3.3862,0.2212,1.6908
028.wav,-0.0175,-0.0075,0.9934,3.8195,0.488,1.906
029.wav,-0.0044,-0.0019,0.7672,3.61,0.3814,1.8041
030.wav,-0.0166,-0.0071,-0.07,3.31,-0.0433,1.6514
031.wav,-0.0369,-0.0158,0.4319,3.4375,0.1975,1.7108
032.wav,-0.0601,-0.0257,0.7197,3.6544,0.3298,1.8143
033.wav,-0.0091,-0.0039,0.4241,3.501,0.2075,1.7485
034.wav,-0.01,-0.0043,0.3353,3.4048,0.1627,1.7003
035.wav,-0.0113,-0.0049,0.4573,3.487,0.223,1.7411
036.wav,-0.0232,-0.0099,0.8027,3.5994,0.3897,1.7947
037.wav,-0.0102,-0.0044,0.7315,3.64,0.3607,1.8178
038.wav,-0.0205,-0.0088,0.7333,3.6841,0.3564,1.8376
039.wav,-0.0135,-0.0058,0.3854,3.4086,0.1859,1.7014
040.wav,-0.0653,-0.028,0.355,3.4228,0.1448,1.6974
041.wav,-0.0315,-0.0135,0.4996,3.4082,0.2341,1.6973
042.wav,-0.0115,-0.0049,0.5698,3.5956,0.2792,1.7954
043.wav,-0.0194,-0.0083,-0.4282,3.1295,-0.2238,1.5606
044.wav,-0.0016,-0.0007,0.473,3.599,0.2357,1.7992
045.wav,-0.1059,-0.0454,0.1093,3.321,0.0017,1.6378
046.wav,-0.0235,-0.0101,0.6206,3.58,0.2985,1.7849
047.wav,-0.005,-0.0021,0.1978,3.3203,0.0964,1.6591
048.wav,-0.0132,-0.0056,0.3498,3.4155,0.1683,1.7049
049.wav,-0.0057,-0.0024,0.6341,3.5943,0.3142,1.7959
050.wav,-0.0251,-0.0107,0.4399,3.4724,0.2074,1.7308
