filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0125,-0.0054,1.9089,4.442,0.9482,2.2183
002.wav,-0.1297,-0.0556,0.8213,3.6876,0.3458,1.816
003.wav,-0.0743,-0.0318,1.2039,3.9565,0.5648,1.9623
004.wav,-0.114,-0.0489,0.0512,3.214,-0.0314,1.5826
005.wav,-0.0987,-0.0423,-0.4412,3.2915,-0.2699,1.6246
006.wav,-0.0168,-0.0072,1.2567,3.9521,0.6199,1.9725
007.wav,-0.3159,-0.1354,0.6038,3.4813,0.144,1.673
008.wav,-0.0201,-0.0086,-0.3792,3.2582,-0.1996,1.6248
009.wav,-0.2257,-0.0967,0.3678,3.4505,0.0711,1.6769
010.wav,-0.4137,-0.1773,0.1859,3.2923,-0.1139,1.5575
011.wav,-0.3204,-0.1373,1.2105,3.9899,0.445,1.9263
012.wav,-0.1741,-0.0746,0.8989,3.7858,0.3624,1.8556
013.wav,-0.0672,-0.0288,0.4994,2.0607,0.2161,1.0159
014.wav,-0.0545,-0.0234,0.9167,3.7803,0.4311,1.8784
015.wav,-0.2524,-0.1082,-0.2322,3.0044,-0.2423,1.4481
016.wav,-0.2675,-0.1146,0.6763,3.6088,0.2044,1.7471
017.wav,-0.1379,-0.0591,0.9675,3.7914,0.4148,1.8662
018.wav,-0.1143,-0.049,0.0427,3.2138,-0.0358,1.5824
019.wav,-0.1393,-0.0597,0.0708,3.2922,-0.0343,1.6163
020.wav,-0.1208,-0.0518,0.7166,3.6463,0.2979,1.7973
021.wav,-0.1713,-0.0734,0.9522,3.5834,0.3904,1.755
022.wav,-0.2076,-0.089,0.4142,3.5055,0.1033,1.7083
023.wav,-0.1583,-0.0678,0.2294,3.341,0.0355,1.6366
024.wav,-0.3285,-0.1408,0.3011,3.3805,-0.0137,1.6198
025.wav,-0.1142,-0.049,0.7396,3.6632,0.3127,1.8071
026.wav,-0.0354,-0.0152,0.5403,3.5399,0.2525,1.7624
027.wav,-0.1617,-0.0693,0.4706,3.4835,0.1545,1.7071
028.wav,-0.1409,-0.0604,0.6701,3.6187,0.2646,1.7792
029.wav,-0.2519,-0.1079,0.9429,3.7988,0.3455,1.8454
030.wav,-0.1625,-0.0696,0.5236,3.4443,0.1806,1.6873
031.wav,-0.1909,-0.0818,0.2826,3.3493,0.0459,1.6337
032.wav,-0.1039,-0.0445,0.2263,3.3693,0.0612,1.6624
033.wav,-0.0681,-0.0292,1.5478,4.121,0.7399,2.0459
034.wav,-0.4921,-0.2109,0.4215,3.4563,-0.0353,1.6227
035.wav,-0.2543,-0.109,0.0852,3.274,-0.0846,1.5825
036.wav,-0.2048,-0.0878,0.2093,3.3319,0.0023,1.622
037.wav,-0.4448,-0.1906,0.5082,3.5012,0.0317,1.6553
038.wav,-0.0451,-0.0193,0.4992,3.5074,0.2271,1.744
039.wav,-0.2328,-0.0998,0.2702,3.3682,0.0187,1.6342
040.wav,-0.065,-0.0278,0.19,3.3215,0.0625,1.6468
041.wav,-0.0158,-0.0068,1.054,3.8539,0.5191,1.9236
042.wav,-0.0505,-0.0216,0.8486,3.7306,0.399,1.8545
043.wav,-0.2318,-0.0993,0.3199,3.3808,0.0441,1.6407
044.wav,-0.109,-0.0467,1.6897,4.2869,0.7904,2.1201
045.wav,-0.2979,-0.1277,0.3692,3.4212,0.0357,1.6468
046.wav,-0.0059,-0.0025,0.1614,3.3173,0.0778,1.6574
047.wav,-0.1064,-0.0456,1.6589,4.1106,0.7763,2.0325
048.wav,-0.0522,-0.0224,1.474,4.1325,0.7109,2.0551
049.wav,-0.1148,-0.0492,0.7244,3.6501,0.3048,1.8005
