filename,topic_id,topic_keywords
001.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
002.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
003.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
004.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
005.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
006.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
007.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
008.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
009.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
010.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
011.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
012.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
013.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
014.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
015.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
016.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
017.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
018.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
019.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
020.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
021.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
022.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
023.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
024.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
025.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
026.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
027.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
028.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
029.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
030.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
031.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
032.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
033.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
034.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
035.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
036.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
037.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
038.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
039.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
040.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
041.txt,0,"private brands, national brands, exclusive brand, warm weather, private brand, strong performance, competitive store, lower inventory, digital business, exclusive brands"
