filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0013,-0.0006,1.9054,4.4402,0.9521,2.2198
002.wav,-0.0268,-0.0115,0.5304,3.4995,0.2518,1.744
003.wav,-0.0133,-0.0057,0.2291,3.0594,0.1079,1.5269
004.wav,-0.0122,-0.0052,0.1138,3.179,0.0508,1.5869
005.wav,-0.0064,-0.0027,0.7194,3.641,0.3565,1.8191
006.wav,-0.0321,-0.0138,0.4153,3.4035,0.1916,1.6949
007.wav,-0.0122,-0.0052,0.5573,3.511,0.2726,1.7529
008.wav,-0.0302,-0.0129,0.742,3.674,0.3559,1.8305
009.wav,-0.0302,-0.0129,0.5976,3.6092,0.2837,1.7982
010.wav,-0.0155,-0.0066,0.2436,3.3517,0.1141,1.6725
011.wav,-0.0255,-0.0109,0.3689,3.3807,0.1717,1.6849
012.wav,-0.0231,-0.0099,0.3056,3.3416,0.1413,1.6659
013.wav,-0.0409,-0.0175,0.6774,3.6542,0.3182,1.8184
014.wav,-0.0101,-0.0043,0.2556,3.3696,0.1228,1.6827
015.wav,-0.0558,-0.0239,0.6216,3.5675,0.2829,1.7718
016.wav,-0.041,-0.0176,0.9018,3.7441,0.4304,1.8633
017.wav,-0.0132,-0.0056,0.92,3.7466,0.4534,1.8705
018.wav,-0.2324,-0.0996,0.4473,3.4703,0.1074,1.6853
019.wav,-0.0657,-0.0282,1.0233,3.7573,0.4788,1.8646
020.wav,-0.0082,-0.0035,0.2093,3.4382,0.1005,1.7173
021.wav,-0.0944,-0.0405,0.6801,3.5779,0.2928,1.7687
022.wav,-0.0399,-0.0171,0.6186,3.577,0.2894,1.7799
023.wav,-0.0287,-0.0123,0.6952,3.6605,0.3333,1.8241
024.wav,-0.0202,-0.0087,0.1775,3.4304,0.0787,1.7109
025.wav,-0.046,-0.0197,0.1974,3.3294,0.0757,1.6548
026.wav,-0.0014,-0.0006,0.2287,3.3456,0.1137,1.6725
027.wav,-0.0484,-0.0208,0.639,3.5097,0.2953,1.7445
028.wav,-0.0265,-0.0113,1.0457,3.8056,0.5096,1.8971
029.wav,-0.0187,-0.008,0.8068,3.6869,0.394,1.8394
030.wav,-0.0504,-0.0216,-0.0015,3.0803,-0.026,1.5294
031.wav,-0.012,-0.0051,-0.0405,3.1167,-0.0262,1.5558
032.wav,-0.0361,-0.0155,0.3655,3.2624,0.1647,1.6235
033.wav,-0.0305,-0.0131,0.3168,3.3876,0.1432,1.6873
034.wav,-0.0296,-0.0127,1.1051,3.8703,0.5377,1.9288
035.wav,-0.0516,-0.0221,0.7869,3.6583,0.3676,1.8181
036.wav,-0.0569,-0.0244,0.3275,3.4051,0.1353,1.6904
037.wav,-0.4199,-0.18,0.7586,3.6788,0.1694,1.7494
038.wav,-0.0,-0.0,0.2435,3.1719,0.1218,1.5859
039.wav,-0.0064,-0.0027,0.7595,3.6746,0.3765,1.8359
040.wav,-0.0139,-0.006,0.2401,3.3494,0.1131,1.6717
041.wav,-0.0095,-0.0041,-0.0868,2.9354,-0.0481,1.4657
042.wav,-0.0139,-0.006,0.2473,3.3521,0.1167,1.6731
043.wav,-0.031,-0.0133,-0.0079,3.2801,-0.0194,1.6334
044.wav,-0.0292,-0.0125,0.1473,3.3749,0.059,1.6812
045.wav,-0.0161,-0.0069,0.2972,3.4206,0.1405,1.7069
046.wav,-0.0455,-0.0195,0.271,3.3626,0.1128,1.6715
047.wav,-0.0119,-0.0051,0.2406,3.3446,0.1143,1.6697
048.wav,-0.009,-0.0038,0.2295,3.4306,0.1102,1.7134
049.wav,-0.0173,-0.0074,-0.1648,3.3931,-0.091,1.6929
050.wav,-0.0067,-0.0029,0.3283,3.4073,0.1608,1.7022
051.wav,-0.012,-0.0051,0.6394,3.5906,0.3137,1.7927
052.wav,-0.0035,-0.0015,0.7426,3.7355,0.3695,1.867
053.wav,-0.099,-0.0424,0.7282,3.6427,0.3146,1.8002
054.wav,-0.0204,-0.0087,1.2474,4.0073,0.6135,1.9993
055.wav,-0.0246,-0.0105,0.7074,3.6456,0.3414,1.8175
056.wav,-0.0423,-0.0181,1.6718,4.2497,0.8147,2.1158
057.wav,-0.0521,-0.0223,0.6038,3.442,0.2758,1.7098
058.wav,-0.0392,-0.0168,0.5726,3.5386,0.2667,1.7609
059.wav,-0.0535,-0.0229,-0.0081,3.2596,-0.0308,1.6183
060.wav,-0.0168,-0.0072,1.2682,3.9971,0.6257,1.995
061.wav,-0.0128,-0.0055,0.3261,3.3982,0.1566,1.6964
062.wav,-0.059,-0.0253,0.2221,3.3164,0.0816,1.6456
063.wav,-0.0019,-0.0008,1.169,3.9814,0.5835,1.9903
064.wav,-0.002,-0.0008,0.5466,3.5281,0.2723,1.7636
065.wav,-0.0081,-0.0035,1.0751,3.7154,0.5335,1.856
066.wav,-0.0235,-0.0101,0.569,3.5339,0.2727,1.7619
067.wav,-0.0336,-0.0144,0.8992,3.7231,0.4328,1.8543
068.wav,-0.0135,-0.0058,0.854,3.7598,0.4203,1.877
069.wav,-0.0157,-0.0067,0.123,1.0205,0.0537,0.5069
070.wav,-0.0322,-0.0138,0.7576,3.7951,0.3627,1.8907
071.wav,-0.0573,-0.0245,0.6454,3.6149,0.2941,1.7952
072.wav,-0.0127,-0.0054,0.7231,3.6474,0.3552,1.821
073.wav,-0.0527,-0.0226,0.483,3.5023,0.2151,1.7399
