Index,Audio Path,Transcript Path
001,Polo Ralph Lauren Corp._20170202/CEO/001-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/001.txt
002,Polo Ralph Lauren Corp._20170202/CEO/002-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/002.txt
003,Polo Ralph Lauren Corp._20170202/CEO/003-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/003.txt
004,Polo Ralph Lauren Corp._20170202/CEO/004-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/004.txt
005,Polo Ralph Lauren Corp._20170202/CEO/005-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/005.txt
006,Polo Ralph Lauren Corp._20170202/CEO/006-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/006.txt
007,Polo Ralph Lauren Corp._20170202/CEO/007-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/007.txt
008,Polo Ralph Lauren Corp._20170202/CEO/008-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/008.txt
009,Polo Ralph Lauren Corp._20170202/CEO/009-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/009.txt
010,Polo Ralph Lauren Corp._20170202/CEO/010-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/010.txt
011,Polo Ralph Lauren Corp._20170202/CEO/011-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/011.txt
012,Polo Ralph Lauren Corp._20170202/CEO/012-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/012.txt
013,Polo Ralph Lauren Corp._20170202/CEO/013-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/013.txt
014,Polo Ralph Lauren Corp._20170202/CEO/014-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/014.txt
015,Polo Ralph Lauren Corp._20170202/CEO/015-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/015.txt
016,Polo Ralph Lauren Corp._20170202/CEO/016-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/016.txt
017,Polo Ralph Lauren Corp._20170202/CEO/017-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/017.txt
018,Polo Ralph Lauren Corp._20170202/CEO/018-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/018.txt
019,Polo Ralph Lauren Corp._20170202/CEO/019-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/019.txt
020,Polo Ralph Lauren Corp._20170202/CEO/020-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/020.txt
021,Polo Ralph Lauren Corp._20170202/CEO/021-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/021.txt
022,Polo Ralph Lauren Corp._20170202/CEO/022-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/022.txt
023,Polo Ralph Lauren Corp._20170202/CEO/023-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/023.txt
024,Polo Ralph Lauren Corp._20170202/CEO/024-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/024.txt
025,Polo Ralph Lauren Corp._20170202/CEO/025-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/025.txt
026,Polo Ralph Lauren Corp._20170202/CEO/026-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/026.txt
027,Polo Ralph Lauren Corp._20170202/CEO/027-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/027.txt
028,Polo Ralph Lauren Corp._20170202/CEO/028-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/028.txt
029,Polo Ralph Lauren Corp._20170202/CEO/029-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/029.txt
030,Polo Ralph Lauren Corp._20170202/CEO/030-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/030.txt
031,Polo Ralph Lauren Corp._20170202/CEO/031-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/031.txt
032,Polo Ralph Lauren Corp._20170202/CEO/032-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/032.txt
033,Polo Ralph Lauren Corp._20170202/CEO/033-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/033.txt
034,Polo Ralph Lauren Corp._20170202/CEO/034-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/034.txt
035,Polo Ralph Lauren Corp._20170202/CEO/035-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/035.txt
036,Polo Ralph Lauren Corp._20170202/CEO/036-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/036.txt
037,Polo Ralph Lauren Corp._20170202/CEO/037-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/037.txt
038,Polo Ralph Lauren Corp._20170202/CEO/038-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/038.txt
039,Polo Ralph Lauren Corp._20170202/CEO/039-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/039.txt
040,Polo Ralph Lauren Corp._20170202/CEO/040-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/040.txt
041,Polo Ralph Lauren Corp._20170202/CEO/041-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/041.txt
042,Polo Ralph Lauren Corp._20170202/CEO/042-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/042.txt
043,Polo Ralph Lauren Corp._20170202/CEO/043-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/043.txt
044,Polo Ralph Lauren Corp._20170202/CEO/044-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/044.txt
045,Polo Ralph Lauren Corp._20170202/CEO/045-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/045.txt
046,Polo Ralph Lauren Corp._20170202/CEO/046-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/046.txt
047,Polo Ralph Lauren Corp._20170202/CEO/047-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/047.txt
048,Polo Ralph Lauren Corp._20170202/CEO/048-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/048.txt
049,Polo Ralph Lauren Corp._20170202/CEO/049-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/049.txt
050,Polo Ralph Lauren Corp._20170202/CEO/050-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/050.txt
051,Polo Ralph Lauren Corp._20170202/CEO/051-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/051.txt
052,Polo Ralph Lauren Corp._20170202/CEO/052-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/052.txt
053,Polo Ralph Lauren Corp._20170202/CEO/053-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/053.txt
054,Polo Ralph Lauren Corp._20170202/CEO/054-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/054.txt
055,Polo Ralph Lauren Corp._20170202/CEO/055-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/055.txt
056,Polo Ralph Lauren Corp._20170202/CEO/056-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/056.txt
057,Polo Ralph Lauren Corp._20170202/CEO/057-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/057.txt
058,Polo Ralph Lauren Corp._20170202/CEO/058-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/058.txt
059,Polo Ralph Lauren Corp._20170202/CEO/059-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/059.txt
060,Polo Ralph Lauren Corp._20170202/CEO/060-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/060.txt
061,Polo Ralph Lauren Corp._20170202/CEO/061-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/061.txt
062,Polo Ralph Lauren Corp._20170202/CEO/062-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/062.txt
063,Polo Ralph Lauren Corp._20170202/CEO/063-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/063.txt
064,Polo Ralph Lauren Corp._20170202/CEO/064-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/064.txt
065,Polo Ralph Lauren Corp._20170202/CEO/065-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/065.txt
066,Polo Ralph Lauren Corp._20170202/CEO/066-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/066.txt
067,Polo Ralph Lauren Corp._20170202/CEO/067-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/067.txt
068,Polo Ralph Lauren Corp._20170202/CEO/068-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/068.txt
069,Polo Ralph Lauren Corp._20170202/CEO/069-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/069.txt
070,Polo Ralph Lauren Corp._20170202/CEO/070-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/070.txt
071,Polo Ralph Lauren Corp._20170202/CEO/071-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/071.txt
072,Polo Ralph Lauren Corp._20170202/CEO/072-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/072.txt
073,Polo Ralph Lauren Corp._20170202/CEO/073-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/073.txt
074,Polo Ralph Lauren Corp._20170202/CEO/074-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/074.txt
075,Polo Ralph Lauren Corp._20170202/CEO/075-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/075.txt
076,Polo Ralph Lauren Corp._20170202/CEO/076-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/076.txt
077,Polo Ralph Lauren Corp._20170202/CEO/077-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/077.txt
078,Polo Ralph Lauren Corp._20170202/CEO/078-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/078.txt
079,Polo Ralph Lauren Corp._20170202/CEO/079-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/079.txt
080,Polo Ralph Lauren Corp._20170202/CEO/080-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/080.txt
081,Polo Ralph Lauren Corp._20170202/CEO/081-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/081.txt
082,Polo Ralph Lauren Corp._20170202/CEO/082-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/082.txt
083,Polo Ralph Lauren Corp._20170202/CEO/083-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/083.txt
084,Polo Ralph Lauren Corp._20170202/CEO/084-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/084.txt
085,Polo Ralph Lauren Corp._20170202/CEO/085-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/085.txt
086,Polo Ralph Lauren Corp._20170202/CEO/086-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/086.txt
087,Polo Ralph Lauren Corp._20170202/CEO/087-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/087.txt
088,Polo Ralph Lauren Corp._20170202/CEO/088-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/088.txt
089,Polo Ralph Lauren Corp._20170202/CEO/089-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/089.txt
090,Polo Ralph Lauren Corp._20170202/CEO/090-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/090.txt
091,Polo Ralph Lauren Corp._20170202/CEO/091-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/091.txt
092,Polo Ralph Lauren Corp._20170202/CEO/092-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/092.txt
093,Polo Ralph Lauren Corp._20170202/CEO/093-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/093.txt
094,Polo Ralph Lauren Corp._20170202/CEO/094-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/094.txt
095,Polo Ralph Lauren Corp._20170202/CEO/095-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/095.txt
096,Polo Ralph Lauren Corp._20170202/CEO/096-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/096.txt
097,Polo Ralph Lauren Corp._20170202/CEO/097-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/097.txt
098,Polo Ralph Lauren Corp._20170202/CEO/098-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/098.txt
099,Polo Ralph Lauren Corp._20170202/CEO/099-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/099.txt
100,Polo Ralph Lauren Corp._20170202/CEO/100-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/100.txt
101,Polo Ralph Lauren Corp._20170202/CEO/101-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/101.txt
102,Polo Ralph Lauren Corp._20170202/CEO/102-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/102.txt
103,Polo Ralph Lauren Corp._20170202/CEO/103-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/103.txt
104,Polo Ralph Lauren Corp._20170202/CEO/104-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/104.txt
105,Polo Ralph Lauren Corp._20170202/CEO/105-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/105.txt
106,Polo Ralph Lauren Corp._20170202/CEO/106-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/106.txt
107,Polo Ralph Lauren Corp._20170202/CEO/107-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/107.txt
108,Polo Ralph Lauren Corp._20170202/CEO/108-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/108.txt
109,Polo Ralph Lauren Corp._20170202/CEO/109-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/109.txt
110,Polo Ralph Lauren Corp._20170202/CEO/110-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/110.txt
111,Polo Ralph Lauren Corp._20170202/CEO/111-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/111.txt
112,Polo Ralph Lauren Corp._20170202/CEO/112-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/112.txt
113,Polo Ralph Lauren Corp._20170202/CEO/113-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/113.txt
114,Polo Ralph Lauren Corp._20170202/CEO/114-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/114.txt
115,Polo Ralph Lauren Corp._20170202/CEO/115-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/115.txt
116,Polo Ralph Lauren Corp._20170202/CEO/116-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/116.txt
117,Polo Ralph Lauren Corp._20170202/CEO/117-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/117.txt
118,Polo Ralph Lauren Corp._20170202/CEO/118-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/118.txt
119,Polo Ralph Lauren Corp._20170202/CEO/119-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/119.txt
120,Polo Ralph Lauren Corp._20170202/CEO/120-JaneNielsen.mp3,Polo Ralph Lauren Corp._20170202/sent_token/120.txt
