Index,Audio Path,Transcript Path
001,Target Corp._20171115/CEO/001-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/001.txt
002,Target Corp._20171115/CEO/002-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/002.txt
003,Target Corp._20171115/CEO/003-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/003.txt
004,Target Corp._20171115/CEO/004-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/004.txt
005,Target Corp._20171115/CEO/005-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/005.txt
006,Target Corp._20171115/CEO/006-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/006.txt
007,Target Corp._20171115/CEO/007-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/007.txt
008,Target Corp._20171115/CEO/008-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/008.txt
009,Target Corp._20171115/CEO/009-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/009.txt
010,Target Corp._20171115/CEO/010-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/010.txt
011,Target Corp._20171115/CEO/011-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/011.txt
012,Target Corp._20171115/CEO/012-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/012.txt
013,Target Corp._20171115/CEO/013-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/013.txt
014,Target Corp._20171115/CEO/014-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/014.txt
015,Target Corp._20171115/CEO/015-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/015.txt
016,Target Corp._20171115/CEO/016-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/016.txt
017,Target Corp._20171115/CEO/017-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/017.txt
018,Target Corp._20171115/CEO/018-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/018.txt
019,Target Corp._20171115/CEO/019-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/019.txt
020,Target Corp._20171115/CEO/020-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/020.txt
021,Target Corp._20171115/CEO/021-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/021.txt
022,Target Corp._20171115/CEO/022-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/022.txt
023,Target Corp._20171115/CEO/023-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/023.txt
024,Target Corp._20171115/CEO/024-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/024.txt
025,Target Corp._20171115/CEO/025-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/025.txt
026,Target Corp._20171115/CEO/026-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/026.txt
027,Target Corp._20171115/CEO/027-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/027.txt
028,Target Corp._20171115/CEO/028-JohnJ.Mulligan.mp3,Target Corp._20171115/sent_token/028.txt
