Index,Audio Path,Transcript Path
001,Freeport-McMoRan Inc._20170425/CEO/001-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/001.txt
002,Freeport-McMoRan Inc._20170425/CEO/002-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/002.txt
003,Freeport-McMoRan Inc._20170425/CEO/003-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/003.txt
004,Freeport-McMoRan Inc._20170425/CEO/004-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/004.txt
005,Freeport-McMoRan Inc._20170425/CEO/005-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/005.txt
006,Freeport-McMoRan Inc._20170425/CEO/006-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/006.txt
007,Freeport-McMoRan Inc._20170425/CEO/007-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/007.txt
008,Freeport-McMoRan Inc._20170425/CEO/008-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/008.txt
009,Freeport-McMoRan Inc._20170425/CEO/009-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/009.txt
010,Freeport-McMoRan Inc._20170425/CEO/010-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/010.txt
011,Freeport-McMoRan Inc._20170425/CEO/011-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/011.txt
012,Freeport-McMoRan Inc._20170425/CEO/012-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/012.txt
013,Freeport-McMoRan Inc._20170425/CEO/013-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/013.txt
014,Freeport-McMoRan Inc._20170425/CEO/014-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/014.txt
015,Freeport-McMoRan Inc._20170425/CEO/015-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/015.txt
016,Freeport-McMoRan Inc._20170425/CEO/016-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/016.txt
017,Freeport-McMoRan Inc._20170425/CEO/017-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/017.txt
018,Freeport-McMoRan Inc._20170425/CEO/018-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/018.txt
019,Freeport-McMoRan Inc._20170425/CEO/019-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/019.txt
020,Freeport-McMoRan Inc._20170425/CEO/020-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/020.txt
021,Freeport-McMoRan Inc._20170425/CEO/021-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/021.txt
022,Freeport-McMoRan Inc._20170425/CEO/022-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/022.txt
023,Freeport-McMoRan Inc._20170425/CEO/023-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/023.txt
024,Freeport-McMoRan Inc._20170425/CEO/024-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/024.txt
025,Freeport-McMoRan Inc._20170425/CEO/025-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/025.txt
026,Freeport-McMoRan Inc._20170425/CEO/026-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/026.txt
027,Freeport-McMoRan Inc._20170425/CEO/027-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/027.txt
028,Freeport-McMoRan Inc._20170425/CEO/028-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/028.txt
029,Freeport-McMoRan Inc._20170425/CEO/029-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/029.txt
030,Freeport-McMoRan Inc._20170425/CEO/030-RichardC.Adkerson.mp3,Freeport-McMoRan Inc._20170425/sent_token/030.txt
