filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm
001.wav,-0.0065,-0.0028,1.915,4.4462,0.81485117023283,0.9900379506641367,0.6297187960180837,0.9800759013282734,0.9999835444475764,1.0
002.wav,-0.0429,-0.0184,0.9065,3.7236,0.5898014144592405,0.6163990585667061,0.22246149634923934,0.832068311195446,0.9571413325692417,0.4007298059379662
003.wav,-0.1007,-0.0432,0.6365,3.573,0.08149118789113896,0.4363038325512709,-0.5306598279770101,0.5967741935483871,0.693642203759288,0.2758334715541547
004.wav,-0.2476,-0.1061,0.4987,3.5051,-0.3422084062068754,0.10976115442030185,-0.990421082953102,0.0,0.30600427053935114,0.2195223088406037
005.wav,-0.236,-0.1011,0.9136,3.7364,-0.013658732482158098,0.2293917476032195,-0.9867266150352695,0.04743833017077803,0.9594091500709533,0.411345165035661
006.wav,-0.0577,-0.0247,0.1836,3.3292,-0.3535019282024541,0.42297003446026055,0.016966692652173362,0.7722960151802657,-0.7239705490570815,0.07364405374025543
007.wav,-0.0601,-0.0257,0.3152,3.3683,-0.19904400997227595,0.43443950381505203,-0.016966692652173362,0.7628083491461101,-0.3811213272923785,0.10607065848399395
008.wav,-0.0062,-0.0026,0.4842,3.5031,0.44301922251432646,0.5999185467583465,0.6322718619571193,0.9819734345351043,0.25376658307153366,0.21786365898158874
009.wav,-0.0138,-0.0059,0.358,3.423,0.16675537654205036,0.5510494343752192,0.5633492672389929,0.9506641366223909,-0.2298385141548922,0.15143473212804767
010.wav,-0.1938,-0.0831,0.3957,3.4407,-0.5216347162678514,0.19216505108295356,-0.9568768123790928,0.21821631878557882,-0.08639262015660988,0.16611378338032834
011.wav,-0.0964,-0.0413,1.1643,3.9151,0.25430207663687454,0.5871731444759561,-0.48557983459113935,0.6148007590132827,0.9941839878648885,0.5595455299386296
012.wav,-0.2185,-0.0936,0.2388,3.3471,-0.7913757872994742,0.10354239770269126,-0.9783191482328616,0.11859582542694495,-0.6044324263660867,0.08848896997843757
013.wav,-0.0611,-0.0262,0.4438,3.4624,0.03501076163831161,0.47108732523983543,-0.031098557317583354,0.7580645161290323,0.10112008059420659,0.18411013435063855
014.wav,-0.0437,-0.0187,0.5114,3.5572,0.280992702623046,0.5459760745265687,0.21168244779930412,0.8292220113851994,0.3503029574467878,0.26273013766793807
015.wav,-0.0155,-0.0067,0.8267,3.6635,0.7340907006633932,0.6469806907348196,0.5467176919375925,0.9430740037950665,0.9214637093891939,0.35088737767457273
