filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm
001.wav,-0.0083,-0.0035,1.9154,4.4463,0.4999020106478078,0.9934057408844065,0.0,0.986811481768813,0.9998040212956156,1.0
002.wav,-0.0019,-0.0008,1.4909,4.082,0.8184145703575305,0.8957327538976037,0.6394974220127435,0.9972847168347555,0.9973317187023174,0.7941807909604519
003.wav,-0.0021,-0.0009,0.2877,3.2498,0.12557029122277485,0.6604540593373744,0.6252973337401149,0.9968968192397206,-0.37415675129456516,0.3240112994350283
004.wav,-0.0073,-0.0031,1.0714,3.8738,0.5415382057382262,0.8324583722326685,0.11778247912510467,0.9883630721489527,0.9652939323513477,0.6765536723163843
005.wav,-0.0092,-0.004,0.2997,3.3589,-0.22403448532092513,0.6852608556538815,-0.10609772595310915,0.9848719937936384,-0.3419712446887411,0.38564971751412447
006.wav,-0.0024,-0.001,0.5756,3.537,0.5297516877210495,0.7413900540426819,0.6031967137510803,0.9965089216446857,0.4563066616910187,0.48627118644067796
007.wav,-0.0039,-0.0017,0.2981,3.2749,0.06594871995738713,0.6659928644374609,0.4782088816068219,0.9937936384794415,-0.34631144169204764,0.33819209039548037
008.wav,-0.0059,-0.0025,0.2855,3.3076,-0.0516821340879024,0.6736785621929143,0.27659952218616546,0.9906904577191621,-0.37996379036197026,0.35666666666666663
009.wav,-0.0049,-0.0021,0.6687,3.5716,0.5170674670143108,0.749030628569425,0.3819389729022021,0.9922420480993018,0.6521959611264196,0.5058192090395481
010.wav,-0.0086,-0.0037,1.5541,4.153,0.48135305953264446,0.9101647359447388,-0.03548460882451029,0.9860356865787433,0.9981907278897992,0.8342937853107343
011.wav,-0.0071,-0.003,0.1889,3.312,-0.23078751624350557,0.6739517560584345,0.14105129972388775,0.9887509697439876,-0.6026263322108989,0.3591525423728813
012.wav,-0.0116,-0.005,0.2839,3.3913,-0.3779774884302288,0.6924739100515882,-0.3717865833161602,0.9809930178432893,-0.3841683935442975,0.40395480225988717
013.wav,-0.0075,-0.0032,0.1963,3.536,-0.24677127038209765,0.7368406946215917,0.09438359749843188,0.9879751745539178,-0.5879261382626272,0.4857062146892656
014.wav,-0.0066,-0.0028,0.8647,3.7531,0.5399698210805208,0.7989441734274806,0.1984936310447482,0.9895267649340572,0.8814460111162934,0.608361581920904
015.wav,-0.0019,-0.0008,0.1,3.37,-0.05478158148092649,0.694602810394779,0.6394974220127435,0.9972847168347555,-0.7490605849745965,0.3919209039548024
016.wav,-0.0007,-0.0003,0.4214,3.4508,0.3670598685198109,0.7183974131394284,0.715967098640931,0.99922420480993,0.01815263839869072,0.43757062146892667
017.wav,-0.0019,-0.0008,0.2549,3.3849,0.09098671676717088,0.6988118499428015,0.6394974220127435,0.9972847168347555,-0.45752398847840176,0.40033898305084753
018.wav,-0.006,-0.0026,0.1445,3.2991,-0.20845939968043106,0.6710834834518942,0.2656363034383698,0.9903025601241272,-0.6825551027992319,0.35186440677966113
019.wav,-0.1522,-0.0652,-0.0612,3.1346,-0.9494857744326284,0.5032026096522948,-0.9999999999999968,0.7474786656322732,-0.89897154886526,0.2589265536723163
020.wav,-0.0018,-0.0008,0.2249,3.3346,0.05953710303884763,0.6846028103947789,0.6464384866230612,0.9972847168347555,-0.527364280545366,0.3719209039548023
021.wav,-0.0181,-0.0078,0.1712,3.2793,-0.7285514505040445,0.6554049256420035,-0.8209260399848383,0.970131885182312,-0.6361768610232507,0.34067796610169504
022.wav,-0.0034,-0.0015,0.4287,3.3618,0.28156666532178876,0.6909287846313659,0.5225385077159695,0.9945694336695112,0.040594822927607924,0.38728813559322045
023.wav,-0.0143,-0.0061,0.3609,3.4044,-0.3885574542212454,0.6940410382506476,-0.6106707333172665,0.9767261442979054,-0.16644417512522422,0.4113559322033898
024.wav,-0.0674,-0.0289,0.2964,3.373,-0.6754525120695117,0.6409506559194926,-0.9999983148602211,0.8882854926299456,-0.35090670927880246,0.3936158192090397
025.wav,-0.0014,-0.0006,-0.0364,3.4045,-0.10506568043895237,0.7047364707016783,0.6731542715726926,0.9980605120248255,-0.8832856324505973,0.4114124293785312
026.wav,-0.005,-0.0022,0.316,3.3978,0.03742020637568658,0.6997406345741675,0.37178658331616027,0.991854150504267,-0.2969461705647871,0.4076271186440679
027.wav,-0.0386,-0.0165,0.2143,3.3332,-0.7744838087293534,0.6537573689585499,-0.9984639220734955,0.9363847944142746,-0.5505036953852113,0.371129943502825
028.wav,-0.0083,-0.0036,0.2311,3.4266,-0.256727020214645,0.7051609446292619,0.0,0.9864235841737781,-0.51345404042929,0.42389830508474585
029.wav,-0.0023,-0.001,0.8146,3.6777,0.726342221906912,0.7811358167545464,0.6106707333172665,0.9965089216446857,0.8420137104965574,0.565762711864407
030.wav,-0.0267,-0.0114,0.3077,3.3864,-0.6473422110104241,0.6786770062195107,-0.9746309534200402,0.956167571761055,-0.320053468600808,0.4011864406779662
031.wav,-0.007,-0.003,0.5153,3.5615,0.22520841923730844,0.744431982047135,0.15262917960523492,0.9887509697439876,0.29778765886938197,0.5001129943502826
032.wav,-0.0101,-0.0043,0.6657,3.6352,0.21851298315721357,0.7627298567189562,-0.20983341435046418,0.9837083010085336,0.6468593806648913,0.5417514124293787
033.wav,-0.0033,-0.0014,0.6179,3.5839,0.5420796631650489,0.7538628464232335,0.5310874136857805,0.9949573312645461,0.5530719126443173,0.5127683615819209
034.wav,-0.0026,-0.0011,0.5455,3.5396,0.4839449643122987,0.7419305685220006,0.5879261382626272,0.9961210240496509,0.37996379036197026,0.4877401129943504
035.wav,-0.0081,-0.0035,0.3845,3.4474,-0.03571927879878331,0.7112305996414686,0.023661924954738837,0.986811481768813,-0.09510048255230545,0.43564971751412435
036.wav,-0.0046,-0.002,0.4412,3.6514,0.2453789094891651,0.7717669502482983,0.4118419068758305,0.9926299456943366,0.07891591210249971,0.5509039548022601
037.wav,-0.0002,-0.0001,0.2838,3.4513,0.17958525822234123,0.7189265536723164,0.7436011717712178,1.0,-0.3844306553265353,0.43785310734463273
038.wav,-0.0017,-0.0007,0.9242,3.7672,0.7847744379275932,0.8070001490228049,0.6532741720419315,0.9976726144297906,0.9162747038132547,0.6163276836158192
039.wav,-0.0042,-0.0018,0.8157,3.8122,0.6466812423901206,0.8175785766568924,0.4503665678881039,0.9934057408844064,0.8429959168921373,0.6417514124293785
040.wav,-0.0049,-0.0021,0.4493,3.4469,0.2427850453881265,0.71380463986886,0.3819389729022021,0.9922420480993018,0.10363111787405091,0.43536723163841806
041.wav,-0.0317,-0.0136,0.2722,3.3676,-0.703293289316505,0.6690993982108497,-0.9921614696340093,0.947633824670287,-0.41442510899900076,0.3905649717514124
042.wav,-0.015,-0.0064,0.8176,3.6247,0.09233715799178666,0.7556908302761742,-0.6600049891513482,0.9755624515128005,0.8446793051349215,0.5358192090395479
043.wav,-0.0224,-0.0096,0.126,3.374,-0.8215712806288349,0.6786652597160678,-0.931350059445403,0.9631497284716835,-0.7117925018122667,0.3941807909604521
044.wav,-0.0019,-0.0008,0.4155,3.54,0.31974871100637176,0.7426254092648354,0.6394974220127435,0.9972847168347555,0.0,0.48796610169491533
045.wav,-0.0098,-0.0042,0.6289,3.5644,0.20023442101193184,0.7429238055164736,-0.17565672028065146,0.9840961986035687,0.5761255623045152,0.5017514124293786
046.wav,-0.0081,-0.0035,0.1029,3.3197,-0.36072791413605754,0.675157153313785,0.023661924954738837,0.986811481768813,-0.7451177532268539,0.3635028248587572
