filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm
001.wav,-0.0239,-0.0102,1.906,4.4392,0.5025015401434914,0.9687308349505199,0.01044065403459776,0.9402074435631484,0.9945624262523849,0.9972542263378914
002.wav,-0.0236,-0.0101,1.0489,3.8109,0.40556730735682206,0.7999016252980263,0.022966234433325905,0.940817571690055,0.7881683802803182,0.6589856789059977
003.wav,-0.0254,-0.0109,1.4976,4.111,0.4577411799412553,0.8782460810255671,-0.05215779249001368,0.9359365466748019,0.9676401523725242,0.8205556153763324
004.wav,-0.0032,-0.0014,0.2619,3.3601,0.06109192268167024,0.7050897706931291,0.7038847169853912,0.9938987187309335,-0.5817008716220508,0.4162808226553247
005.wav,-0.0636,-0.0272,0.2635,3.3834,-0.7539468884862521,0.6326554507856147,-0.9285268709803584,0.8364856619890177,-0.5793669059921458,0.42882523958221164
006.wav,-0.0131,-0.0056,0.6003,3.588,0.2553365138725292,0.7536262778314706,0.43130081731557335,0.9682733374008543,0.07937221042948511,0.5389792182620868
007.wav,-0.0057,-0.0024,0.6083,3.6183,0.37204268308664923,0.7715448907994162,0.6472481449311966,0.987797437461867,0.09683722124210178,0.5552923441369656
008.wav,-0.0019,-0.0008,0.028,3.34,-0.0485514835798449,0.7015093657985179,0.7302449519130024,0.9975594874923734,-0.8273479190726922,0.40545924410466233
009.wav,-0.0329,-0.0141,0.4524,3.4318,-0.2955173643530845,0.6856478083182006,-0.3499933447798483,0.916412446613789,-0.24104138392632077,0.4548831700226122
010.wav,-0.0214,-0.0092,1.2339,3.9134,0.5073080029072758,0.830239535238332,0.11434902287505341,0.946308724832215,0.9002669829394983,0.7141703456444493
011.wav,-0.0171,-0.0073,0.8204,3.6912,0.39850899850898913,0.7762209575693892,0.2862136256392276,0.9579011592434412,0.5108043713787507,0.5945407558953374
012.wav,-0.0086,-0.0037,0.326,3.398,0.045255959724653266,0.7082757307429091,0.5712876561565619,0.9798657718120806,-0.4807757367072553,0.43668568967373755
013.wav,-0.0134,-0.0057,0.2578,3.5171,-0.08329535932895246,0.7342353948814015,0.42104739977379785,0.9676632092739476,-0.5876381184317028,0.5008075804888554
014.wav,-0.0083,-0.0036,0.2413,3.3163,-0.015616057215646517,0.6865876861598673,0.5796673149569729,0.9804758999389873,-0.6108994293882659,0.39269947238074726
015.wav,-0.0195,-0.0083,0.9372,3.7772,0.4336538068701423,0.7963209576153774,0.19179804846714782,0.9517998779743747,0.6755095652731369,0.6408420372563799
016.wav,-0.0403,-0.0173,0.1562,3.2973,-0.6515260809590628,0.6396792330373442,-0.5879261382626273,0.896888346552776,-0.7151260236554984,0.3824701195219123
017.wav,-0.0066,-0.0028,0.4854,3.4537,0.2266579710527047,0.7260153850570706,0.6248732410067025,0.9853569249542404,-0.17155729890129315,0.4666738451599009
018.wav,-0.0157,-0.0067,0.2473,3.3492,-0.1318034155526496,0.685987166220595,0.33895103382185504,0.961561928004881,-0.6025578649271542,0.4104124044363089
019.wav,-0.0087,-0.0037,0.239,3.344,-0.02279701938257106,0.693739281943512,0.5684675849827469,0.9798657718120806,-0.614061623747889,0.4076127920749434
020.wav,-0.0519,-0.0222,0.9777,3.7994,-0.049802793136263845,0.7598931484128949,-0.8206989357999462,0.8669920683343503,0.7210933495274185,0.6527942284914395
021.wav,-0.0042,-0.0018,1.009,3.8027,0.7173639841861799,0.8230145558951143,0.6821875568475193,0.9914582062233069,0.7525404115248403,0.6545709055669215
022.wav,-0.0071,-0.0031,0.6356,3.5471,0.38395246013549683,0.7502428654197418,0.6119785389639316,0.9835265405735205,0.15592638130706205,0.5169591902659632
023.wav,-0.0308,-0.0132,0.6043,3.5697,-0.0913463687756858,0.725515168027,-0.27080422504270313,0.9219035997559489,0.08811148749133153,0.5291267362980511
024.wav,-0.016,-0.0069,0.2684,3.2041,-0.122172625207745,0.646317061782716,0.32781453886386486,0.9603416717510679,-0.5721597892793548,0.3322924518143641
025.wav,-0.0214,-0.0092,0.5687,3.5673,0.062179943557434,0.7370716661740486,0.11434902287505341,0.946308724832215,0.010010864239814598,0.5278346075158823
026.wav,-0.0154,-0.0066,0.4326,3.4951,0.03418487520368427,0.7255675613920487,0.34999334477984817,0.9621720561317878,-0.28162359437247964,0.4889630666523096
027.wav,-0.0097,-0.0042,0.4506,3.4851,0.14738068587089315,0.7301971639520772,0.5395295453417042,0.9768151311775473,-0.24476817359991787,0.4835791967266071
028.wav,-0.1171,-0.0502,0.4055,3.432,-0.6673514600813627,0.5755735201108072,-0.9991508120015318,0.6961561928004882,-0.3355521081611937,0.4549908474211262
029.wav,-0.0374,-0.016,0.3133,3.3913,-0.5025075598748211,0.6689492545130397,-0.5030452587146367,0.9048200122025625,-0.5019698610350055,0.43307849682351685
030.wav,-0.015,-0.0064,0.4983,3.5333,0.1103420626933937,0.7364608810770473,0.36456607310469874,0.9633923123856011,-0.14388194771791135,0.5095294497684936
031.wav,-0.0033,-0.0014,0.1231,3.3097,-0.02356009585694757,0.6915224184803584,0.7017713225632574,0.9938987187309335,-0.7488915142771525,0.38914611822978346
032.wav,-0.0207,-0.0089,0.623,3.6204,0.13593200335017191,0.752281033017149,0.14309735493002732,0.9481391092129349,0.1287666517703165,0.5564229568213632
033.wav,-0.0126,-0.0054,0.3363,3.4767,-0.007509132072500646,0.7242751698218423,0.4481442461240295,0.9694935936546676,-0.46316251026903077,0.47905674598901693
034.wav,-0.0035,-0.0015,0.7208,3.6508,0.5145742674891591,0.783039255999763,0.6975072248926364,0.9932885906040269,0.3316413100856818,0.572789921395499
035.wav,-0.008,-0.0034,1.3034,4.0162,0.7567470402580336,0.8756063423367364,0.5879261382626271,0.9816961561928006,0.9255679422534403,0.7695165284806721
036.wav,-0.0071,-0.003,0.4128,3.457,0.1453779280190652,0.726293595467905,0.6119785389639316,0.9841366687004272,-0.3212226829258012,0.4684505222353827
037.wav,-0.0075,-0.0032,0.7114,3.5516,0.45726582712633035,0.7511491720895715,0.6014225113424302,0.9829164124466138,0.31310914291023056,0.5193819317325293
038.wav,-0.0089,-0.0038,0.3004,3.3814,0.01994479025777507,0.7035020546411226,0.562787179037612,0.9792556436851739,-0.5228975985220619,0.42774846559707125
039.wav,-0.0212,-0.0091,0.9361,3.788,0.39838805311841535,0.79678773486763,0.12258457295612657,0.9469188529591215,0.6741915332807041,0.6466566167761385
040.wav,-0.0082,-0.0035,0.4254,3.4672,0.14314531613960196,0.7275140488127466,0.582433680883886,0.9810860280658938,-0.2961430486046821,0.47394206955959944
041.wav,-0.0129,-0.0055,1.2525,3.9975,0.6729093492280618,0.8641660786236844,0.43807528481008007,0.9688834655277608,0.9077434136460435,0.759448691719608
042.wav,-0.0242,-0.0104,0.3253,3.4001,-0.24202362060899024,0.6884017448337351,-0.0020882036504083976,0.9389871873093351,-0.4819590375675721,0.43781630235813507
043.wav,-0.0267,-0.0115,0.1981,3.2842,-0.3865730749956732,0.6538465139163018,-0.10609772595310932,0.9322757779133618,-0.6670484240382372,0.3754172499192418
044.wav,-0.009,-0.0039,0.266,3.3584,-0.007887066668804787,0.6970055401631113,0.559926852231592,0.9786455155582674,-0.5757009855692016,0.4153655647679552
045.wav,-0.0062,-0.0027,1.0457,3.8685,0.7102181533942835,0.8379819113795959,0.6349497699189093,0.9859670530811471,0.7854865368696576,0.6899967696780446
046.wav,-0.0089,-0.0038,0.4098,3.4341,0.11782870626114417,0.7176885518953489,0.562787179037612,0.9792556436851739,-0.32712976651532366,0.4561214601055238
047.wav,-0.011,-0.0047,0.2766,3.3843,-0.02998981885805102,0.7015371392092695,0.49991915614442795,0.9737644905430141,-0.55989879386053,0.42930978787552493
048.wav,-0.0261,-0.0112,0.9135,3.7223,0.2824451433841589,0.7726953768291773,-0.08126048718132128,0.9341061622940819,0.646150773949639,0.6112845913642727
