filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm
001.wav,-0.0069,-0.003,1.9132,4.4448,0.937782657787966,0.9957173447537473,0.8757955448079606,0.9914346895074947,0.9997697707679715,1.0
002.wav,-0.2964,-0.127,0.2714,3.3624,-0.5019515428338852,0.36711744778341127,-0.536433286931235,0.4603854389721627,-0.4674697987365353,0.27384945659465987
003.wav,-0.2323,-0.0996,0.6124,3.5707,0.16440040848292314,0.4956610174653381,-0.16441335790845998,0.5777301927194861,0.4932141748743063,0.4135918422111901
004.wav,-0.2594,-0.1112,0.2726,3.3704,-0.40006901814968265,0.40363390738995064,-0.3355528418249329,0.528051391862955,-0.4645851944744324,0.2792164229169462
005.wav,-0.3716,-0.1592,0.246,3.3475,-0.6646466680766778,0.2931687109311141,-0.8031299964432459,0.3224839400428265,-0.5261633397101098,0.2638534818194016
006.wav,-0.3072,-0.1317,0.2055,3.3118,-0.598272493523366,0.34008017696048687,-0.5863761712370903,0.4402569593147751,-0.6101688158096417,0.2399033946061987
007.wav,-0.24,-0.1029,0.4317,3.4847,-0.11457855274014493,0.4597471923267322,-0.214572066017346,0.5635974304068523,-0.014585039462943868,0.35589695424661216
008.wav,-0.0799,-0.0342,0.151,3.293,-0.003169477156553413,0.5425534347866185,0.6983459180782876,0.8578158458244111,-0.7046848723913944,0.227291023748826
009.wav,-0.2783,-0.1193,-0.0684,3.0104,-0.6787562984332681,0.2655324113911849,-0.44368267809839035,0.4933618843683083,-0.9138299187681459,0.03770293841406148
010.wav,-0.0874,-0.0375,0.6088,3.6891,0.5781258741515737,0.6683530136464024,0.6714486284202025,0.8436830835117772,0.48480311988294483,0.4930229437810276
011.wav,-0.1207,-0.0517,1.0241,3.8039,0.7379798758661276,0.676454144760413,0.5286868690352043,0.7828693790149893,0.9472728826970507,0.5700389105058367
