filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm
001.wav,-0.0239,-0.0103,1.8084,4.3604,0.11768095125797784,0.9188423388693242,-0.7630645980414117,0.8635135135135136,0.9984265005573674,0.9741711642251348
002.wav,-0.001,-0.0004,0.6829,3.6214,0.582815521482924,0.70084602721457,0.7064835322195329,0.9972972972972974,0.45914751074631516,0.4043947571318425
003.wav,-0.0074,-0.0032,1.5541,4.1756,0.6666718949498402,0.8955739857050575,0.3396495932591669,0.9594594594594597,0.9936941966405135,0.8316885119506553
004.wav,-0.0117,-0.005,0.6749,3.6126,0.2208569279055233,0.6663725020317155,0.0,0.9351351351351351,0.4417138558110466,0.39760986892829586
005.wav,-0.1395,-0.0598,0.2613,3.3574,-0.787996693262039,0.19772135281001896,-0.9999999985199993,0.19459459459459463,-0.5759933880040787,0.20084811102544328
006.wav,-0.0298,-0.0128,0.3027,3.3977,-0.6992776584244554,0.530824772343662,-0.9031064580828072,0.8297297297297298,-0.4954488587661036,0.23191981495759423
007.wav,-0.0121,-0.0052,0.76,3.6529,0.2879591985910839,0.6805570026464397,-0.03289012082400417,0.9324324324324326,0.608808518006172,0.42868157286044684
008.wav,-0.1732,-0.0742,0.2547,3.3612,-0.7939630691284195,0.10188897455666922,-0.9999999999942119,0.0,-0.5879261382626272,0.20377794911333844
009.wav,-0.0019,-0.0008,0.2923,3.378,0.07541643518866165,0.6043114046969098,0.6674324930382528,0.9918918918918921,-0.5165996226609295,0.21673091750192744
010.wav,-0.0122,-0.0052,0.0719,3.3131,-0.4333711504790523,0.5495623997166017,-0.041104312375801755,0.9324324324324326,-0.8256379885823029,0.16669236700077078
011.wav,-0.0063,-0.0027,0.281,3.3482,-0.060892970016392156,0.5799855175144303,0.4171006275469029,0.9662162162162163,-0.5388865675796872,0.19375481881264425
012.wav,-0.0592,-0.0254,0.5565,3.5437,-0.42483774374683436,0.5019733688970387,-0.9991924284501817,0.6594594594594595,0.14951694095651308,0.344487278334618
013.wav,-0.0507,-0.0217,0.3471,3.4237,-0.6976172255497333,0.4807127675092209,-0.9967346050647391,0.7094594594594595,-0.39849984603472755,0.2519660755589822
014.wav,-0.0124,-0.0053,0.1003,3.2361,-0.42839981260586046,0.5192028381504094,-0.0575149341157592,0.9310810810810811,-0.7992846910959618,0.10732459521973767
015.wav,-0.0246,-0.0105,0.3273,3.3944,-0.6145568040788812,0.5450931463460376,-0.7860803445041197,0.8608108108108109,-0.44303326365364276,0.22937548188126433
016.wav,-0.0224,-0.0096,0.3914,3.4399,-0.4992392428616794,0.568714705453333,-0.7064835322195328,0.872972972972973,-0.29199495350382604,0.2644564379336931
017.wav,-0.0125,-0.0054,0.0817,3.3335,-0.4413136546190864,0.5560753506011793,-0.06570916010383251,0.9297297297297298,-0.8169181491343402,0.1824209714726289
018.wav,-0.026,-0.0112,0.3545,3.4251,-0.6038044985190063,0.5521984204713579,-0.826264228088946,0.8513513513513514,-0.3813447689490667,0.2530454895913645
019.wav,-0.0248,-0.0106,0.2839,3.3746,-0.6627606976307578,0.536784471441372,-0.7922851039143056,0.8594594594594596,-0.5332362913472102,0.21410948342328434
020.wav,-0.0999,-0.0428,0.2829,3.3287,-0.7675945443121179,0.30152222384296395,-0.9999990011189602,0.42432432432432443,-0.5351900875052757,0.1787201233616035
021.wav,-0.0269,-0.0115,0.6928,3.63,-0.18405987639709864,0.6291613703140302,-0.8483608913787711,0.8472972972972974,0.48024113858457385,0.411025443330763
022.wav,-0.0228,-0.0098,1.4987,4.1221,0.13444455015853018,0.8303548729917269,-0.7225834660871544,0.8702702702702703,0.9914725664042148,0.7904394757131837
023.wav,-0.0062,-0.0027,0.2252,3.3615,-0.10716840879260378,0.5851127341682468,0.4238717273565927,0.9662162162162163,-0.6382085449418002,0.20400925212027732
024.wav,-0.005,-0.0021,0.2046,3.3475,-0.08452410890827355,0.5837697180603888,0.5013504010747889,0.9743243243243244,-0.670398618891336,0.1932151117964533
025.wav,-0.0045,-0.0019,0.326,3.3257,0.042808151363514374,0.5767170601596199,0.531501705163295,0.9770270270270272,-0.44588540243626623,0.17640709329221252
026.wav,-0.0025,-0.0011,0.5512,3.5818,0.3872383838011657,0.6808502990268601,0.6391561295515181,0.9878378378378379,0.13532063805081335,0.3738627602158825
027.wav,-0.0127,-0.0055,0.3795,3.4277,-0.2017678892924441,0.5917142470149409,-0.08206996225719479,0.9283783783783783,-0.32146581632769344,0.25505011565150343
028.wav,-0.0038,-0.0016,0.1832,3.3045,-0.06490838566596119,0.5705713809414656,0.5715449194295704,0.981081081081081,-0.7013616907614928,0.16006168080185024
029.wav,-0.0028,-0.0012,0.5014,3.4994,0.3121648282688225,0.6484090103982162,0.624329656537645,0.9864864864864865,0.0,0.31033153430994587
030.wav,-0.0042,-0.0018,0.3406,3.3599,0.06781606806899043,0.5905770072308237,0.5489745212713568,0.9783783783783785,-0.41334238513337596,0.20277563608326898
031.wav,-0.002,-0.0009,1.7868,4.3436,0.8305377538192577,0.9758793681885433,0.6628461006468189,0.9905405405405406,0.9982294069916964,0.9612181958365459
032.wav,-0.0058,-0.0025,1.8501,4.3939,0.7246143602819307,0.9844594594594596,0.4504815975889977,0.968918918918919,0.9987471229748637,1.0
033.wav,-0.0025,-0.0011,1.7738,4.3236,0.8186276079222433,0.9668179166058887,0.6391561295515181,0.9878378378378379,0.9980990862929685,0.9457979953739395
034.wav,-0.0072,-0.0031,0.5877,3.5593,0.2928930664482178,0.6586629227531308,0.35412060705322196,0.9608108108108108,0.2316655258432136,0.35651503469545076
035.wav,-0.0086,-0.0037,0.8484,3.8186,0.4944026321224944,0.7545703181979203,0.24960395556419449,0.9527027027027029,0.7392013086807944,0.5564379336931378
036.wav,-0.0302,-0.0129,1.0647,3.8369,0.0015696941991805713,0.6994628977474004,-0.9089964037321023,0.8283783783783785,0.9121357921304635,0.5705474171164223
037.wav,-0.0091,-0.0039,0.6285,3.5592,0.2724079140959951,0.653218966846569,0.2106609825176868,0.9500000000000001,0.33415484567430337,0.3564379336931379
038.wav,-0.0251,-0.0108,0.2553,3.341,-0.6940727583236415,0.5224801517014316,-0.8012938183122176,0.8567567567567568,-0.5868516983350652,0.18820354664610636
039.wav,-0.0565,-0.0242,0.0914,3.4588,-0.9033221123613309,0.47735210152326574,-0.9987411136935166,0.6756756756756758,-0.8079031110291452,0.2790285273708557
040.wav,-0.0005,-0.0002,0.6088,3.5608,0.5059849905318179,0.6788357748650731,0.7264908977869206,1.0,0.28547908327671534,0.35767154973014625
041.wav,-0.0113,-0.0048,0.1197,3.0969,-0.37320540180070955,0.46891891891891896,0.03289012082400431,0.9378378378378379,-0.7793009244254234,0.0
042.wav,-0.0243,-0.0104,0.0055,3.1718,-0.8259433641704831,0.4599554064473108,-0.7764674915196041,0.8621621621621621,-0.875419236821362,0.05774865073245949
043.wav,-0.0077,-0.0033,1.202,3.8732,0.637591428417793,0.7783215945320803,0.3176398231126356,0.9581081081081082,0.9575430337229505,0.5985350809560523
044.wav,-0.0374,-0.016,1.2043,3.9613,-0.006595437034226159,0.7264737752401591,-0.9712534036448007,0.7864864864864866,0.9580625295763484,0.6664610639938318
045.wav,-0.0075,-0.0032,-0.0755,3.2025,-0.2929112313880271,0.5204390589510096,0.3323527835535016,0.9594594594594597,-0.9181752463295558,0.08141865844255967
046.wav,-0.0197,-0.0084,0.0465,3.2995,-0.7117853867028531,0.522697909937694,-0.5770574062031271,0.8891891891891892,-0.8465133672025791,0.1562066306861988
047.wav,-0.0166,-0.0071,0.5369,3.5813,-0.14289992589972872,0.6401170059805372,-0.38255508222696194,0.9067567567567569,0.09675523042750453,0.37347725520431757
048.wav,-0.0036,-0.0015,0.8991,3.7485,0.6892101775758809,0.742411281752068,0.5825178104025445,0.9824324324324325,0.7959025447492173,0.5023901310717037
049.wav,-0.0135,-0.0058,-0.3323,3.347,-0.5631267714288081,0.5585769655546062,-0.14698646137285368,0.9243243243243244,-0.9792670814847625,0.192829606784888
