filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm
001.wav,-0.0282,-0.0121,1.9152,4.4462,0.7335511790832905,0.9641104294478529,0.4697442389194266,0.9282208588957056,0.9973581192471545,1.0
002.wav,-0.0376,-0.0161,0.7556,3.6385,0.4035068272189164,0.8218053940399712,0.3420494402014684,0.903680981595092,0.46496421423636436,0.7399298064848504
003.wav,-0.1155,-0.0495,0.3446,3.3591,-0.5896788677169487,0.6743695986659004,-0.7231770594904733,0.6987730061349693,-0.45618067594342393,0.6499661911968316
004.wav,-0.0484,-0.0208,0.7782,3.6496,0.3425535536151264,0.8091752528647602,0.17831790413923254,0.8748466257668713,0.5067892030910203,0.7435038799626492
005.wav,-0.3421,-0.1466,1.1718,3.9429,-0.0462249889025918,0.4705053107377667,-0.9998021462858486,0.10306748466257659,0.907352168480665,0.8379431368129567
006.wav,-0.1582,-0.0678,0.1441,3.2326,-0.8378266953005704,0.5978688502893256,-0.9232759585911384,0.5865030674846626,-0.7523774320100023,0.6092346330939885
007.wav,-0.2379,-0.102,-0.1537,3.0487,-0.9647607771600211,0.46335402291176075,-0.9940921529318508,0.3766871165644172,-0.9354294013881914,0.5500209292591043
008.wav,-0.3089,-0.1324,0.8498,3.6868,-0.18758540312272504,0.4728329525110271,-0.9994156882213302,0.1901840490797546,0.6242448819758801,0.7554818559422996
009.wav,-0.1437,-0.0616,0.9242,3.7974,-0.07872576278450422,0.7078168362901303,-0.8796604904614461,0.6245398773006136,0.7222089648924377,0.7910937952796471
010.wav,-0.1665,-0.0714,0.632,3.5189,-0.36982834057060016,0.632918573823591,-0.9409383577092195,0.5644171779141104,0.20128167656801918,0.7014199697330714
011.wav,-0.1241,-0.0532,0.9846,3.8101,0.0007846773392390927,0.7356283350759567,-0.7835707468818055,0.6760736196319019,0.7851401015602837,0.7951830505200115
012.wav,-0.1437,-0.0616,0.4319,3.3474,-0.5766975213958582,0.635369400929342,-0.8796604904614461,0.6245398773006136,-0.27373455233027016,0.6461989245580706
013.wav,-0.3813,-0.1634,0.1668,3.2364,-0.8637223598789772,0.3052290948900409,-0.9999449215612842,0.0,-0.7274997981966702,0.6104581897800818
014.wav,-0.1195,-0.0512,0.7363,3.652,-0.1626721907177705,0.7163101054443533,-0.7528582314063451,0.6883435582822086,0.4275138499708041,0.7442766526064978
015.wav,-0.2268,-0.0972,0.5185,3.4886,-0.5312088579777455,0.5488993422148193,-0.9915250556004724,0.4061349693251534,-0.07089266035501861,0.6916637151044852
016.wav,-0.2801,-0.1201,0.1722,3.2821,-0.8598927949951567,0.4454086203262514,-0.9985055163495189,0.26564417177914107,-0.7212800736407944,0.6251730688733618
017.wav,-0.1514,-0.0649,1.0676,3.863,-0.02705847543777906,0.7082553630362222,-0.905123888418329,0.6042944785276074,0.8510069375427709,0.8122162475448369
018.wav,-0.1737,-0.0745,0.7428,3.7041,-0.2563555102972941,0.6532255158780876,-0.9530119302746871,0.545398773006135,0.440300909680099,0.7610522587500402
019.wav,-0.0233,-0.01,0.2958,3.3831,-0.007498350665594511,0.7993991060569217,0.5296579908409448,0.9411042944785276,-0.5446546921721338,0.6576939176353157
020.wav,-0.0935,-0.0401,0.2094,3.3396,-0.5898595016555312,0.7000645656284872,-0.5045676354106109,0.7564417177914111,-0.6751513679004515,0.6436874134655632
021.wav,-0.1804,-0.0773,0.6053,3.5722,-0.4118000479998275,0.6234014105471218,-0.9620625110261241,0.5282208588957056,0.13846241502646903,0.7185819621985381
022.wav,-0.0499,-0.0214,0.1843,3.2504,-0.2761909354186778,0.743065837187155,0.15452924322651646,0.8711656441717792,-0.706911114063872,0.6149660302025308
023.wav,-0.1011,-0.0433,1.7389,4.3178,0.201341368726825,0.8477332397525152,-0.5911189695379643,0.7368098159509202,0.9938017069916143,0.9586566635541102
024.wav,-0.1345,-0.0576,1.265,3.9774,0.04956566647325378,0.7490657490847523,-0.8408877532116963,0.649079754601227,0.9400190861582038,0.8490517435682776
025.wav,-0.0443,-0.019,0.6939,3.5581,0.2911048062675533,0.799965746734038,0.2422123164269765,0.8858895705521473,0.33999729610813006,0.7140419229159287
026.wav,-0.2256,-0.0967,0.5352,3.5035,-0.5108580946022847,0.5528318996280538,-0.9911881877570732,0.4092024539877301,-0.030528001447496154,0.6964613452683774
027.wav,-0.0215,-0.0092,0.4957,3.5342,0.21242480257897367,0.8261793326381277,0.550452867459973,0.9460122699386505,-0.1256032623020257,0.7063463953376049
028.wav,-0.1308,-0.056,0.5154,3.5332,-0.4503261886967751,0.682460056128737,-0.8222884045601773,0.6588957055214725,-0.07836397283337297,0.7060244067360014
029.wav,-0.1315,-0.0564,0.5156,3.5158,-0.4519168793551376,0.6784317614297558,-0.8259515495724884,0.656441717791411,-0.0778822091377868,0.7004218050681006
030.wav,-0.062,-0.0266,1.0911,3.8564,0.41220090546931926,0.8246774632276176,-0.04157098436533028,0.8392638036809815,0.8659727953039688,0.8100911227742537
031.wav,-0.3121,-0.1338,0.7157,3.65,-0.30680783966880976,0.46261388371391526,-0.9994735962594132,0.18159509202453983,0.38585791692179366,0.7436326754032907
032.wav,-0.0604,-0.0259,0.3486,3.3369,-0.2319823581866166,0.7431881632249113,-0.015494919882839459,0.843558282208589,-0.44846979649039376,0.6428180442412338
033.wav,-0.1556,-0.0667,0.2198,3.3415,-0.7889838099605486,0.6187753627754706,-0.9167668211661661,0.5932515337423313,-0.661200798754931,0.64429919180861
034.wav,-0.1791,-0.0768,0.358,3.4237,-0.6952683405217709,0.6010274992093501,-0.960451455913395,0.5312883435582823,-0.43008522513014674,0.670766654860418
035.wav,-0.0545,-0.0234,0.6164,3.5695,0.12265631410192615,0.7883041492478406,0.08056813939663607,0.8588957055214724,0.16474448880721623,0.7177125929742088
036.wav,-0.0325,-0.0139,0.8166,3.712,0.4929852506865505,0.8403869414065688,0.41331415084942974,0.9171779141104295,0.5726563505236714,0.763595968702708
037.wav,-0.1941,-0.0832,0.722,3.636,-0.28839631506919583,0.6155746874290712,-0.9755688717264707,0.49202453987730066,0.39877624158807906,0.7391248349808417
