filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.wav,-0.0114,-0.0049,1.9144,4.446,0.8012942164807385,0.9897692642577276,0.6052152077364903,0.979538528515455,0.9973732252249868,1.0,"Excited (Positive, High arousal)"
002.wav,-0.3784,-0.1622,0.499,3.5015,-0.4895223505705225,0.3240179612989689,-0.9999993989689164,0.2947322594688724,0.0209546978278713,0.3533036631290654,Negative (Low/Med arousal)
003.wav,-0.1061,-0.0455,0.4092,3.4343,-0.53749050706655,0.555039133102627,-0.8890161971643641,0.8027862429255551,-0.1859648169687359,0.3072920232796987,Negative (Low/Med arousal)
004.wav,-0.0575,-0.0246,0.4119,3.4832,-0.2491929922033661,0.6172740980487923,-0.3184980881667122,0.8937744884632128,-0.1798878962400199,0.3407737076343718,Neutral
005.wav,-0.1739,-0.0745,0.2833,3.3921,-0.720833407226119,0.4774662096654359,-0.994358668852086,0.6765346103613409,-0.4473081456001521,0.2783978089695311,Negative (Low/Med arousal)
006.wav,-0.0216,-0.0093,0.7155,3.6522,0.4611871167870169,0.7084353063408102,0.4407411281907894,0.9603831084022638,0.4816331053832445,0.4564875042793565,Positive (Low/Mid arousal)
007.wav,-0.0545,-0.0234,0.8088,3.7521,0.1868027557869181,0.711943715341312,-0.2569697951377364,0.8989986939486286,0.6305753067115726,0.5248887367339953,Neutral
008.wav,-0.036,-0.0154,0.2086,3.3239,-0.2126726762819803,0.5827641013083318,0.1498679937485829,0.9338267305180672,-0.5752133463125436,0.2317014720985964,Neutral
009.wav,-0.1661,-0.0712,0.3518,3.404,-0.6515810111384648,0.488723439486212,-0.9920120593619668,0.6909011754462343,-0.3111499629149629,0.2865457035261896,Negative (Low/Med arousal)
010.wav,-0.1418,-0.0608,0.6537,3.5843,-0.3063719813297196,0.573087099750698,-0.9764917822088888,0.7361776229865041,0.3637478195494494,0.4099965765148921,Neutral
011.wav,-0.1999,-0.0857,0.3234,3.3999,-0.6839134200947181,0.4557569024509442,-0.9982339234157548,0.6277753591641272,-0.3695929167736812,0.2837384457377612,Negative (Low/Med arousal)
012.wav,-0.0267,-0.0114,0.2345,3.3461,-0.0945378130104815,0.5990712473900957,0.3443833817319008,0.9512407488027864,-0.533459007752864,0.2469017459774049,Neutral
013.wav,-0.0431,-0.0185,0.332,3.4425,-0.1800026707809806,0.6166187026019828,-0.007829749307245,0.9203308663474096,-0.3521755922547162,0.3129065388565559,Neutral
