filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.wav,-0.0018,-0.0008,1.9132,4.4452,0.8520421966803656,0.9961051606621228,0.7079855106071938,0.9922103213242456,0.9960988827535374,1.0,"Excited (Positive, High arousal)"
002.wav,-0.0315,-0.0135,1.1607,3.9279,0.3569673323638037,0.8383148028387504,-0.1831693698625653,0.8685491723466408,0.8971040345901728,0.8080804333308601,"Excited (Positive, High arousal)"
003.wav,-0.0881,-0.0378,1.1589,3.9337,-0.0402093422097887,0.7210849650517138,-0.9767440606821844,0.6319376825705939,0.8963253762626069,0.8102322475328337,Neutral
004.wav,-0.0463,-0.0198,0.2845,3.376,-0.5299004382208141,0.7052648173573369,-0.6154566225029323,0.807205452775073,-0.4443442539386958,0.6033241819396008,Negative (Low/Med arousal)
005.wav,-0.0606,-0.026,0.3294,3.649,-0.6022840978548691,0.7257216467248937,-0.8431786422917014,0.7468354430379748,-0.3613895534180368,0.7046078504118127,Negative (Low/Med arousal)
006.wav,-0.0125,-0.0054,0.5603,3.5144,0.2956777233152768,0.8010452948833668,0.4607191550400171,0.9474196689386564,0.1306362915905364,0.6546709208280775,Neutral
007.wav,-0.0291,-0.0125,-0.5086,3.2178,-0.5378478436809876,0.7114589326299291,-0.0986038680878277,0.878286270691334,-0.9770918192741472,0.5446315945685242,Negative (Low/Med arousal)
008.wav,-0.0691,-0.0296,-0.4719,3.5096,-0.9424358495462906,0.6823359990358994,-0.9117565143376858,0.7117818889970788,-0.9731151847548954,0.6528901090747199,Negative (Low/Med arousal)
009.wav,-0.0417,-0.0179,0.3836,3.4163,-0.3776634823270414,0.7219907601244112,-0.5021546127590119,0.8257059396299903,-0.253172351895071,0.6182755806188321,Negative (Low/Med arousal)
010.wav,-0.0065,-0.0028,0.5439,3.3709,0.3540517708220871,0.7870840970432587,0.613216993545637,0.9727361246348588,0.0948865480985372,0.6014320694516584,"Excited (Positive, High arousal)"
011.wav,-0.0179,-0.0077,-0.7835,3.2862,-0.349099676151087,0.7475162523998657,0.2949419488658141,0.9250243427458618,-0.9931413011679882,0.5700081620538696,Neutral
012.wav,-0.1118,-0.0479,0.2857,3.4207,-0.718973849791045,0.5767504903409675,-0.9957325859684856,0.5335929892891919,-0.4422151136136041,0.6199079913927432,Negative (Low/Med arousal)
013.wav,-0.0076,-0.0033,0.7634,3.7326,0.5552485159174889,0.851745615289318,0.5879261382626272,0.9678675754625122,0.5225708935723508,0.7356236551161238,"Excited (Positive, High arousal)"
014.wav,-0.0107,-0.0046,0.7662,3.6845,0.5186161200188243,0.8364938924760486,0.510181389368895,0.9552093476144108,0.5270508506687536,0.7177784373376864,"Excited (Positive, High arousal)"
015.wav,-0.0515,-0.0221,0.4687,3.3943,-0.3946756048958644,0.6974618266657775,-0.7185868786239497,0.7848101265822786,-0.0707643311677791,0.6101135267492765,Negative (Low/Med arousal)
016.wav,-0.0183,-0.0079,0.6849,3.6817,0.3336347462030135,0.8199082767792422,0.2817494565288103,0.923076923076923,0.3855200358772165,0.7167396304815613,Neutral
017.wav,-0.0099,-0.0043,0.2433,3.3423,0.0084094922393305,0.7744759382695275,0.5311553749073926,0.958130477117819,-0.5143363904287316,0.5908213994212361,Neutral
018.wav,-0.026,-0.0112,0.44,3.4692,-0.0604335252447035,0.7644230543450311,0.0125898289350844,0.8909444985394352,-0.1334568794244915,0.637901610150627,Neutral
019.wav,-0.0517,-0.0222,0.1969,3.1382,-0.6538652355361716,0.6494681082032434,-0.722048452649501,0.7838364167478091,-0.5856820184228421,0.5150997996586777,Negative (Low/Med arousal)
020.wav,-0.0116,-0.005,0.9263,3.7208,0.6104350156267095,0.8412801672494934,0.4858391398169636,0.9513145082765336,0.7350308914364554,0.7312458262224532,"Excited (Positive, High arousal)"
021.wav,-0.0181,-0.0078,1.1404,3.8596,0.588176442566871,0.8533957995008843,0.288359387173664,0.9240506329113924,0.8879934979600779,0.7827409660903762,"Excited (Positive, High arousal)"
