filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.wav,-0.0053,-0.0023,1.9021,4.4355,0.8382718491683906,0.9896420159378814,0.6772150184788207,0.9832953682611996,0.9993286798579604,0.995988663614563,"Excited (Positive, High arousal)"
002.wav,-0.0241,-0.0103,0.7375,3.7102,0.4173918519945815,0.801149182124584,0.103105305309977,0.9225512528473804,0.7316783986791859,0.6797471114017877,"Excited (Positive, High arousal)"
003.wav,-0.0269,-0.0115,0.0876,3.5053,-0.3280719888678985,0.7519236546981094,-0.0038323150992209,0.9134396355353076,-0.6523116626365761,0.5904076738609113,Neutral
004.wav,-0.0282,-0.0121,1.0619,3.8023,0.4459051135970564,0.81439395180894,-0.0536012515606991,0.908883826879271,0.945411478754812,0.719904076738609,"Excited (Positive, High arousal)"
005.wav,-0.0077,-0.0033,0.6114,3.5846,0.5807394974421284,0.8003430016392767,0.6242726156981195,0.9757023538344722,0.5372063791861372,0.6249836494440811,"Excited (Positive, High arousal)"
006.wav,-0.0104,-0.0045,0.342,3.4179,0.2240774832056184,0.7594453573608291,0.557020383361368,0.9665907365223992,-0.1088654169501311,0.5522999781992588,Neutral
007.wav,-0.0527,-0.0226,0.1315,3.3937,-0.6696367555183872,0.6854527974224471,-0.7584579454634829,0.8291571753986332,-0.5808155655732915,0.5417484194462612,Negative (Low/Med arousal)
008.wav,-0.0354,-0.0152,-0.3492,3.2523,-0.6384270703607248,0.6827207027089034,-0.3181439776853663,0.885345482156416,-0.9587101630360833,0.4800959232613909,Negative (Low/Med arousal)
009.wav,-0.0154,-0.0066,0.4941,3.5421,0.3471895982874904,0.7785492128144658,0.4110599821908575,0.9506454062262718,0.2833192143841232,0.6064530194026597,"Excited (Positive, High arousal)"
010.wav,-0.0142,-0.0061,0.1949,3.3282,-0.0054940576412028,0.7338156809404413,0.4485423995808841,0.9544419134396356,-0.4595305148632899,0.5131894484412469,Neutral
011.wav,-0.0313,-0.0134,0.3587,3.4154,-0.117994264061601,0.725111424631262,-0.1707654738702672,0.8990129081245254,-0.0652230542529349,0.5512099411379987,Neutral
012.wav,-0.0236,-0.0101,1.3071,4.0183,0.5533587668638911,0.869076567282103,0.1220235809655347,0.9240698557327258,0.9846939527622476,0.8140832788314802,"Excited (Positive, High arousal)"
013.wav,-0.0014,-0.0006,0.4033,3.5656,0.4011501218694301,0.8064514302825704,0.7502001864233767,0.9962034927866364,0.0521000573154836,0.6166993677785044,"Excited (Positive, High arousal)"
