filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.wav,-0.0004,-0.0002,1.9154,4.4464,0.8569007115770686,1.0,0.7143276395267505,1.0,0.9994737836273868,1.0,"Excited (Positive, High arousal)"
002.wav,-0.0162,-0.007,0.448,3.5291,-0.3034960622747894,0.6279083703750871,-0.6009448457526071,0.9144654088050316,-0.0060472787969717,0.3413513319451426,Neutral
003.wav,-0.0107,-0.0046,1.4786,4.124,0.42693132600187,0.8565806521245325,-0.1400125408438788,0.9446540880503146,0.9938751928476188,0.7685072161987505,"Excited (Positive, High arousal)"
004.wav,-0.0033,-0.0014,0.6355,3.5729,0.5093185519218154,0.6788533471700824,0.5399050481809279,0.9849056603773586,0.4787320556627029,0.3728010339628062,Positive (Low/Mid arousal)
005.wav,-0.0038,-0.0016,0.5391,3.537,0.3741884071912639,0.6647068519454316,0.503278024678376,0.9823899371069182,0.2450987897041518,0.3470237667839448,Positive (Low/Mid arousal)
006.wav,-0.0108,-0.0046,0.3979,3.4398,-0.1478918532129034,0.610942682712599,-0.1498679937485831,0.9446540880503146,-0.1459157126772238,0.2772312773748833,Neutral
007.wav,-0.0046,-0.002,0.3744,3.4269,0.1154220153916934,0.6226635922349826,0.4407411281907895,0.9773584905660376,-0.2098970974074026,0.2679686939039275,Neutral
008.wav,-0.0023,-0.001,0.5559,3.4245,0.4481552314413682,0.6280912647393666,0.6073374300837374,0.9899371069182392,0.2889730327989991,0.2662454225604941,Positive (Low/Mid arousal)
009.wav,-0.0016,-0.0007,0.0928,3.236,-0.0569090873601296,0.5623037554761057,0.6499204803043003,0.9937106918238994,-0.7637386550245595,0.130896819128312,Neutral
010.wav,-0.0015,-0.0007,1.486,4.1053,0.8249107139289176,0.8743953760691981,0.655697237470492,0.9937106918238994,0.9941241903873432,0.7550800603144969,"Excited (Positive, High arousal)"
011.wav,-0.0141,-0.006,0.4197,3.4743,-0.2671275416537307,0.6145236640469871,-0.4488165041384279,0.9270440251572328,-0.0854385791690336,0.3020033029367415,Neutral
012.wav,-0.0137,-0.0059,1.606,4.1695,0.2904590631557788,0.8647397277718998,-0.4160860065290058,0.9283018867924528,0.9970041328405634,0.8011775687513466,Neutral
013.wav,-0.0163,-0.007,0.5063,3.4739,-0.2253516229911504,0.6080907499256004,-0.6073374300837374,0.9144654088050316,0.1566341841014365,0.3017160910461693,Neutral
014.wav,-0.0017,-0.0007,0.2715,3.3028,0.08999613959043,0.5862859483388901,0.64406763594065,0.9937106918238994,-0.4640753567597899,0.1788612048538809,Neutral
015.wav,-0.0056,-0.0024,0.1117,3.0537,-0.1922563514450937,0.4861635220125787,0.3561590114601013,0.9723270440251572,-0.7406717143502888,0.0,Neutral
016.wav,-0.002,-0.0008,0.4424,3.4085,0.3021272595931832,0.6236048885631413,0.6260496633705648,0.9924528301886794,-0.0217951441841983,0.2547569469376033,Neutral
017.wav,-0.0038,-0.0016,0.6016,3.5581,0.4526199825648466,0.6722820655592752,0.503278024678376,0.9823899371069182,0.4019619404513173,0.3621741940116321,Positive (Low/Mid arousal)
018.wav,-0.0097,-0.0042,1.531,4.1819,0.4775944654013755,0.8798833359751408,-0.0402463539681547,0.9496855345911952,0.9954352847709058,0.8100811373590866,"Excited (Positive, High arousal)"
019.wav,-0.0039,-0.0017,0.8243,3.7145,0.6392263803096843,0.727803059348544,0.4957228399004205,0.9811320754716982,0.782729920718948,0.4744740432253897,Positive (Low/Mid arousal)
