filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
001.wav,-0.0065,-0.0028,1.915,4.4462,0.81485117023283,0.9900379506641368,0.6297187960180837,0.9800759013282734,0.9999835444475764,1.0,"Excited (Positive, High arousal)"
002.wav,-0.0429,-0.0184,0.9065,3.7236,0.5898014144592405,0.6163990585667061,0.2224614963492393,0.832068311195446,0.9571413325692416,0.4007298059379662,Positive (Low/Mid arousal)
003.wav,-0.1007,-0.0432,0.6365,3.573,0.0814911878911389,0.4363038325512709,-0.5306598279770101,0.5967741935483871,0.693642203759288,0.2758334715541547,Neutral
004.wav,-0.2476,-0.1061,0.4987,3.5051,-0.3422084062068754,0.1097611544203018,-0.990421082953102,0.0,0.3060042705393511,0.2195223088406037,Neutral
005.wav,-0.236,-0.1011,0.9136,3.7364,-0.013658732482158,0.2293917476032195,-0.9867266150352696,0.047438330170778,0.9594091500709532,0.411345165035661,Neutral
006.wav,-0.0577,-0.0247,0.1836,3.3292,-0.3535019282024541,0.4229700344602605,0.0169666926521733,0.7722960151802657,-0.7239705490570815,0.0736440537402554,Negative (Low/Med arousal)
007.wav,-0.0601,-0.0257,0.3152,3.3683,-0.1990440099722759,0.434439503815052,-0.0169666926521733,0.7628083491461101,-0.3811213272923785,0.1060706584839939,Neutral
008.wav,-0.0062,-0.0026,0.4842,3.5031,0.4430192225143264,0.5999185467583465,0.6322718619571193,0.9819734345351044,0.2537665830715336,0.2178636589815887,Positive (Low/Mid arousal)
009.wav,-0.0138,-0.0059,0.358,3.423,0.1667553765420503,0.5510494343752192,0.5633492672389929,0.9506641366223908,-0.2298385141548922,0.1514347321280476,Neutral
010.wav,-0.1938,-0.0831,0.3957,3.4407,-0.5216347162678514,0.1921650510829535,-0.9568768123790928,0.2182163187855788,-0.0863926201566098,0.1661137833803283,Negative (Low/Med arousal)
011.wav,-0.0964,-0.0413,1.1643,3.9151,0.2543020766368745,0.5871731444759561,-0.4855798345911393,0.6148007590132827,0.9941839878648884,0.5595455299386296,Neutral
012.wav,-0.2185,-0.0936,0.2388,3.3471,-0.7913757872994742,0.1035423977026912,-0.9783191482328616,0.1185958254269449,-0.6044324263660867,0.0884889699784375,Negative (Low/Med arousal)
013.wav,-0.0611,-0.0262,0.4438,3.4624,0.0350107616383116,0.4710873252398354,-0.0310985573175833,0.7580645161290323,0.1011200805942065,0.1841101343506385,Neutral
014.wav,-0.0437,-0.0187,0.5114,3.5572,0.280992702623046,0.5459760745265687,0.2116824477993041,0.8292220113851994,0.3503029574467878,0.262730137667938,Neutral
015.wav,-0.0155,-0.0067,0.8267,3.6635,0.7340907006633932,0.6469806907348196,0.5467176919375925,0.9430740037950665,0.921463709389194,0.3508873776745727,Positive (Low/Mid arousal)
016.wav,-0.0292,-0.0125,0.4908,3.5058,0.3373253335499973,0.5540741885441114,0.3969017417568047,0.8880455407969641,0.2777489253431898,0.2201028362912586,Neutral
017.wav,-0.1706,-0.0731,1.0204,3.832,0.0318343327097931,0.4018608037118505,-0.9185187506056643,0.3130929791271347,0.9821874160252508,0.4906286282965663,Neutral
