filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0065,-0.0028,1.915,4.4462,0.9542,2.2217
002.wav,-0.0429,-0.0184,0.9065,3.7236,0.4318,1.8526
003.wav,-0.1007,-0.0432,0.6365,3.573,0.2679,1.7649
004.wav,-0.2476,-0.1061,0.4987,3.5051,0.1256,1.6995
005.wav,-0.236,-0.1011,0.9136,3.7364,0.3388,1.8177
006.wav,-0.0577,-0.0247,0.1836,3.3292,0.063,1.6522
007.wav,-0.0601,-0.0257,0.3152,3.3683,0.1276,1.6713
008.wav,-0.0062,-0.0026,0.4842,3.5031,0.239,1.7502
009.wav,-0.0138,-0.0059,0.358,3.423,0.1721,1.7085
010.wav,-0.1938,-0.0831,0.3957,3.4407,0.101,1.6788
011.wav,-0.0964,-0.0413,1.1643,3.9151,0.534,1.9369
012.wav,-0.2185,-0.0936,0.2388,3.3471,0.0102,1.6267
013.wav,-0.0611,-0.0262,0.4438,3.4624,0.1913,1.7181
014.wav,-0.0437,-0.0187,0.5114,3.5572,0.2338,1.7692
015.wav,-0.0155,-0.0067,0.8267,3.6635,0.4056,1.8284
016.wav,-0.0292,-0.0125,0.4908,3.5058,0.2308,1.7467
017.wav,-0.1706,-0.0731,1.0204,3.832,0.4249,1.8795
018.wav,-0.1515,-0.0649,0.5812,3.5066,0.2149,1.7209
019.wav,-0.0851,-0.0365,0.648,3.559,0.2814,1.7613
020.wav,-0.1145,-0.0491,0.2481,3.3534,0.0668,1.6522
021.wav,-0.1389,-0.0595,0.3575,3.4213,0.1093,1.6809
022.wav,-0.01,-0.0043,0.4058,3.4521,0.1979,1.7239
023.wav,-0.1799,-0.0771,0.3131,3.2924,0.0666,1.6076
024.wav,-0.1338,-0.0573,0.3023,3.3642,0.0842,1.6534
025.wav,-0.0369,-0.0158,0.0292,3.2757,-0.0038,1.6299
026.wav,-0.1339,-0.0574,0.2541,3.385,0.0601,1.6638
027.wav,-0.1366,-0.0585,0.3477,3.3733,0.1055,1.6574
028.wav,-0.0615,-0.0264,1.9098,4.443,0.9241,2.2083
029.wav,-0.0066,-0.0028,0.4299,3.4313,0.2117,1.7143
030.wav,-0.0632,-0.0271,0.4714,3.4994,0.2041,1.7362
031.wav,-0.0124,-0.0053,-0.2174,3.2404,-0.1149,1.6176
032.wav,-0.0445,-0.0191,1.2487,4.0204,0.6021,2.0007
033.wav,-0.0035,-0.0015,1.5116,4.1817,0.7541,2.0901
034.wav,-0.0138,-0.0059,0.2003,3.4219,0.0932,1.708
035.wav,-0.0801,-0.0343,0.2722,3.3671,0.0961,1.6664
036.wav,-0.01,-0.0043,1.0049,3.8425,0.4975,1.9191
037.wav,-0.0015,-0.0007,0.0071,3.3046,0.0028,1.652
038.wav,-0.0128,-0.0055,0.2426,3.314,0.1149,1.6543
039.wav,-0.0027,-0.0012,0.1045,3.3106,0.0509,1.6547
040.wav,-0.0126,-0.0054,0.3574,3.4156,0.1724,1.7051
