Index,Audio Path,Transcript Path
001,AMETEK Inc._20170802/CEO/001-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/001.txt
002,AMETEK Inc._20170802/CEO/002-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/002.txt
003,AMETEK Inc._20170802/CEO/003-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/003.txt
004,AMETEK Inc._20170802/CEO/004-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/004.txt
005,AMETEK Inc._20170802/CEO/005-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/005.txt
006,AMETEK Inc._20170802/CEO/006-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/006.txt
007,AMETEK Inc._20170802/CEO/007-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/007.txt
008,AMETEK Inc._20170802/CEO/008-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/008.txt
009,AMETEK Inc._20170802/CEO/009-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/009.txt
010,AMETEK Inc._20170802/CEO/010-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/010.txt
011,AMETEK Inc._20170802/CEO/011-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/011.txt
012,AMETEK Inc._20170802/CEO/012-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/012.txt
013,AMETEK Inc._20170802/CEO/013-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/013.txt
014,AMETEK Inc._20170802/CEO/014-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/014.txt
015,AMETEK Inc._20170802/CEO/015-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/015.txt
016,AMETEK Inc._20170802/CEO/016-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/016.txt
017,AMETEK Inc._20170802/CEO/017-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/017.txt
018,AMETEK Inc._20170802/CEO/018-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/018.txt
019,AMETEK Inc._20170802/CEO/019-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/019.txt
020,AMETEK Inc._20170802/CEO/020-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/020.txt
021,AMETEK Inc._20170802/CEO/021-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/021.txt
022,AMETEK Inc._20170802/CEO/022-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/022.txt
023,AMETEK Inc._20170802/CEO/023-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/023.txt
024,AMETEK Inc._20170802/CEO/024-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/024.txt
025,AMETEK Inc._20170802/CEO/025-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/025.txt
026,AMETEK Inc._20170802/CEO/026-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/026.txt
027,AMETEK Inc._20170802/CEO/027-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/027.txt
028,AMETEK Inc._20170802/CEO/028-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/028.txt
029,AMETEK Inc._20170802/CEO/029-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/029.txt
030,AMETEK Inc._20170802/CEO/030-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/030.txt
031,AMETEK Inc._20170802/CEO/031-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/031.txt
032,AMETEK Inc._20170802/CEO/032-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/032.txt
033,AMETEK Inc._20170802/CEO/033-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/033.txt
034,AMETEK Inc._20170802/CEO/034-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/034.txt
035,AMETEK Inc._20170802/CEO/035-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/035.txt
036,AMETEK Inc._20170802/CEO/036-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/036.txt
037,AMETEK Inc._20170802/CEO/037-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/037.txt
038,AMETEK Inc._20170802/CEO/038-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/038.txt
039,AMETEK Inc._20170802/CEO/039-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/039.txt
040,AMETEK Inc._20170802/CEO/040-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/040.txt
041,AMETEK Inc._20170802/CEO/041-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/041.txt
042,AMETEK Inc._20170802/CEO/042-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/042.txt
043,AMETEK Inc._20170802/CEO/043-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/043.txt
044,AMETEK Inc._20170802/CEO/044-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/044.txt
045,AMETEK Inc._20170802/CEO/045-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/045.txt
046,AMETEK Inc._20170802/CEO/046-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/046.txt
047,AMETEK Inc._20170802/CEO/047-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/047.txt
048,AMETEK Inc._20170802/CEO/048-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/048.txt
049,AMETEK Inc._20170802/CEO/049-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/049.txt
050,AMETEK Inc._20170802/CEO/050-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/050.txt
051,AMETEK Inc._20170802/CEO/051-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/051.txt
052,AMETEK Inc._20170802/CEO/052-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/052.txt
053,AMETEK Inc._20170802/CEO/053-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/053.txt
054,AMETEK Inc._20170802/CEO/054-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/054.txt
055,AMETEK Inc._20170802/CEO/055-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/055.txt
056,AMETEK Inc._20170802/CEO/056-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/056.txt
057,AMETEK Inc._20170802/CEO/057-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/057.txt
058,AMETEK Inc._20170802/CEO/058-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/058.txt
059,AMETEK Inc._20170802/CEO/059-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/059.txt
060,AMETEK Inc._20170802/CEO/060-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/060.txt
061,AMETEK Inc._20170802/CEO/061-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/061.txt
062,AMETEK Inc._20170802/CEO/062-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/062.txt
063,AMETEK Inc._20170802/CEO/063-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/063.txt
064,AMETEK Inc._20170802/CEO/064-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/064.txt
065,AMETEK Inc._20170802/CEO/065-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/065.txt
066,AMETEK Inc._20170802/CEO/066-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/066.txt
067,AMETEK Inc._20170802/CEO/067-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/067.txt
068,AMETEK Inc._20170802/CEO/068-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/068.txt
069,AMETEK Inc._20170802/CEO/069-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/069.txt
070,AMETEK Inc._20170802/CEO/070-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/070.txt
071,AMETEK Inc._20170802/CEO/071-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/071.txt
072,AMETEK Inc._20170802/CEO/072-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/072.txt
073,AMETEK Inc._20170802/CEO/073-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/073.txt
074,AMETEK Inc._20170802/CEO/074-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/074.txt
075,AMETEK Inc._20170802/CEO/075-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/075.txt
076,AMETEK Inc._20170802/CEO/076-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/076.txt
077,AMETEK Inc._20170802/CEO/077-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/077.txt
078,AMETEK Inc._20170802/CEO/078-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/078.txt
079,AMETEK Inc._20170802/CEO/079-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/079.txt
080,AMETEK Inc._20170802/CEO/080-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/080.txt
081,AMETEK Inc._20170802/CEO/081-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/081.txt
082,AMETEK Inc._20170802/CEO/082-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/082.txt
083,AMETEK Inc._20170802/CEO/083-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/083.txt
084,AMETEK Inc._20170802/CEO/084-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/084.txt
085,AMETEK Inc._20170802/CEO/085-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/085.txt
086,AMETEK Inc._20170802/CEO/086-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/086.txt
087,AMETEK Inc._20170802/CEO/087-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/087.txt
088,AMETEK Inc._20170802/CEO/088-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/088.txt
089,AMETEK Inc._20170802/CEO/089-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/089.txt
090,AMETEK Inc._20170802/CEO/090-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/090.txt
091,AMETEK Inc._20170802/CEO/091-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/091.txt
092,AMETEK Inc._20170802/CEO/092-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/092.txt
093,AMETEK Inc._20170802/CEO/093-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/093.txt
094,AMETEK Inc._20170802/CEO/094-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/094.txt
095,AMETEK Inc._20170802/CEO/095-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/095.txt
096,AMETEK Inc._20170802/CEO/096-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/096.txt
097,AMETEK Inc._20170802/CEO/097-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/097.txt
098,AMETEK Inc._20170802/CEO/098-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/098.txt
099,AMETEK Inc._20170802/CEO/099-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/099.txt
100,AMETEK Inc._20170802/CEO/100-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/100.txt
101,AMETEK Inc._20170802/CEO/101-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/101.txt
102,AMETEK Inc._20170802/CEO/102-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/102.txt
103,AMETEK Inc._20170802/CEO/103-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/103.txt
104,AMETEK Inc._20170802/CEO/104-DavidA.Zapico.mp3,AMETEK Inc._20170802/sent_token/104.txt
