filename,topic_id,topic_keywords
001.txt,-1,Outlier
002.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
003.txt,1,"new business, total bookings, overall bookings, relative size, gross level, multiple times, different issue, regulatory uncertainty, , "
004.txt,-1,Outlier
005.txt,1,"new business, total bookings, overall bookings, relative size, gross level, multiple times, different issue, regulatory uncertainty, , "
006.txt,1,"new business, total bookings, overall bookings, relative size, gross level, multiple times, different issue, regulatory uncertainty, , "
007.txt,-1,Outlier
008.txt,-1,Outlier
009.txt,-1,Outlier
010.txt,1,"new business, total bookings, overall bookings, relative size, gross level, multiple times, different issue, regulatory uncertainty, , "
011.txt,-1,Outlier
012.txt,-1,Outlier
013.txt,1,"new business, total bookings, overall bookings, relative size, gross level, multiple times, different issue, regulatory uncertainty, , "
014.txt,-1,Outlier
015.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
016.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
017.txt,3,"tight labor, significant grow, annual decline, encouraging sign, strong sales, dual ops, , , , "
018.txt,3,"tight labor, significant grow, annual decline, encouraging sign, strong sales, dual ops, , , , "
019.txt,-1,Outlier
020.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
021.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
022.txt,-1,Outlier
023.txt,-1,Outlier
024.txt,-1,Outlier
025.txt,-1,Outlier
026.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
027.txt,-1,Outlier
028.txt,-1,Outlier
029.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
030.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
031.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
032.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
033.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
034.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
035.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
036.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
037.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
038.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
039.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
040.txt,0,"particular competitor, enormous amount, great retention, strategic partners, referral business, incredible accomplishment, innovative ways, great story, important source, great margin"
041.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
042.txt,-1,Outlier
043.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
044.txt,-1,Outlier
045.txt,1,"new business, total bookings, overall bookings, relative size, gross level, multiple times, different issue, regulatory uncertainty, , "
046.txt,-1,Outlier
047.txt,2,"compelling value, right sales, solid performance, right incentives, right head, right execution, right products, referral partners, previous comments, historical ability"
