Index,Audio Path,Transcript Path
001,Gartner Inc_20170808/CEO/001-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/001.txt
002,Gartner Inc_20170808/CEO/002-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/002.txt
003,Gartner Inc_20170808/CEO/003-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/003.txt
004,Gartner Inc_20170808/CEO/004-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/004.txt
005,Gartner Inc_20170808/CEO/005-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/005.txt
006,Gartner Inc_20170808/CEO/006-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/006.txt
007,Gartner Inc_20170808/CEO/007-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/007.txt
008,Gartner Inc_20170808/CEO/008-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/008.txt
009,Gartner Inc_20170808/CEO/009-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/009.txt
010,Gartner Inc_20170808/CEO/010-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/010.txt
011,Gartner Inc_20170808/CEO/011-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/011.txt
012,Gartner Inc_20170808/CEO/012-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/012.txt
013,Gartner Inc_20170808/CEO/013-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/013.txt
014,Gartner Inc_20170808/CEO/014-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/014.txt
015,Gartner Inc_20170808/CEO/015-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/015.txt
016,Gartner Inc_20170808/CEO/016-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/016.txt
017,Gartner Inc_20170808/CEO/017-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/017.txt
018,Gartner Inc_20170808/CEO/018-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/018.txt
019,Gartner Inc_20170808/CEO/019-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/019.txt
020,Gartner Inc_20170808/CEO/020-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/020.txt
021,Gartner Inc_20170808/CEO/021-CraigW.Safian.mp3,Gartner Inc_20170808/sent_token/021.txt
