filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0004,-0.0002,1.9092,4.4424,0.9544,2.2211
002.wav,-0.001,-0.0004,1.3958,4.0876,0.6974,2.0436
003.wav,-0.0074,-0.0032,0.2587,3.38,0.1257,1.6884
004.wav,-0.0018,-0.0008,1.2235,3.9631,0.6109,1.9811
005.wav,-0.0152,-0.0065,0.2607,3.4022,0.1227,1.6978
006.wav,-0.0081,-0.0035,0.3684,3.4,0.1801,1.6982
007.wav,-0.0056,-0.0024,0.4832,3.4811,0.2388,1.7394
008.wav,-0.0074,-0.0032,0.6095,3.539,0.3011,1.7679
009.wav,-0.003,-0.0013,0.9457,3.7541,0.4714,1.8764
010.wav,-0.0049,-0.0021,0.1884,3.3029,0.0917,1.6504
011.wav,-0.0021,-0.0009,0.9943,3.7381,0.4961,1.8686
012.wav,-0.0296,-0.0127,0.2965,3.3818,0.1334,1.6845
013.wav,-0.0055,-0.0024,0.1623,3.2161,0.0784,1.6069
014.wav,-0.0651,-0.0279,0.2256,3.3393,0.0803,1.6557
015.wav,-0.0379,-0.0162,0.241,3.3455,0.1015,1.6646
016.wav,-0.0044,-0.0019,1.3836,4.0803,0.6896,2.0392
017.wav,-0.0067,-0.0029,0.3232,3.3944,0.1582,1.6957
018.wav,-0.0436,-0.0187,0.32,3.383,0.1382,1.6822
019.wav,-0.0459,-0.0197,1.7281,4.296,0.8411,2.1382
020.wav,-0.0013,-0.0005,-0.0086,3.2952,-0.0049,1.6473
021.wav,-0.0065,-0.0028,0.3371,3.4208,0.1653,1.709
022.wav,-0.01,-0.0043,0.6698,3.6376,0.3299,1.8166
023.wav,-0.0023,-0.001,1.6503,4.2497,0.824,2.1244
024.wav,-0.0078,-0.0034,1.0249,3.8458,0.5085,1.9212
025.wav,-0.0078,-0.0033,-0.0429,3.287,-0.0253,1.6418
026.wav,-0.0056,-0.0024,1.0237,3.8502,0.509,1.9239
027.wav,-0.0068,-0.0029,1.8996,4.4343,0.9464,2.2157
028.wav,-0.0043,-0.0018,0.3266,3.3477,0.1612,1.6729
029.wav,-0.037,-0.0158,0.5102,3.5117,0.2366,1.7479
030.wav,-0.0058,-0.0025,0.2312,3.3486,0.1127,1.6731
031.wav,-0.0093,-0.004,0.9793,3.803,0.485,1.8995
032.wav,-0.0338,-0.0145,0.2764,3.3436,0.1213,1.6646
033.wav,-0.0087,-0.0037,1.0235,3.8568,0.5074,1.9265
034.wav,-0.0021,-0.0009,0.2727,3.3425,0.1353,1.6708
035.wav,-0.0321,-0.0138,0.3853,3.3927,0.1766,1.6895
036.wav,-0.0117,-0.005,1.106,3.8841,0.5472,1.9395
037.wav,-0.001,-0.0004,1.5347,4.1319,0.7668,2.0657
038.wav,-0.0014,-0.0006,1.0137,3.8308,0.5061,1.9151
039.wav,-0.0581,-0.0249,0.1746,3.2976,0.0583,1.6363
040.wav,-0.0079,-0.0034,0.3425,3.4073,0.1673,1.702
041.wav,-0.0034,-0.0015,0.2668,3.3631,0.1317,1.6808
042.wav,-0.0274,-0.0118,0.2434,3.3658,0.108,1.677
043.wav,-0.0017,-0.0007,0.2897,3.4476,0.144,1.7234
044.wav,-0.0101,-0.0043,0.4457,3.4626,0.2178,1.7291
045.wav,-0.0134,-0.0058,0.2542,3.3424,0.1204,1.6683
046.wav,-0.0086,-0.0037,0.7944,3.6886,0.3929,1.8424
047.wav,-0.0085,-0.0036,0.7807,3.8228,0.3861,1.9096
048.wav,-0.0681,-0.0292,0.5074,3.4036,0.2197,1.6872
049.wav,-0.184,-0.0788,0.5942,3.5371,0.2051,1.7291
050.wav,-0.0133,-0.0057,0.4748,3.5085,0.2307,1.7514
051.wav,-0.0368,-0.0158,0.9959,3.8114,0.4795,1.8978
052.wav,-0.0041,-0.0018,1.7574,4.3279,0.8767,2.163
053.wav,-0.0027,-0.0011,0.7583,3.654,0.3778,1.8264
054.wav,-0.007,-0.003,1.5204,4.1655,0.7567,2.0812
055.wav,-0.0143,-0.0061,1.5925,4.1176,0.7891,2.0557
056.wav,-0.0045,-0.0019,0.1561,3.4688,0.0758,1.7334
057.wav,-0.0066,-0.0028,0.7825,3.6779,0.3879,1.8375
058.wav,-0.0057,-0.0025,1.6813,4.2323,0.8378,2.1149
059.wav,-0.0015,-0.0006,0.5003,3.5088,0.2494,1.7541
