Index,Audio Path,Transcript Path
001,Wec Energy Group Inc_20170502/CEO/001-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/001.txt
002,Wec Energy Group Inc_20170502/CEO/002-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/002.txt
003,Wec Energy Group Inc_20170502/CEO/003-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/003.txt
004,Wec Energy Group Inc_20170502/CEO/004-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/004.txt
005,Wec Energy Group Inc_20170502/CEO/005-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/005.txt
006,Wec Energy Group Inc_20170502/CEO/006-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/006.txt
007,Wec Energy Group Inc_20170502/CEO/007-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/007.txt
008,Wec Energy Group Inc_20170502/CEO/008-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/008.txt
009,Wec Energy Group Inc_20170502/CEO/009-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/009.txt
010,Wec Energy Group Inc_20170502/CEO/010-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/010.txt
011,Wec Energy Group Inc_20170502/CEO/011-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/011.txt
012,Wec Energy Group Inc_20170502/CEO/012-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/012.txt
013,Wec Energy Group Inc_20170502/CEO/013-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/013.txt
014,Wec Energy Group Inc_20170502/CEO/014-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/014.txt
015,Wec Energy Group Inc_20170502/CEO/015-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/015.txt
016,Wec Energy Group Inc_20170502/CEO/016-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/016.txt
017,Wec Energy Group Inc_20170502/CEO/017-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/017.txt
018,Wec Energy Group Inc_20170502/CEO/018-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/018.txt
019,Wec Energy Group Inc_20170502/CEO/019-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/019.txt
020,Wec Energy Group Inc_20170502/CEO/020-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/020.txt
021,Wec Energy Group Inc_20170502/CEO/021-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/021.txt
022,Wec Energy Group Inc_20170502/CEO/022-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/022.txt
023,Wec Energy Group Inc_20170502/CEO/023-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/023.txt
024,Wec Energy Group Inc_20170502/CEO/024-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/024.txt
025,Wec Energy Group Inc_20170502/CEO/025-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/025.txt
026,Wec Energy Group Inc_20170502/CEO/026-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/026.txt
027,Wec Energy Group Inc_20170502/CEO/027-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/027.txt
028,Wec Energy Group Inc_20170502/CEO/028-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/028.txt
029,Wec Energy Group Inc_20170502/CEO/029-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/029.txt
030,Wec Energy Group Inc_20170502/CEO/030-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/030.txt
031,Wec Energy Group Inc_20170502/CEO/031-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/031.txt
032,Wec Energy Group Inc_20170502/CEO/032-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/032.txt
033,Wec Energy Group Inc_20170502/CEO/033-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/033.txt
034,Wec Energy Group Inc_20170502/CEO/034-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/034.txt
035,Wec Energy Group Inc_20170502/CEO/035-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/035.txt
036,Wec Energy Group Inc_20170502/CEO/036-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/036.txt
037,Wec Energy Group Inc_20170502/CEO/037-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/037.txt
038,Wec Energy Group Inc_20170502/CEO/038-AllenL.Leverett.mp3,Wec Energy Group Inc_20170502/sent_token/038.txt
