Index,Audio Path,Transcript Path
001,The Hershey Company_20170426/CEO/001-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/001.txt
002,The Hershey Company_20170426/CEO/002-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/002.txt
003,The Hershey Company_20170426/CEO/003-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/003.txt
004,The Hershey Company_20170426/CEO/004-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/004.txt
005,The Hershey Company_20170426/CEO/005-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/005.txt
006,The Hershey Company_20170426/CEO/006-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/006.txt
007,The Hershey Company_20170426/CEO/007-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/007.txt
008,The Hershey Company_20170426/CEO/008-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/008.txt
009,The Hershey Company_20170426/CEO/009-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/009.txt
010,The Hershey Company_20170426/CEO/010-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/010.txt
011,The Hershey Company_20170426/CEO/011-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/011.txt
012,The Hershey Company_20170426/CEO/012-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/012.txt
013,The Hershey Company_20170426/CEO/013-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/013.txt
014,The Hershey Company_20170426/CEO/014-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/014.txt
015,The Hershey Company_20170426/CEO/015-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/015.txt
016,The Hershey Company_20170426/CEO/016-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/016.txt
017,The Hershey Company_20170426/CEO/017-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/017.txt
018,The Hershey Company_20170426/CEO/018-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/018.txt
019,The Hershey Company_20170426/CEO/019-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/019.txt
020,The Hershey Company_20170426/CEO/020-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/020.txt
021,The Hershey Company_20170426/CEO/021-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/021.txt
022,The Hershey Company_20170426/CEO/022-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/022.txt
023,The Hershey Company_20170426/CEO/023-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/023.txt
024,The Hershey Company_20170426/CEO/024-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/024.txt
025,The Hershey Company_20170426/CEO/025-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/025.txt
026,The Hershey Company_20170426/CEO/026-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/026.txt
027,The Hershey Company_20170426/CEO/027-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/027.txt
028,The Hershey Company_20170426/CEO/028-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/028.txt
029,The Hershey Company_20170426/CEO/029-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/029.txt
030,The Hershey Company_20170426/CEO/030-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/030.txt
031,The Hershey Company_20170426/CEO/031-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/031.txt
032,The Hershey Company_20170426/CEO/032-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/032.txt
033,The Hershey Company_20170426/CEO/033-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/033.txt
034,The Hershey Company_20170426/CEO/034-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/034.txt
035,The Hershey Company_20170426/CEO/035-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/035.txt
036,The Hershey Company_20170426/CEO/036-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/036.txt
037,The Hershey Company_20170426/CEO/037-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/037.txt
038,The Hershey Company_20170426/CEO/038-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/038.txt
039,The Hershey Company_20170426/CEO/039-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/039.txt
040,The Hershey Company_20170426/CEO/040-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/040.txt
041,The Hershey Company_20170426/CEO/041-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/041.txt
042,The Hershey Company_20170426/CEO/042-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/042.txt
043,The Hershey Company_20170426/CEO/043-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/043.txt
044,The Hershey Company_20170426/CEO/044-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/044.txt
045,The Hershey Company_20170426/CEO/045-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/045.txt
046,The Hershey Company_20170426/CEO/046-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/046.txt
047,The Hershey Company_20170426/CEO/047-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/047.txt
048,The Hershey Company_20170426/CEO/048-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/048.txt
049,The Hershey Company_20170426/CEO/049-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/049.txt
050,The Hershey Company_20170426/CEO/050-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/050.txt
051,The Hershey Company_20170426/CEO/051-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/051.txt
052,The Hershey Company_20170426/CEO/052-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/052.txt
053,The Hershey Company_20170426/CEO/053-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/053.txt
054,The Hershey Company_20170426/CEO/054-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/054.txt
055,The Hershey Company_20170426/CEO/055-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/055.txt
056,The Hershey Company_20170426/CEO/056-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/056.txt
057,The Hershey Company_20170426/CEO/057-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/057.txt
058,The Hershey Company_20170426/CEO/058-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/058.txt
059,The Hershey Company_20170426/CEO/059-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/059.txt
060,The Hershey Company_20170426/CEO/060-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/060.txt
061,The Hershey Company_20170426/CEO/061-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/061.txt
062,The Hershey Company_20170426/CEO/062-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/062.txt
063,The Hershey Company_20170426/CEO/063-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/063.txt
064,The Hershey Company_20170426/CEO/064-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/064.txt
065,The Hershey Company_20170426/CEO/065-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/065.txt
066,The Hershey Company_20170426/CEO/066-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/066.txt
067,The Hershey Company_20170426/CEO/067-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/067.txt
068,The Hershey Company_20170426/CEO/068-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/068.txt
069,The Hershey Company_20170426/CEO/069-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/069.txt
070,The Hershey Company_20170426/CEO/070-MicheleG.Buck.mp3,The Hershey Company_20170426/sent_token/070.txt
