filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0001,-0.0001,1.9075,4.4405,0.9537,2.2202
002.wav,-0.0047,-0.002,1.4774,4.1636,0.7364,2.0808
003.wav,-0.0058,-0.0025,0.222,3.3389,0.1081,1.6682
004.wav,-0.1471,-0.063,0.1952,3.3003,0.0241,1.6187
005.wav,-0.001,-0.0004,1.4445,4.1438,0.7218,2.0717
006.wav,-0.0205,-0.0088,0.3706,3.4208,0.1751,1.706
007.wav,-0.026,-0.0111,0.2233,3.3559,0.0987,1.6724
008.wav,-0.0041,-0.0017,1.2292,3.9576,0.6126,1.9779
009.wav,-0.0115,-0.0049,0.35,3.43,0.1692,1.7125
010.wav,-0.0201,-0.0086,0.8162,3.7197,0.3981,1.8555
011.wav,-0.0061,-0.0026,0.1603,3.3129,0.0771,1.6551
012.wav,-0.0087,-0.0037,0.6284,3.6023,0.3099,1.7993
013.wav,-0.011,-0.0047,0.6222,3.7086,0.3056,1.852
014.wav,-0.004,-0.0017,0.3993,3.4701,0.1976,1.7342
015.wav,-0.0045,-0.0019,1.1293,3.8882,0.5624,1.9432
016.wav,-0.001,-0.0004,0.31,3.3923,0.1545,1.6959
017.wav,-0.0147,-0.0063,0.4307,3.4974,0.208,1.7456
018.wav,-0.0028,-0.0012,0.3365,3.3994,0.1669,1.6991
019.wav,-0.0152,-0.0065,0.2157,3.3656,0.1002,1.6795
020.wav,-0.0151,-0.0065,0.7233,3.7107,0.3541,1.8521
021.wav,-0.0047,-0.002,0.1183,3.326,0.0568,1.662
022.wav,-0.0148,-0.0064,0.5154,3.5238,0.2503,1.7587
023.wav,-0.0163,-0.007,-0.0319,3.1772,-0.0241,1.5851
024.wav,-0.0099,-0.0042,0.611,3.6096,0.3006,1.8027
025.wav,-0.0118,-0.0051,0.6591,3.6597,0.3236,1.8273
026.wav,-0.0064,-0.0027,0.3412,3.3852,0.1674,1.6912
027.wav,-0.0133,-0.0057,0.9502,3.7922,0.4685,1.8933
028.wav,-0.0179,-0.0077,0.2946,3.3949,0.1383,1.6936
029.wav,-0.0053,-0.0023,0.4922,3.5152,0.2435,1.7565
030.wav,-0.0028,-0.0012,0.2232,3.3399,0.1102,1.6693
031.wav,-0.0031,-0.0013,0.4434,3.4748,0.2202,1.7367
032.wav,-0.0108,-0.0046,0.2217,3.3352,0.1054,1.6653
033.wav,-0.0003,-0.0001,0.3636,3.3868,0.1816,1.6933
034.wav,-0.0019,-0.0008,0.3869,3.5183,0.1925,1.7588
035.wav,-0.0034,-0.0015,0.5349,3.4512,0.2657,1.7249
036.wav,-0.0117,-0.005,0.9997,3.8204,0.494,1.9077
037.wav,-0.0018,-0.0008,0.327,3.4194,0.1626,1.7093
038.wav,-0.0056,-0.0024,0.0233,3.3183,0.0088,1.658
039.wav,-0.0268,-0.0115,0.1772,3.3138,0.0752,1.6512
040.wav,-0.018,-0.0077,0.3905,3.4279,0.1862,1.7101
041.wav,-0.022,-0.0094,0.2959,3.3706,0.137,1.6806
042.wav,-0.0199,-0.0085,0.5388,3.5306,0.2594,1.7611
043.wav,-0.0025,-0.0011,1.4569,3.8855,0.7272,1.9422
044.wav,-0.007,-0.003,0.2037,3.2752,0.0983,1.6361
045.wav,-0.052,-0.0223,0.2163,3.347,0.0822,1.6623
046.wav,-0.0906,-0.0388,0.3842,3.4245,0.1468,1.6929
047.wav,-0.0046,-0.002,1.3246,4.0419,0.66,2.02
048.wav,-0.0033,-0.0014,0.616,3.5584,0.3064,1.7785
049.wav,-0.003,-0.0013,0.218,3.3363,0.1075,1.6675
050.wav,-0.0194,-0.0083,1.1945,3.9534,0.5876,1.9726
051.wav,-0.0064,-0.0028,0.4866,3.4909,0.2401,1.7441
052.wav,-0.0087,-0.0037,0.443,3.4923,0.2171,1.7443
053.wav,-0.0105,-0.0045,0.6414,3.6738,0.3155,1.8346
054.wav,-0.015,-0.0064,0.9243,3.8316,0.4546,1.9126
055.wav,-0.0044,-0.0019,0.591,3.6738,0.2933,1.836
056.wav,-0.0173,-0.0074,0.3297,3.3266,0.1562,1.6596
