filename,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal
001.wav,-0.0023,-0.001,1.9078,4.4419,0.9527,2.2205
002.wav,-0.0014,-0.0006,1.7811,4.3246,0.8899,2.162
003.wav,-0.0422,-0.0181,1.704,4.2896,0.8309,2.1357
004.wav,-0.0298,-0.0128,0.2471,3.2577,0.1087,1.6225
005.wav,-0.0207,-0.0089,0.8146,3.7302,0.397,1.8607
006.wav,-0.0187,-0.008,0.2437,3.5897,0.1125,1.7908
007.wav,-0.0272,-0.0117,1.3655,4.0653,0.6691,2.0268
008.wav,-0.0563,-0.0241,0.218,3.3355,0.0809,1.6557
009.wav,-0.019,-0.0081,0.3312,3.3792,0.1561,1.6855
010.wav,-0.1307,-0.056,0.2566,3.3589,0.063,1.6514
011.wav,-0.0118,-0.0051,0.5867,3.4539,0.2874,1.7244
012.wav,-0.0324,-0.0139,0.3341,3.3912,0.1509,1.6887
013.wav,-0.039,-0.0167,-0.0079,3.2092,-0.0235,1.5962
014.wav,-0.0208,-0.0089,-0.011,3.1802,-0.0159,1.5856
015.wav,-0.0663,-0.0284,0.2462,3.3602,0.0899,1.6659
016.wav,-0.0285,-0.0122,0.2242,3.3301,0.0979,1.6589
017.wav,-0.0444,-0.019,0.8751,3.7882,0.4154,1.8846
018.wav,-0.0206,-0.0088,0.3106,3.4052,0.145,1.6982
019.wav,-0.0431,-0.0185,0.2075,3.3046,0.0822,1.6431
020.wav,-0.011,-0.0047,0.4456,3.4979,0.2173,1.7466
021.wav,-0.0061,-0.0026,0.1414,3.3238,0.0677,1.6606
022.wav,-0.0391,-0.0168,0.3802,3.3838,0.1705,1.6835
023.wav,-0.073,-0.0313,0.2092,3.3434,0.0681,1.6561
024.wav,-0.0319,-0.0137,0.4758,3.4673,0.222,1.7268
025.wav,-0.0334,-0.0143,1.0693,3.8764,0.518,1.9311
026.wav,-0.0463,-0.0198,0.75,3.6458,0.3519,1.813
027.wav,-0.046,-0.0197,0.2026,3.3483,0.0783,1.6643
028.wav,-0.0718,-0.0308,0.0612,3.2799,-0.0053,1.6245
029.wav,-0.0368,-0.0158,0.0083,3.5171,-0.0143,1.7506
030.wav,-0.0557,-0.0239,0.0929,3.4351,0.0186,1.7056
031.wav,-0.0463,-0.0199,0.0007,3.3574,-0.0228,1.6688
032.wav,-0.0487,-0.0209,0.5705,3.5932,0.2609,1.7862
033.wav,-0.0334,-0.0143,0.9041,3.7902,0.4353,1.888
034.wav,-0.0148,-0.0063,0.2333,3.4504,0.1093,1.722
035.wav,-0.0184,-0.0079,1.7425,4.2646,0.862,2.1284
036.wav,-0.0181,-0.0078,1.4904,4.1454,0.7361,2.0688
037.wav,-0.0762,-0.0326,1.8803,4.4198,0.9021,2.1936
038.wav,-0.0524,-0.0225,1.7858,4.3637,0.8667,2.1706
039.wav,-0.0224,-0.0096,0.669,3.6101,0.3233,1.8002
040.wav,-0.0113,-0.0048,0.0242,3.4991,0.0064,1.7472
041.wav,-0.0133,-0.0057,0.2359,3.2671,0.1113,1.6307
042.wav,-0.0261,-0.0112,1.4945,4.1283,0.7342,2.0585
043.wav,-0.0056,-0.0024,1.0805,3.877,0.5375,1.9373
044.wav,-0.0397,-0.017,1.1487,3.9158,0.5545,1.9494
045.wav,-0.0442,-0.0189,0.7108,3.6491,0.3333,1.8151
046.wav,-0.0579,-0.0248,0.9136,3.7616,0.4279,1.8684
047.wav,-0.047,-0.0202,0.4768,3.4743,0.2149,1.7271
048.wav,-0.0283,-0.0121,0.175,3.5405,0.0733,1.7642
049.wav,-0.03,-0.0129,0.4654,3.5364,0.2177,1.7618
050.wav,-0.0189,-0.0081,0.203,3.2845,0.092,1.6382
051.wav,-0.1759,-0.0754,0.264,3.3509,0.0441,1.6378
052.wav,-0.008,-0.0034,-0.0254,3.3733,-0.0167,1.6849
053.wav,-0.0313,-0.0134,1.4312,4.114,0.7,2.0503
054.wav,-0.0207,-0.0089,0.4648,3.4663,0.222,1.7287
055.wav,-0.0118,-0.005,1.1993,3.9999,0.5937,1.9974
056.wav,-0.0281,-0.012,1.3309,4.0391,0.6514,2.0135
057.wav,-0.0036,-0.0016,0.2794,3.3588,0.1379,1.6786
058.wav,-0.0098,-0.0042,0.2738,3.3719,0.132,1.6839
059.wav,-0.0116,-0.005,0.2865,3.3628,0.1374,1.6789
060.wav,-0.0505,-0.0217,-0.0727,3.2098,-0.0616,1.594
061.wav,-0.0553,-0.0237,0.34,3.3888,0.1424,1.6825
062.wav,-0.0166,-0.0071,0.369,3.3979,0.1762,1.6954
063.wav,-0.0032,-0.0014,0.0382,3.0685,0.0175,1.5335
064.wav,-0.0061,-0.0026,1.0481,3.8723,0.521,1.9348
065.wav,-0.0267,-0.0114,0.1582,3.3155,0.0658,1.652
066.wav,-0.0831,-0.0356,0.3267,3.3945,0.1218,1.6794
067.wav,-0.0442,-0.019,0.5583,3.5427,0.257,1.7619
068.wav,-0.0189,-0.0081,0.2914,3.3899,0.1362,1.6909
069.wav,-0.0856,-0.0367,0.0349,3.3412,-0.0254,1.6523
070.wav,-0.0104,-0.0045,0.479,3.4878,0.2343,1.7417
071.wav,-0.0576,-0.0247,0.3987,3.4495,0.1705,1.7124
072.wav,-0.1539,-0.066,0.4489,3.4703,0.1475,1.7022
073.wav,-0.0551,-0.0236,1.5534,4.1835,0.7491,2.08
074.wav,-0.0766,-0.0328,0.5016,3.7187,0.2125,1.8429
075.wav,-0.0066,-0.0028,1.1948,3.994,0.5941,1.9956
076.wav,-0.0279,-0.0119,0.0264,3.2076,-0.0007,1.5978
077.wav,-0.0518,-0.0222,0.4766,3.565,0.2124,1.7714
078.wav,-0.0325,-0.0139,-0.0015,3.3467,-0.017,1.6664
079.wav,-0.0111,-0.0048,1.8665,4.4089,0.9277,2.2021
080.wav,-0.0016,-0.0007,0.5584,3.4687,0.2784,1.734
081.wav,-0.0354,-0.0152,0.7783,3.6874,0.3714,1.8361
082.wav,-0.0322,-0.0138,0.2729,3.3289,0.1204,1.6576
083.wav,-0.1384,-0.0593,0.5411,3.5669,0.2013,1.7538
084.wav,-0.0255,-0.0109,1.2771,4.015,0.6258,2.002
085.wav,-0.0986,-0.0422,0.0371,3.3739,-0.0307,1.6658
086.wav,-0.0683,-0.0293,0.221,3.3966,0.0764,1.6837
087.wav,-0.0041,-0.0017,0.2229,3.3257,0.1094,1.662
088.wav,-0.0197,-0.0085,1.6384,4.246,0.8093,2.1188
089.wav,-0.0086,-0.0037,0.2323,3.3369,0.1119,1.6666
090.wav,-0.0034,-0.0015,1.2492,3.9799,0.6229,1.9892
091.wav,-0.0071,-0.003,1.8298,4.3898,0.9114,2.1934
092.wav,-0.0735,-0.0315,-0.2589,3.4256,-0.1662,1.697
093.wav,-0.2013,-0.0863,0.3741,3.4273,0.0864,1.6705
094.wav,-0.0007,-0.0003,0.2713,3.3796,0.1353,1.6896
095.wav,-0.0303,-0.013,0.3974,3.3741,0.1836,1.6806
096.wav,-0.0166,-0.0071,0.1389,3.3015,0.0611,1.6472
097.wav,-0.0395,-0.0169,0.4462,3.5655,0.2033,1.7743
098.wav,-0.0264,-0.0113,1.3452,4.0693,0.6594,2.029
099.wav,-0.0563,-0.0241,0.2002,3.3047,0.0719,1.6403
100.wav,-0.0168,-0.0072,0.5411,3.5202,0.2621,1.7565
101.wav,-0.0729,-0.0312,0.2788,3.3752,0.103,1.672
102.wav,-0.0755,-0.0324,1.2896,3.9358,0.6071,1.9517
103.wav,-0.1951,-0.0836,1.1496,3.9255,0.4773,1.9209
104.wav,-0.0035,-0.0015,0.2141,3.3396,0.1053,1.6691
105.wav,-0.0108,-0.0046,0.178,3.2832,0.0836,1.6393
106.wav,-0.0105,-0.0045,0.7135,3.7062,0.3515,1.8508
107.wav,-0.0866,-0.0371,0.6847,3.6183,0.2991,1.7906
108.wav,-0.057,-0.0244,1.5203,4.2043,0.7316,2.0899
109.wav,-0.0349,-0.015,1.0306,3.8392,0.4978,1.9121
110.wav,-0.075,-0.0321,0.1488,3.2662,0.0369,1.6171
111.wav,-0.036,-0.0154,0.3192,3.4253,0.1416,1.7049
112.wav,-0.0313,-0.0134,0.3031,3.3906,0.1359,1.6886
113.wav,-0.026,-0.0112,0.3727,3.4942,0.1733,1.7415
114.wav,-0.054,-0.0231,0.3911,3.4441,0.1686,1.7105
115.wav,-0.0214,-0.0092,0.1379,3.3644,0.0582,1.6776
116.wav,-0.0467,-0.02,0.3321,3.3704,0.1427,1.6752
117.wav,-0.0054,-0.0023,1.8888,4.4287,0.9417,2.2132
118.wav,-0.0273,-0.0117,1.3809,4.0462,0.6768,2.0172
119.wav,-0.0292,-0.0125,0.3288,3.4322,0.1498,1.7098
120.wav,-0.0919,-0.0394,0.1926,3.2098,0.0503,1.5852
121.wav,-0.0302,-0.0129,0.4429,3.3156,0.2063,1.6513
122.wav,-0.004,-0.0017,0.2454,3.3508,0.1207,1.6745
123.wav,-0.0365,-0.0156,0.2216,3.344,0.0925,1.6642
124.wav,-0.0248,-0.0106,0.2905,3.4042,0.1328,1.6968
125.wav,-0.2669,-0.1144,0.226,3.33,-0.0205,1.6078
126.wav,-0.0831,-0.0356,0.4184,3.4542,0.1676,1.7093
127.wav,-0.18,-0.0772,0.5946,3.499,0.2073,1.7109
128.wav,-0.0065,-0.0028,0.5256,3.5067,0.2595,1.7519
129.wav,-0.072,-0.0309,0.1991,3.2073,0.0636,1.5882
130.wav,-0.0354,-0.0152,1.2609,4.014,0.6128,1.9994
131.wav,-0.0097,-0.0042,0.4412,3.4633,0.2158,1.7296
132.wav,-0.0489,-0.021,0.4486,3.2702,0.1998,1.6246
133.wav,-0.0246,-0.0106,0.2342,3.4385,0.1048,1.714
134.wav,-0.0454,-0.0194,0.5737,3.5754,0.2642,1.778
135.wav,-0.0285,-0.0122,0.8369,3.6821,0.4042,1.835
136.wav,-0.2303,-0.0987,0.5075,3.5656,0.1386,1.7334
137.wav,-0.0203,-0.0087,0.9696,3.8457,0.4746,1.9185
138.wav,-0.0492,-0.0211,1.0926,3.8398,0.5217,1.9094
139.wav,-0.0432,-0.0185,-0.1433,3.3187,-0.0933,1.6501
140.wav,-0.0482,-0.0206,0.6206,3.6184,0.2862,1.7989
141.wav,-0.032,-0.0137,0.7115,3.7207,0.3397,1.8535
142.wav,-0.0082,-0.0035,0.7887,3.8131,0.3903,1.9048
143.wav,-0.0166,-0.0071,0.8375,3.6817,0.4104,1.8373
144.wav,-0.0156,-0.0067,0.4406,3.4345,0.2125,1.7139
145.wav,-0.021,-0.009,0.4334,3.4492,0.2062,1.7201
146.wav,-0.0577,-0.0247,0.6091,3.4423,0.2757,1.7088
147.wav,-0.0656,-0.0281,0.2171,3.3368,0.0757,1.6543
148.wav,-0.0613,-0.0263,0.2337,3.3652,0.0862,1.6695
149.wav,-0.1614,-0.0692,0.2115,3.269,0.0251,1.5999
150.wav,-0.0288,-0.0124,1.3028,4.0549,0.637,2.0213
151.wav,-0.0089,-0.0038,0.3639,3.4114,0.1775,1.7038
152.wav,-0.0536,-0.023,0.2699,3.2247,0.1082,1.6009
153.wav,-0.0047,-0.002,0.0742,3.3505,0.0347,1.6742
154.wav,-0.0828,-0.0355,0.6433,3.636,0.2802,1.8002
155.wav,-0.1067,-0.0457,0.3789,3.4482,0.1361,1.7012
156.wav,-0.0155,-0.0066,0.775,3.733,0.3797,1.8632
157.wav,-0.1423,-0.061,-0.1242,3.4395,-0.1333,1.6892
158.wav,-0.1734,-0.0743,0.2921,3.3783,0.0594,1.652
159.wav,-0.0256,-0.011,0.4832,3.5621,0.2288,1.7755
160.wav,-0.0715,-0.0306,0.4112,3.3886,0.1698,1.679
161.wav,-0.0175,-0.0075,0.3553,3.4233,0.1689,1.7079
162.wav,-0.0423,-0.0181,0.5452,3.5769,0.2515,1.7794
163.wav,-0.058,-0.0249,0.2435,3.2928,0.0927,1.634
164.wav,-0.0336,-0.0144,1.7944,4.344,0.8804,2.1648
165.wav,-0.0046,-0.002,0.4272,3.3728,0.2113,1.6854
166.wav,-0.028,-0.012,0.2906,3.165,0.1313,1.5765
167.wav,-0.044,-0.0188,-0.0105,3.5944,-0.0272,1.7878
168.wav,-0.0521,-0.0223,0.3162,3.6002,0.132,1.7889
169.wav,-0.0046,-0.002,1.3024,4.0065,0.6489,2.0023
170.wav,-0.022,-0.0094,0.4983,3.4924,0.2381,1.7415
171.wav,-0.0751,-0.0322,-0.2391,3.2847,-0.1571,1.6263
172.wav,-0.0319,-0.0137,0.2644,3.398,0.1163,1.6922
173.wav,-0.0337,-0.0144,-0.0902,3.132,-0.0619,1.5588
174.wav,-0.0377,-0.0162,0.9776,3.8058,0.4699,1.8948
175.wav,-0.0938,-0.0402,0.0989,3.3747,0.0026,1.6673
176.wav,-0.0195,-0.0084,0.7127,3.6525,0.3466,1.8221
177.wav,-0.1179,-0.0505,-0.0362,3.196,-0.0771,1.5727
178.wav,-0.0099,-0.0042,0.2075,3.284,0.0988,1.6399
179.wav,-0.0145,-0.0062,0.6311,3.6921,0.3083,1.8429
180.wav,-0.1538,-0.0659,0.3345,3.4531,0.0903,1.6936
181.wav,-0.0117,-0.005,0.1536,3.3006,0.071,1.6478
182.wav,-0.0047,-0.002,1.3571,4.0506,0.6762,2.0243
183.wav,-0.1292,-0.0554,1.0772,3.8719,0.474,1.9082
184.wav,-0.1061,-0.0455,0.6391,3.5677,0.2665,1.7611
185.wav,-0.0218,-0.0094,0.1209,3.4763,0.0495,1.7334
186.wav,-0.0939,-0.0403,0.0228,3.1202,-0.0356,1.54
187.wav,-0.0128,-0.0055,1.1179,3.6066,0.5525,1.8006
188.wav,-0.0162,-0.0069,0.2784,3.3867,0.1311,1.6899
189.wav,-0.0156,-0.0067,-0.1795,3.4663,-0.0976,1.7298
190.wav,-0.0828,-0.0355,0.1764,3.3353,0.0468,1.6499
191.wav,-0.2298,-0.0985,0.1847,3.31,-0.0226,1.6057
192.wav,-0.0038,-0.0016,0.7572,3.6839,0.3767,1.8411
193.wav,-0.0456,-0.0195,0.79,3.704,0.3722,1.8423
194.wav,-0.0595,-0.0255,0.3916,3.4505,0.166,1.7125
195.wav,-0.083,-0.0356,0.2892,3.3753,0.1031,1.6699
196.wav,-0.0016,-0.0007,0.6285,3.6109,0.3134,1.8051
197.wav,-0.0447,-0.0192,1.0235,3.862,0.4894,1.9214
198.wav,-0.0287,-0.0123,-0.0533,3.3444,-0.041,1.6661
199.wav,-0.0954,-0.0409,0.6249,3.6113,0.2648,1.7852
200.wav,-0.0532,-0.0228,0.2349,3.2547,0.0908,1.616
201.wav,-0.0775,-0.0332,0.3349,3.3888,0.1287,1.6778
202.wav,-0.0056,-0.0024,0.2183,3.3234,0.1064,1.6605
203.wav,-0.0482,-0.0207,0.7324,3.629,0.3421,1.8042
204.wav,-0.0505,-0.0216,0.2873,3.3522,0.1184,1.6653
205.wav,-0.0162,-0.0069,0.4719,3.4604,0.2279,1.7267
206.wav,-0.0251,-0.0108,1.9088,4.4422,0.9419,2.2157
207.wav,-0.0257,-0.011,0.4745,3.5,0.2244,1.7445
208.wav,-0.045,-0.0193,0.3745,3.4404,0.1648,1.7106
209.wav,-0.1295,-0.0555,0.1997,3.4339,0.0351,1.6892
210.wav,-0.0119,-0.0051,0.3284,3.4009,0.1582,1.6979
211.wav,-0.0417,-0.0179,0.2535,3.2961,0.1059,1.6391
212.wav,-0.0164,-0.007,-0.0032,3.1647,-0.0098,1.5788
213.wav,-0.0717,-0.0307,0.8547,3.7405,0.3915,1.8549
214.wav,-0.0511,-0.0219,-0.013,3.1813,-0.032,1.5797
215.wav,-0.0385,-0.0165,1.2997,4.0216,0.6306,2.0026
216.wav,-0.0077,-0.0033,1.9118,4.4442,0.952,2.2204
217.wav,-0.0031,-0.0013,1.7957,4.3627,0.8963,2.1807
218.wav,-0.005,-0.0021,1.0245,3.8143,0.5097,1.9061
219.wav,-0.0069,-0.003,-0.3527,3.2501,-0.1798,1.6236
220.wav,-0.0388,-0.0166,0.3107,3.4312,0.1359,1.7073
221.wav,-0.0021,-0.0009,1.6824,4.2663,0.8402,2.1327
222.wav,-0.0146,-0.0063,1.5728,4.2099,0.7791,2.1018
223.wav,-0.022,-0.0094,0.4178,3.4543,0.1979,1.7224
224.wav,-0.0491,-0.021,1.5377,4.1815,0.7443,2.0802
225.wav,-0.0379,-0.0163,0.3507,3.4206,0.1564,1.7022
226.wav,-0.0254,-0.0109,0.7799,3.5983,0.3772,1.7937
